elapsed_s,TSE_FE_BR_STALLS_DUETO_BV_CLIP,TSE_FE_BR_STALLS_DUETO_BV_POLY,TSE_FE_BV_STALLS_DUETO_BR_CLIP,TSE_FE_BV_STALLS_DUETO_BR_POLY
0.001162,0,0,0,0
0.002711,0,0,0,0
0.004272,0,0,0,0
0.005736,0,0,0,0
0.007183,0,0,0,0
0.008711,0,0,0,0
0.010206,0,0,0,0
0.011799,0,0,0,0
0.013259,0,0,0,0
0.014719,0,0,0,0
0.016177,0,0,0,0
0.017783,0,0,0,0
0.019364,0,0,0,0
0.020895,0,0,0,0
0.022427,0,0,0,0
0.023986,0,0,0,0
0.025544,0,0,0,0
0.027074,0,0,0,0
0.028599,0,0,0,0
0.030116,0,0,0,0
0.031531,0,0,0,0
0.032957,0,0,0,0
0.034391,0,0,0,0
0.035908,0,0,0,0
0.037322,0,0,0,0
0.038681,0,0,0,0
0.040032,0,0,0,0
0.041434,0,0,0,0
0.042811,0,0,0,0
0.044160,0,0,0,0
0.045522,0,0,0,0
0.046934,0,0,0,0
0.048338,0,0,0,0
0.049752,0,0,0,0
0.051139,0,0,0,0
0.052530,0,0,0,0
0.053932,0,0,0,0
0.055342,0,0,0,0
0.056964,0,0,0,0
0.058376,0,0,0,0
0.059724,0,0,0,0
0.061072,0,0,0,0
0.062414,0,0,0,0
0.063753,0,0,0,0
0.065120,0,0,0,0
0.066507,0,0,0,0
0.067747,0,0,0,0
0.069126,0,0,0,0
0.070747,0,0,0,0
0.072133,0,0,0,0
0.073564,0,0,0,0
0.075020,0,0,0,0
0.076413,0,0,0,0
0.077819,0,0,0,0
0.079201,0,0,0,0
0.080585,0,0,0,0
0.082012,0,0,0,0
0.083396,0,0,0,0
0.084778,0,0,0,0
0.086156,0,0,0,0
0.087544,0,0,0,0
0.088965,0,0,0,0
0.092452,0,0,0,0
0.093917,0,0,0,0
0.095300,0,0,0,0
0.096816,0,0,0,0
0.098270,0,0,0,0
0.099610,0,0,0,0
0.100944,0,0,0,0
0.102339,0,0,0,0
0.103717,0,0,0,0
0.105097,0,0,0,0
0.106563,0,0,0,0
0.107944,0,0,0,0
0.109332,0,0,0,0
0.110712,0,0,0,0
0.112093,0,0,0,0
0.113508,0,0,0,0
0.115016,0,0,0,0
0.116564,0,0,0,0
0.118116,0,0,0,0
0.119678,0,0,0,0
0.121271,0,0,0,0
0.123091,0,0,0,0
0.124644,0,0,0,0
0.126196,0,0,0,0
0.127745,0,0,0,0
0.129337,0,0,0,0
0.130968,0,0,0,0
0.132517,0,0,0,0
0.134069,0,0,0,0
0.135617,0,0,0,0
0.137101,0,0,0,0
0.138629,0,0,0,0
0.140181,0,0,0,0
0.141747,0,0,0,0
0.143290,0,0,0,0
0.144872,0,0,0,0
0.146291,0,0,0,0
0.147844,0,0,0,0
0.149392,0,0,0,0
0.150996,0,0,0,0
0.152555,0,0,0,0
0.154153,0,0,0,0
0.155704,0,0,0,0
0.157124,0,0,0,0
0.158579,0,0,0,0
0.159968,0,0,0,0
0.161406,0,0,0,0
0.162847,0,0,0,0
0.164233,0,0,0,0
0.166105,0,0,0,0
0.167462,0,0,0,0
0.168861,0,0,0,0
0.170241,0,0,0,0
0.171649,0,0,0,0
0.173040,0,0,0,0
0.174442,0,0,0,0
0.175823,0,0,0,0
0.177240,0,0,0,0
0.178621,0,0,0,0
0.180023,0,0,0,0
0.181402,0,0,0,0
0.183049,0,0,0,0
0.184602,0,0,0,0
0.186019,0,0,0,0
0.187436,0,0,0,0
0.188813,0,0,0,0
0.190200,0,0,0,0
0.191535,0,0,0,0
0.192909,0,0,0,0
0.194290,0,0,0,0
0.195651,0,0,0,0
0.196988,0,0,0,0
0.198325,0,0,0,0
0.199662,0,0,0,0
0.201048,0,0,0,0
0.202410,0,0,0,0
0.203719,0,0,0,0
0.205029,0,0,0,0
0.206348,0,0,0,0
0.207653,0,0,0,0
0.208992,0,0,0,0
0.210333,0,0,0,0
0.211627,0,0,0,0
0.212921,0,0,0,0
0.214262,0,0,0,0
0.215556,0,0,0,0
0.216884,0,0,0,0
0.218246,0,0,0,0
0.219606,0,0,0,0
0.220965,0,0,0,0
0.222374,0,0,0,0
0.223735,0,0,0,0
0.225110,0,0,0,0
0.226511,0,0,0,0
0.227964,0,0,0,0
0.229365,0,0,0,0
0.230898,0,0,0,0
0.232302,0,0,0,0
0.234410,0,0,0,0
0.236267,0,0,0,0
