elapsed_s,TSE_NON_CLIP_WORKING_CYCLES,TSE_NULL_WORKING_CYCLES,TSE_OUT_PRIM_WORKING_CYCLES,TSE_INPUT_VERTEX_WORKING_CYCLES
0.001103,0,0,0,0
0.002656,0,0,0,0
0.004274,0,0,0,0
0.005930,0,0,0,0
0.007523,0,0,0,0
0.009028,0,0,0,0
0.010603,0,0,0,0
0.012073,0,0,0,0
0.013534,0,0,0,0
0.014995,0,0,0,0
0.016456,0,0,0,0
0.017980,0,0,0,0
0.019509,0,0,0,0
0.021007,0,0,0,0
0.022551,0,0,0,0
0.023915,0,0,0,0
0.025322,0,0,0,0
0.026798,0,0,0,0
0.028203,0,0,0,0
0.029608,0,0,0,0
0.031015,0,0,0,0
0.032381,0,0,0,0
0.033761,0,0,0,0
0.035149,0,0,0,0
0.036488,0,0,0,0
0.037832,0,0,0,0
0.039171,0,0,0,0
0.040525,0,0,0,0
0.041932,0,0,0,0
0.043275,0,0,0,0
0.044621,0,0,0,0
0.045966,0,0,0,0
0.047315,0,0,0,0
0.048656,0,0,0,0
0.050015,0,0,0,0
0.051596,0,0,0,0
0.053037,0,0,0,0
0.054686,0,0,0,0
0.056075,0,0,0,0
0.057505,0,0,0,0
0.058888,0,0,0,0
0.060271,0,0,0,0
0.061657,0,0,0,0
0.063091,0,0,0,0
0.064549,0,0,0,0
0.065948,0,0,0,0
0.067335,0,0,0,0
0.068720,0,0,0,0
0.070106,0,0,0,0
0.071492,0,0,0,0
0.072877,0,0,0,0
0.074323,0,0,0,0
0.075892,0,0,0,0
0.077285,0,0,0,0
0.078686,0,0,0,0
0.080069,0,0,0,0
0.081491,0,0,0,0
0.086688,0,0,0,0
0.088146,0,0,0,0
0.089568,0,0,0,0
0.091093,0,0,0,0
0.092490,0,0,0,0
0.093834,0,0,0,0
0.095177,0,0,0,0
0.096518,0,0,0,0
0.097874,0,0,0,0
0.099266,0,0,0,0
0.100652,0,0,0,0
0.102036,0,0,0,0
0.103421,0,0,0,0
0.105064,0,0,0,0
0.106616,0,0,0,0
0.108166,0,0,0,0
0.109854,0,0,0,0
0.111377,0,0,0,0
0.112806,0,0,0,0
0.114240,0,0,0,0
0.115631,0,0,0,0
0.117017,0,0,0,0
0.118403,0,0,0,0
0.119802,0,0,0,0
0.121186,0,0,0,0
0.122609,0,0,0,0
0.123994,0,0,0,0
0.125400,0,0,0,0
0.126881,0,0,0,0
0.128263,0,0,0,0
0.129681,0,0,0,0
0.131078,0,0,0,0
0.132463,0,0,0,0
0.133848,0,0,0,0
0.135234,0,0,0,0
0.136617,0,0,0,0
0.138171,0,0,0,0
0.139690,0,0,0,0
0.141090,0,0,0,0
0.142480,0,0,0,0
0.143867,0,0,0,0
0.145252,0,0,0,0
0.146640,0,0,0,0
0.148024,0,0,0,0
0.149537,0,0,0,0
0.151088,0,0,0,0
0.152526,0,0,0,0
0.154087,0,0,0,0
0.155637,0,0,0,0
0.157064,0,0,0,0
0.158589,0,0,0,0
0.160140,0,0,0,0
0.161732,0,0,0,0
0.163298,0,0,0,0
0.164849,0,0,0,0
0.166398,0,0,0,0
0.167956,0,0,0,0
0.169548,0,0,0,0
0.171100,0,0,0,0
0.172651,0,0,0,0
0.174214,0,0,0,0
0.175766,0,0,0,0
0.177307,0,0,0,0
0.178815,0,0,0,0
0.180310,0,0,0,0
0.181737,0,0,0,0
0.183082,0,0,0,0
0.184445,0,0,0,0
0.185827,0,0,0,0
0.187210,0,0,0,0
0.188542,0,0,0,0
0.189872,0,0,0,0
0.191252,0,0,0,0
0.192590,0,0,0,0
0.193975,0,0,0,0
0.195296,0,0,0,0
0.196606,0,0,0,0
0.197915,0,0,0,0
0.199273,0,0,0,0
0.200583,0,0,0,0
0.201926,0,0,0,0
0.203221,0,0,0,0
0.204515,0,0,0,0
0.205815,0,0,0,0
0.207156,0,0,0,0
0.208450,0,0,0,0
0.209771,0,0,0,0
0.211182,0,0,0,0
0.212542,0,0,0,0
0.213902,0,0,0,0
0.215312,0,0,0,0
0.216676,0,0,0,0
0.218050,0,0,0,0
0.219450,0,0,0,0
0.220871,0,0,0,0
0.222262,0,0,0,0
0.224215,0,0,0,0
0.225641,0,0,0,0
0.227163,0,0,0,0
0.228589,0,0,0,0
0.229987,0,0,0,0
0.231371,0,0,0,0
0.232757,0,0,0,0
0.234141,0,0,0,0
0.235525,0,0,0,0
0.237057,0,0,0,0
0.238442,0,0,0,0
0.239867,0,0,0,0
0.241247,0,0,0,0
0.242635,0,0,0,0
0.244018,0,0,0,0
0.245399,0,0,0,0
0.246750,0,0,0,0
0.248144,0,0,0,0
0.249570,0,0,0,0
0.250953,0,0,0,0
0.252338,0,0,0,0
0.253721,0,0,0,0
0.255105,0,0,0,0
0.256489,0,0,0,0
0.257908,0,0,0,0
0.259296,0,0,0,0
0.260675,0,0,0,0
0.262054,0,0,0,0
0.263432,0,0,0,0
0.264809,0,0,0,0
0.266229,0,0,0,0
0.267680,0,0,0,0
0.269056,0,0,0,0
0.270444,0,0,0,0
0.271816,0,0,0,0
0.273197,0,0,0,0
0.274633,0,0,0,0
0.276017,0,0,0,0
0.277397,0,0,0,0
0.278776,0,0,0,0
0.280155,0,0,0,0
0.281713,0,0,0,0
0.283136,0,0,0,0
0.284656,0,0,0,0
0.286204,0,0,0,0
0.287635,0,0,0,0
0.289159,0,0,0,0
0.290755,0,0,0,0
0.292319,0,0,0,0
0.293867,0,0,0,0
0.295417,0,0,0,0
0.296968,0,0,0,0
0.298522,0,0,0,0
0.300072,0,0,0,0
0.301621,0,0,0,0
0.303187,0,0,0,0
0.304737,0,0,0,0
0.306287,0,0,0,0
0.307841,0,0,0,0
0.309389,0,0,0,0
0.310940,0,0,0,0
0.312375,0,0,0,0
0.313955,0,0,0,0
0.315507,0,0,0,0
0.317058,0,0,0,0
0.318612,0,0,0,0
0.320164,0,0,0,0
0.321756,0,0,0,0
0.323310,0,0,0,0
0.324875,0,0,0,0
0.326426,0,0,0,0
0.327851,0,0,0,0
0.329236,0,0,0,0
0.330693,0,0,0,0
0.332244,0,0,0,0
0.333792,0,0,0,0
0.335354,0,0,0,0
0.336904,0,0,0,0
0.338453,0,0,0,0
0.340158,0,0,0,0
0.341707,0,0,0,0
0.343259,0,0,0,0
0.344809,0,0,0,0
0.346371,0,0,0,0
0.347926,0,0,0,0
0.349474,0,0,0,0
0.351026,0,0,0,0
0.352576,0,0,0,0
0.354212,0,0,0,0
0.355764,0,0,0,0
0.358031,0,0,0,0
0.359432,0,0,0,0
0.360816,0,0,0,0
0.362237,0,0,0,0
0.363671,0,0,0,0
0.365049,0,0,0,0
0.366426,0,0,0,0
0.367913,0,0,0,0
0.369292,0,0,0,0
0.370706,0,0,0,0
0.372060,0,0,0,0
0.373413,0,0,0,0
0.374766,0,0,0,0
0.376120,0,0,0,0
0.377508,0,0,0,0
0.378933,0,0,0,0
0.380344,0,0,0,0
0.381647,0,0,0,0
0.383057,0,0,0,0
0.384360,0,0,0,0
0.385785,0,0,0,0
0.387217,0,0,0,0
0.388598,0,0,0,0
0.390000,0,0,0,0
0.391386,0,0,0,0
0.392945,0,0,0,0
0.394321,0,0,0,0
0.395699,0,0,0,0
0.397089,0,0,0,0
0.398615,0,0,0,0
0.400717,0,0,0,0
0.402114,0,0,0,0
0.403499,0,0,0,0
0.404887,0,0,0,0
0.406270,0,0,0,0
0.407772,0,0,0,0
0.409186,0,0,0,0
0.410626,0,0,0,0
0.412021,0,0,0,0
0.413401,0,0,0,0
0.414782,0,0,0,0
0.416166,0,0,0,0
0.417586,0,0,0,0
0.419014,0,0,0,0
0.420424,0,0,0,0
0.421808,0,0,0,0
0.423204,0,0,0,0
0.424588,0,0,0,0
0.426013,0,0,0,0
0.427397,0,0,0,0
0.428780,0,0,0,0
0.430360,0,0,0,0
0.431811,0,0,0,0
0.433199,0,0,0,0
0.434711,0,0,0,0
0.436186,0,0,0,0
0.437562,0,0,0,0
0.439068,0,0,0,0
0.442741,0,0,0,0
0.444132,0,0,0,0
0.445475,0,0,0,0
0.446818,0,0,0,0
0.448156,0,0,0,0
0.449514,0,0,0,0
0.450895,0,0,0,0
0.452275,0,0,0,0
0.453781,0,0,0,0
0.455214,0,0,0,0
0.456608,0,0,0,0
0.458107,0,0,0,0
0.459497,0,0,0,0
0.460883,0,0,0,0
0.462269,0,0,0,0
0.463655,0,0,0,0
0.465169,0,0,0,0
0.466779,0,0,0,0
0.468329,0,0,0,0
0.469877,0,0,0,0
0.471426,0,0,0,0
0.472976,0,0,0,0
0.474528,0,0,0,0
0.476078,0,0,0,0
0.477640,0,0,0,0
0.479192,0,0,0,0
0.480741,0,0,0,0
0.482292,0,0,0,0
0.483845,0,0,0,0
0.485393,0,0,0,0
0.486944,0,0,0,0
0.488382,0,0,0,0
0.489944,0,0,0,0
0.491494,0,0,0,0
0.493045,0,0,0,0
0.494597,0,0,0,0
0.496147,0,0,0,0
0.497737,0,0,0,0
0.499300,0,0,0,0
0.500849,0,0,0,0
0.502398,0,0,0,0
0.503953,0,0,0,0
0.505544,0,0,0,0
0.507095,0,0,0,0
0.508643,0,0,0,0
0.510204,0,0,0,0
0.511758,0,0,0,0
0.513182,0,0,0,0
0.514625,0,0,0,0
0.516009,0,0,0,0
0.517389,0,0,0,0
0.518824,0,0,0,0
0.520294,0,0,0,0
0.521710,0,0,0,0
0.523093,0,0,0,0
0.524607,0,0,0,0
0.526179,0,0,0,0
0.527628,0,0,0,0
0.530544,0,0,0,0
0.532024,0,0,0,0
0.533401,0,0,0,0
0.534744,0,0,0,0
0.536082,0,0,0,0
0.537474,0,0,0,0
0.538834,0,0,0,0
0.540146,0,0,0,0
0.541457,0,0,0,0
0.542825,0,0,0,0
0.544137,0,0,0,0
0.545484,0,0,0,0
0.546852,0,0,0,0
0.548104,0,0,0,0
0.549355,0,0,0,0
0.550764,0,0,0,0
0.552125,0,0,0,0
0.553380,0,0,0,0
0.554780,0,0,0,0
0.556198,0,0,0,0
0.557587,0,0,0,0
0.559836,0,0,0,0
0.561256,0,0,0,0
0.562699,0,0,0,0
0.564090,0,0,0,0
0.565604,0,0,0,0
0.567137,0,0,0,0
0.568617,0,0,0,0
0.570012,0,0,0,0
0.571395,0,0,0,0
0.572783,0,0,0,0
0.574177,0,0,0,0
0.575739,0,0,0,0
0.577261,0,0,0,0
0.578693,0,0,0,0
0.580075,0,0,0,0
0.581457,0,0,0,0
0.585508,0,0,0,0
0.586909,0,0,0,0
0.588295,0,0,0,0
0.589648,0,0,0,0
0.591045,0,0,0,0
0.592393,0,0,0,0
0.593759,0,0,0,0
0.595147,0,0,0,0
0.596533,0,0,0,0
0.597938,0,0,0,0
0.599798,0,0,0,0
0.601185,0,0,0,0
0.602655,0,0,0,0
0.604117,0,0,0,0
0.605494,0,0,0,0
0.606873,0,0,0,0
0.608265,0,0,0,0
0.609686,0,0,0,0
0.611162,0,0,0,0
0.612539,0,0,0,0
0.613917,0,0,0,0
0.615297,0,0,0,0
0.616677,0,0,0,0
0.618134,0,0,0,0
0.619526,0,0,0,0
0.620906,0,0,0,0
0.622285,0,0,0,0
0.623721,0,0,0,0
0.625100,0,0,0,0
0.626570,0,0,0,0
0.627965,0,0,0,0
0.629354,0,0,0,0
0.630752,0,0,0,0
0.632268,0,0,0,0
0.633859,0,0,0,0
0.635409,0,0,0,0
0.636958,0,0,0,0
0.638511,0,0,0,0
0.640061,0,0,0,0
0.641664,0,0,0,0
0.643110,0,0,0,0
0.644656,0,0,0,0
0.646204,0,0,0,0
0.647759,0,0,0,0
0.649306,0,0,0,0
0.650902,0,0,0,0
0.652339,0,0,0,0
0.653860,0,0,0,0
0.655410,0,0,0,0
0.656960,0,0,0,0
0.658513,0,0,0,0
0.660064,0,0,0,0
0.661613,0,0,0,0
0.663178,0,0,0,0
0.664729,0,0,0,0
0.666277,0,0,0,0
0.667831,0,0,0,0
0.669378,0,0,0,0
0.670815,0,0,0,0
0.672202,0,0,0,0
0.673645,0,0,0,0
0.675165,0,0,0,0
0.676714,0,0,0,0
0.678263,0,0,0,0
0.679817,0,0,0,0
0.681366,0,0,0,0
0.682917,0,0,0,0
0.684725,0,0,0,0
0.686250,0,0,0,0
0.687800,0,0,0,0
0.689341,0,0,0,0
0.690802,0,0,0,0
0.692314,0,0,0,0
0.693855,0,0,0,0
0.695286,0,0,0,0
0.696807,0,0,0,0
0.698356,0,0,0,0
0.699909,0,0,0,0
0.701452,0,0,0,0
0.702850,0,0,0,0
0.704234,0,0,0,0
0.705666,0,0,0,0
0.707044,0,0,0,0
0.708422,0,0,0,0
0.709799,0,0,0,0
0.711176,0,0,0,0
0.712590,0,0,0,0
0.714023,0,0,0,0
0.715382,0,0,0,0
0.716744,0,0,0,0
0.718096,0,0,0,0
0.719450,0,0,0,0
0.720804,0,0,0,0
0.722193,0,0,0,0
0.723578,0,0,0,0
0.724920,0,0,0,0
0.726259,0,0,0,0
0.727630,0,0,0,0
0.728968,0,0,0,0
0.730339,0,0,0,0
0.731619,0,0,0,0
0.732984,0,0,0,0
0.734345,0,0,0,0
0.735760,0,0,0,0
0.737178,0,0,0,0
0.738605,0,0,0,0
0.740015,0,0,0,0
0.741424,0,0,0,0
0.742834,0,0,0,0
0.744243,0,0,0,0
0.745669,0,0,0,0
0.747032,0,0,0,0
0.748416,0,0,0,0
0.749897,0,0,0,0
0.751305,0,0,0,0
0.752703,0,0,0,0
0.754088,0,0,0,0
0.755486,0,0,0,0
0.756871,0,0,0,0
0.758258,0,0,0,0
0.759783,0,0,0,0
0.761201,0,0,0,0
0.762481,0,0,0,0
0.763892,0,0,0,0
0.765301,0,0,0,0
0.766710,0,0,0,0
0.768014,0,0,0,0
0.769437,0,0,0,0
0.770867,0,0,0,0
0.772268,0,0,0,0
0.773654,0,0,0,0
0.775077,0,0,0,0
0.776452,0,0,0,0
0.777888,0,0,0,0
0.779272,0,0,0,0
0.780657,0,0,0,0
0.782040,0,0,0,0
0.783437,0,0,0,0
0.784822,0,0,0,0
0.786252,0,0,0,0
0.787671,0,0,0,0
0.789067,0,0,0,0
0.790450,0,0,0,0
0.791937,0,0,0,0
0.793319,0,0,0,0
0.794748,0,0,0,0
0.796125,0,0,0,0
0.797500,0,0,0,0
0.798879,0,0,0,0
0.800252,0,0,0,0
0.801659,0,0,0,0
0.803072,0,0,0,0
0.804448,0,0,0,0
0.805836,0,0,0,0
0.807216,0,0,0,0
0.808596,0,0,0,0
0.810009,0,0,0,0
0.811392,0,0,0,0
0.812777,0,0,0,0
0.814318,0,0,0,0
0.815757,0,0,0,0
0.817162,0,0,0,0
0.818724,0,0,0,0
0.820276,0,0,0,0
0.821826,0,0,0,0
0.823376,0,0,0,0
0.824927,0,0,0,0
0.826548,0,0,0,0
0.828175,0,0,0,0
0.829725,0,0,0,0
0.831278,0,0,0,0
0.832830,0,0,0,0
0.834381,0,0,0,0
0.835937,0,0,0,0
0.837486,0,0,0,0
0.839053,0,0,0,0
0.840604,0,0,0,0
0.842195,0,0,0,0
0.843750,0,0,0,0
0.845299,0,0,0,0
0.846852,0,0,0,0
0.848396,0,0,0,0
0.849993,0,0,0,0
0.851413,0,0,0,0
0.852931,0,0,0,0
0.854551,0,0,0,0
0.856036,0,0,0,0
0.857597,0,0,0,0
0.859148,0,0,0,0
0.860710,0,0,0,0
0.862257,0,0,0,0
0.863810,0,0,0,0
0.865357,0,0,0,0
0.866953,0,0,0,0
0.868502,0,0,0,0
0.870050,0,0,0,0
0.871486,0,0,0,0
0.873006,0,0,0,0
0.874558,0,0,0,0
0.876107,0,0,0,0
0.877655,0,0,0,0
0.879206,0,0,0,0
0.880755,0,0,0,0
0.882317,0,0,0,0
0.883874,0,0,0,0
0.885422,0,0,0,0
0.886972,0,0,0,0
0.888522,0,0,0,0
0.890111,0,0,0,0
0.891540,0,0,0,0
0.892950,0,0,0,0
0.894337,0,0,0,0
0.895727,0,0,0,0
0.897111,0,0,0,0
0.898499,0,0,0,0
0.899884,0,0,0,0
0.901398,0,0,0,0
0.902949,0,0,0,0
0.904512,0,0,0,0
0.906102,0,0,0,0
0.907651,0,0,0,0
0.909202,0,0,0,0
0.910752,0,0,0,0
0.912298,0,0,0,0
0.913811,0,0,0,0
0.915234,0,0,0,0
0.916625,0,0,0,0
0.918012,0,0,0,0
0.919400,0,0,0,0
0.920787,0,0,0,0
0.922209,0,0,0,0
0.923785,0,0,0,0
0.925334,0,0,0,0
0.926899,0,0,0,0
0.928450,0,0,0,0
0.930042,0,0,0,0
0.931596,0,0,0,0
0.933147,0,0,0,0
0.934699,0,0,0,0
0.936251,0,0,0,0
0.937855,0,0,0,0
0.939407,0,0,0,0
0.940958,0,0,0,0
0.942512,0,0,0,0
0.944063,0,0,0,0
0.945656,0,0,0,0
0.947208,0,0,0,0
0.948774,0,0,0,0
0.950324,0,0,0,0
0.951872,0,0,0,0
0.953456,0,0,0,0
0.954874,0,0,0,0
0.956392,0,0,0,0
0.957939,0,0,0,0
0.959501,0,0,0,0
0.961050,0,0,0,0
0.962896,0,0,0,0
0.964451,0,0,0,0
0.966003,0,0,0,0
0.967554,0,0,0,0
0.969106,0,0,0,0
0.970716,0,0,0,0
0.972269,0,0,0,0
0.973818,0,0,0,0
0.975370,0,0,0,0
0.976913,0,0,0,0
0.978454,0,0,0,0
0.980286,0,0,0,0
0.981853,0,0,0,0
0.983403,0,0,0,0
0.984954,0,0,0,0
0.986507,0,0,0,0
0.988058,0,0,0,0
0.989606,0,0,0,0
0.991161,0,0,0,0
0.992723,0,0,0,0
0.994274,0,0,0,0
0.995828,0,0,0,0
0.997377,0,0,0,0
0.998929,0,0,0,0
1.000479,0,0,0,0
1.002069,0,0,0,0
1.003504,0,0,0,0
1.005024,0,0,0,0
1.006576,0,0,0,0
1.008127,0,0,0,0
1.009718,0,0,0,0
1.011269,0,0,0,0
1.012841,0,0,0,0
1.014402,0,0,0,0
