elapsed_s,TSE_BE_STALL_CYCLES_LRZ_BARYPLANE,TSE_BE_STALL_CYCLES_LRZ_ZPLANE,TSE_BE_STARVE_CYCLES_PC,TSE_BE_INPUT_PRIM
0.001104,0,0,0,0
0.002651,0,0,0,0
0.004138,0,0,0,0
0.005659,0,0,0,0
0.007142,0,0,0,0
0.008638,0,0,0,0
0.010121,0,0,0,0
0.011603,0,0,0,0
0.013143,0,0,0,0
0.014626,0,0,0,0
0.016111,0,0,0,0
0.017673,0,0,0,0
0.019217,0,0,0,0
0.020678,0,0,0,0
0.022125,0,0,0,0
0.023568,0,0,0,0
0.025008,0,0,0,0
0.026448,0,0,0,0
0.027890,0,0,0,0
0.029374,0,0,0,0
0.030861,0,0,0,0
0.032320,0,0,0,0
0.033821,0,0,0,0
0.035279,0,0,0,0
0.036737,0,0,0,0
0.038194,0,0,0,0
0.039661,0,0,0,0
0.041120,0,0,0,0
0.042578,0,0,0,0
0.044042,0,0,0,0
0.045749,0,0,0,0
0.047407,0,0,0,0
0.048929,0,0,0,0
0.050509,0,0,0,0
0.052082,0,0,0,0
0.053669,0,0,0,0
0.055114,0,0,0,0
0.056689,0,0,0,0
0.058135,0,0,0,0
0.059706,0,0,0,0
0.061210,0,0,0,0
0.062897,0,0,0,0
0.064350,0,0,0,0
0.065802,0,0,0,0
0.067258,0,0,0,0
0.068711,0,0,0,0
0.070165,0,0,0,0
0.071623,0,0,0,0
0.073074,0,0,0,0
0.074539,0,0,0,0
0.076010,0,0,0,0
0.077475,0,0,0,0
0.078911,0,0,0,0
0.080276,0,0,0,0
0.081705,0,0,0,0
0.083084,0,0,0,0
0.084458,0,0,0,0
0.085873,0,0,0,0
0.087286,0,0,0,0
0.088653,0,0,228,0
0.090042,0,0,0,0
0.091406,0,0,0,0
0.092791,0,0,0,0
0.094249,0,0,0,0
0.095696,0,0,0,0
0.097121,0,0,0,0
0.098881,0,0,0,0
0.100302,0,0,0,0
0.101721,0,0,0,0
0.103152,0,0,0,0
0.104603,0,0,1437,0
0.106039,0,0,0,0
0.108097,0,0,0,0
0.109529,0,0,0,0
0.110962,0,0,0,0
0.112348,0,0,0,0
0.115071,0,0,0,0
0.116452,0,0,0,0
0.118055,0,0,0,0
0.119439,0,0,0,0
0.120823,0,0,0,0
0.125779,0,0,0,0
0.127207,0,0,0,0
