elapsed_s,TSE_NEVER_COUNT,TSE_BE_BUSY_CYCLES,TSE_BE_CLIPPING_CYCLES,TSE_BE_STALL_CYCLES_RAS
0.001100,0,0,0,0
0.002688,0,0,0,0
0.004207,0,0,0,0
0.005690,0,0,0,0
0.007236,0,0,0,0
0.008718,0,0,0,0
0.010230,0,0,0,0
0.011716,0,0,0,0
0.013198,0,0,0,0
0.014679,0,0,0,0
0.016358,0,0,0,0
0.017895,0,0,0,0
0.019348,0,0,0,0
0.020906,0,0,0,0
0.022561,0,0,0,0
0.024115,0,0,0,0
0.025574,0,0,0,0
0.027147,0,0,0,0
0.028709,0,0,0,0
0.030440,0,0,0,0
0.031876,0,0,0,0
0.033498,0,0,0,0
0.035157,0,0,0,0
0.036647,0,0,0,0
0.038168,0,0,0,0
0.039708,0,0,0,0
0.041275,0,0,0,0
0.042850,0,0,0,0
0.044283,0,0,0,0
0.045816,0,0,0,0
0.047334,0,0,0,0
0.048701,0,0,0,0
0.050068,0,0,0,0
0.051486,0,0,0,0
0.052855,0,0,0,0
0.054240,0,0,0,0
0.055666,0,0,0,0
0.057069,0,0,0,0
0.058475,0,0,0,0
0.059881,0,0,0,0
0.061291,0,0,0,0
0.062701,0,0,0,0
0.064124,0,0,0,0
0.065530,0,0,0,0
0.066938,0,0,0,0
0.068342,0,0,0,0
0.069759,0,549,0,30
0.071178,0,0,0,0
0.072521,0,0,0,0
0.073864,0,0,0,0
0.075266,0,0,0,0
0.076607,0,0,0,0
0.077949,0,0,0,0
0.079291,0,738,0,36
0.081039,0,2316,0,84
0.082376,0,0,0,0
0.083722,0,0,0,0
0.085065,0,0,0,0
0.086437,0,0,0,0
0.087939,0,0,0,0
0.089382,0,0,0,0
0.090800,0,0,0,0
0.092201,0,0,0,0
0.093583,0,0,0,0
0.094999,0,0,0,0
0.097663,0,0,0,0
0.099363,0,0,0,0
0.104173,0,0,0,0
0.105554,0,0,0,0
0.106959,0,0,0,0
0.108338,0,0,0,0
0.109696,0,0,0,0
0.111037,0,0,0,0
0.112376,0,0,0,0
0.113715,0,0,0,0
0.115054,0,0,0,0
0.116391,0,0,0,0
0.117741,0,0,0,0
0.119153,0,0,0,0
0.120672,0,0,0,0
0.122220,0,0,0,0
0.123772,0,0,0,0
0.125322,0,0,0,0
0.126870,0,0,0,0
0.128511,0,0,0,0
0.129906,0,0,0,0
0.131296,0,0,0,0
