elapsed_s,TSE_SETUP_FDP3_2_WORKING_CYCLE_L3,TSE_SETUP_FDP3_3_WORKING_CYCLE_L3,TSE_SETUP_FDP3_4_WORKING_CYCLE_L3,TSE_SETUP_FDP3_5_WORKING_CYCLE_L3
0.001167,0,0,0,0
0.002940,0,0,0,0
0.004404,0,0,0,0
0.006098,0,0,0,0
0.007587,0,0,0,0
0.009118,0,0,0,0
0.010595,0,0,0,0
0.012025,0,0,0,0
0.013435,0,0,0,0
0.014940,0,0,0,0
0.016370,0,0,0,0
0.017894,0,0,0,0
0.019419,0,0,0,0
0.020952,0,0,0,0
0.022526,0,0,0,0
0.024067,0,0,0,0
0.025693,0,0,0,0
0.027177,0,0,0,0
0.028678,0,0,0,0
0.030202,0,0,0,0
0.031683,0,0,0,0
0.033190,0,0,0,0
0.034796,0,0,0,0
0.036246,0,0,0,0
0.037559,0,0,0,0
0.038874,0,0,0,0
0.040190,0,0,0,0
0.041547,0,0,0,0
0.042943,0,0,0,0
0.044282,0,0,0,0
0.045765,0,0,0,0
0.047168,0,0,0,0
0.048720,0,0,0,0
0.050229,0,0,0,0
0.052082,0,0,0,0
0.053572,0,0,0,0
0.055254,0,0,0,0
0.056653,0,0,0,0
0.058075,315,315,315,315
0.059444,0,0,0,0
0.060797,0,0,0,0
0.062192,0,0,0,0
0.063547,0,0,0,0
0.064902,0,0,0,0
0.066297,0,0,0,0
0.067716,198,240,240,240
0.069182,525,483,483,483
0.070563,0,0,0,0
0.071958,0,0,0,0
0.073403,0,0,0,0
0.074805,0,0,0,0
0.076189,0,0,0,0
0.077636,0,0,0,0
0.079021,0,0,0,0
0.080403,0,0,0,0
0.081833,0,0,0,0
0.083287,0,0,0,0
0.084668,0,0,0,0
0.086057,0,0,0,0
0.087434,0,0,0,0
0.088858,0,0,0,0
0.090366,0,0,0,0
0.096561,0,0,0,0
0.098040,0,0,0,0
0.099396,0,0,0,0
0.100714,0,0,0,0
0.102029,0,0,0,0
0.103344,0,0,0,0
0.104671,0,0,0,0
0.106050,0,0,0,0
0.107431,0,0,0,0
0.108819,0,0,0,0
0.110199,0,0,0,0
0.111579,0,0,0,0
0.112994,0,0,0,0
0.114375,0,0,0,0
0.115760,0,0,0,0
0.117145,0,0,0,0
0.118661,0,0,0,0
0.120099,0,0,0,0
0.121599,0,0,0,0
0.123071,0,0,0,0
0.124458,0,0,0,0
0.125847,0,0,0,0
0.127233,0,0,0,0
0.128654,0,0,0,0
0.130042,0,0,0,0
0.131567,0,0,0,0
0.133116,0,0,0,0
0.134668,0,0,0,0
0.136218,0,0,0,0
0.137814,0,0,0,0
0.139364,0,0,0,0
0.140912,0,0,0,0
0.142477,0,0,0,0
0.144027,0,0,0,0
0.145582,0,0,0,0
0.147134,0,0,0,0
0.148683,0,0,0,0
0.150234,0,0,0,0
0.151786,0,0,0,0
0.153350,0,0,0,0
0.154905,0,0,0,0
0.156454,0,0,0,0
0.158006,0,0,0,0
0.159558,0,0,0,0
0.161149,0,0,0,0
0.162701,0,0,0,0
0.164265,0,0,0,0
0.165819,0,0,0,0
0.167369,0,0,0,0
0.168961,0,0,0,0
0.170512,0,0,0,0
0.172063,0,0,0,0
0.173615,0,0,0,0
0.175181,0,0,0,0
0.176773,0,0,0,0
0.178325,0,0,0,0
0.179875,0,0,0,0
0.181422,0,0,0,0
0.182945,0,0,0,0
0.184364,0,0,0,0
0.185855,0,0,0,0
0.187193,0,0,0,0
0.188526,0,0,0,0
0.189906,0,0,0,0
0.191244,0,0,0,0
0.192629,0,0,0,0
0.193941,0,0,0,0
0.195251,0,0,0,0
0.196577,0,0,0,0
0.197888,0,0,0,0
0.199198,0,0,0,0
0.200542,0,0,0,0
0.201957,0,0,0,0
0.203317,0,0,0,0
0.204676,0,0,0,0
0.206086,0,0,0,0
0.207448,0,0,0,0
0.208820,0,0,0,0
0.210270,0,0,0,0
0.211719,0,0,0,0
0.213120,0,0,0,0
0.214513,0,0,0,0
0.215903,0,0,0,0
0.217642,0,0,0,0
0.219058,0,0,0,0
0.220448,0,0,0,0
0.221863,0,0,0,0
0.223289,0,0,0,0
0.225180,0,0,0,0
0.226590,0,0,0,0
0.228021,0,0,0,0
0.229509,273,273,273,273
0.230973,0,0,0,0
0.232361,0,0,0,0
0.233867,0,0,0,0
0.235871,0,0,0,0
0.237251,0,0,0,0
0.238727,0,0,0,0
0.240111,735,735,735,735
0.241382,0,0,0,0
0.242773,0,0,0,0
0.244158,0,0,0,0
0.245595,0,0,0,0
0.246980,0,0,0,0
0.248365,0,0,0,0
0.249803,0,0,0,0
0.251185,0,0,0,0
0.252595,0,0,0,0
0.253979,0,0,0,0
0.255359,0,0,0,0
0.256785,0,0,0,0
0.261607,0,0,0,0
0.263614,0,0,0,0
0.264996,0,0,0,0
0.266354,0,0,0,0
0.267712,0,0,0,0
0.269067,0,0,0,0
0.270423,0,0,0,0
0.271779,0,0,0,0
0.273190,0,0,0,0
0.274572,0,0,0,0
0.275958,0,0,0,0
0.277343,0,0,0,0
0.278731,0,0,0,0
0.280116,0,0,0,0
0.281501,0,0,0,0
0.283018,0,0,0,0
0.284587,0,0,0,0
0.286142,0,0,0,0
0.287694,0,0,0,0
0.289285,0,0,0,0
0.290842,0,0,0,0
0.292392,0,0,0,0
0.293945,0,0,0,0
0.295418,0,0,0,0
0.296859,0,0,0,0
0.298252,0,0,0,0
0.299640,0,0,0,0
0.301027,0,0,0,0
0.302414,0,0,0,0
0.303799,0,0,0,0
0.305316,0,0,0,0
0.306808,0,0,0,0
0.308345,0,0,0,0
0.309856,0,0,0,0
0.311389,0,0,0,0
0.312861,0,0,0,0
0.314387,0,0,0,0
0.315938,0,0,0,0
0.317499,0,0,0,0
0.319090,0,0,0,0
0.320683,0,0,0,0
0.322237,0,0,0,0
0.323788,0,0,0,0
0.325337,0,0,0,0
0.326892,0,0,0,0
0.328455,0,0,0,0
0.330007,0,0,0,0
0.331556,0,0,0,0
0.333105,0,0,0,0
