elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001142,0,0,0,0
0.002726,0,0,0,0
0.004225,0,0,0,0
0.005741,0,0,0,0
0.007268,0,0,0,0
0.008830,0,0,0,0
0.010324,0,0,0,0
0.011739,0,0,0,0
0.013150,0,0,0,0
0.014634,0,0,0,0
0.016050,0,0,0,0
0.017515,0,0,0,0
0.018953,0,0,0,0
0.020497,0,0,0,0
0.021918,0,0,0,0
0.023447,0,0,0,0
0.024897,0,0,0,0
0.026391,0,0,0,0
0.027864,0,0,0,0
0.029340,0,0,0,0
0.030737,0,0,0,0
0.032105,0,0,0,0
0.033486,0,0,0,0
0.034852,0,0,0,0
0.036220,0,0,0,0
0.037612,0,0,0,0
0.038977,0,0,0,0
0.040354,0,0,0,0
0.041744,0,0,0,0
0.043084,0,0,0,0
0.044421,0,0,0,0
0.045766,0,0,0,0
0.047109,0,0,0,0
0.048472,0,0,0,0
0.049901,0,0,0,0
0.051305,0,0,0,0
0.052717,0,0,0,0
0.054129,0,0,0,0
0.056486,0,0,0,0
0.057844,0,0,0,0
0.059198,0,0,0,0
0.060412,0,0,0,0
0.061804,0,0,0,0
0.063159,0,0,0,0
0.064545,0,0,0,0
0.066037,0,0,0,0
0.067424,0,0,0,0
0.068897,0,0,0,0
0.070705,0,0,0,0
0.072093,0,0,0,0
0.073533,0,0,0,0
0.074922,0,0,0,0
0.076305,0,0,0,0
0.077691,0,0,0,0
0.079075,0,0,0,0
0.080499,0,0,0,0
0.081881,0,0,0,0
0.083265,0,0,0,0
0.084658,0,0,0,0
0.086036,0,0,0,0
0.087417,0,0,0,0
0.088843,0,0,0,0
0.090222,0,0,0,0
0.091599,0,0,0,0
0.092981,0,0,0,0
0.094360,0,0,0,0
0.095845,0,0,0,0
0.097285,0,0,0,0
0.098938,0,0,0,0
0.100322,0,0,0,0
0.101702,0,0,0,0
0.103082,0,0,0,0
0.104499,0,0,0,0
0.105891,0,0,0,0
0.107323,0,0,0,0
0.108710,0,0,0,0
0.110098,0,0,0,0
0.111484,0,0,0,0
