elapsed_s,TSE_MVC_STALL_VPC,TSE_VPC_STARVE_TSE,TSE_WORKING_CYCLE_L0
0.001104,0,0,0
0.002724,0,0,0
0.004189,0,0,0
0.005615,0,0,0
0.007059,0,0,0
0.008570,0,0,0
0.010031,0,0,0
0.011430,0,0,0
0.012831,0,0,0
0.014228,0,0,0
0.015625,0,0,0
0.017076,0,0,0
0.018650,0,0,0
0.020114,0,0,0
0.021631,0,0,0
0.023030,0,0,0
0.024444,0,0,0
0.025889,0,0,0
0.027285,0,0,0
0.028680,0,0,0
0.030072,0,0,0
0.031436,0,0,0
0.032809,0,0,0
0.034190,0,0,0
0.035526,0,0,0
0.036862,0,0,0
0.038196,0,0,0
0.039533,0,0,0
0.040891,0,0,0
0.042530,0,0,0
0.043939,0,0,0
0.045367,0,0,0
0.046781,0,0,0
0.048166,0,0,0
0.049641,0,0,0
0.052171,1428,1890,0
0.054284,0,0,0
0.055656,0,0,0
0.057223,0,0,0
0.058672,0,0,0
0.060133,0,0,0
0.061475,0,0,0
0.062885,0,0,0
0.064233,0,0,0
0.067114,2373,3606,0
0.069058,294,660,0
0.070442,0,0,0
0.071825,0,0,0
0.073246,0,0,0
0.074797,0,0,0
0.076164,0,0,0
0.077519,0,0,0
0.078858,0,0,0
0.080246,0,0,0
0.085432,0,0,0
0.086974,0,0,0
0.088352,0,0,0
0.089883,0,0,0
0.091232,0,0,0
0.092543,0,0,0
0.093850,0,0,0
0.095174,0,0,0
0.097732,0,0,0
0.099133,0,0,0
0.100464,0,0,0
0.101840,0,0,0
0.103188,0,0,0
0.104615,0,0,0
0.105996,0,0,0
0.107372,0,0,0
0.108747,0,0,0
0.110136,0,0,0
0.111511,0,0,0
0.112919,0,0,0
0.114296,0,0,0
0.115678,0,0,0
0.117058,0,0,0
0.118438,0,0,0
0.119940,0,0,0
0.121698,0,0,0
0.123804,0,0,0
0.125274,0,0,0
0.126711,0,0,0
0.128109,0,0,0
0.129559,0,0,0
0.131029,0,0,0
0.132537,0,0,0
0.134044,0,0,0
0.135567,0,0,0
0.137225,0,0,0
0.138738,0,0,0
0.140089,0,0,0
0.141441,0,0,0
0.142785,0,0,0
0.144140,0,0,0
0.145504,0,0,0
0.146885,0,0,0
0.148263,0,0,0
0.149775,0,0,0
0.151311,0,0,0
0.152887,0,0,0
0.155325,0,0,0
0.156758,0,0,0
0.158140,0,0,0
0.159522,0,0,0
0.160938,0,0,0
0.162320,0,0,0
0.163700,0,0,0
0.165090,0,0,0
0.166472,0,0,0
0.167851,0,0,0
0.169264,0,0,0
0.170645,0,0,0
0.172024,0,0,0
0.173402,0,0,0
0.174912,0,0,0
0.176510,0,0,0
0.178056,0,0,0
0.179600,0,0,0
0.181043,0,0,0
0.182709,0,0,0
0.184061,0,0,0
0.185439,0,0,0
0.186790,0,0,0
0.188121,0,0,0
0.189453,0,0,0
0.190861,0,0,0
0.192219,0,0,0
0.193603,0,0,0
0.194913,0,0,0
0.196220,0,0,0
0.197536,0,0,0
0.198843,0,0,0
0.200148,0,0,0
0.201438,0,0,0
0.202798,0,0,0
0.204155,0,0,0
0.205404,0,0,0
0.206762,0,0,0
0.208122,0,0,0
0.209492,0,0,0
0.210998,0,0,0
0.212401,0,0,0
0.213834,0,0,0
0.215326,0,0,0
0.216754,0,0,0
0.218128,0,0,0
0.219638,0,0,0
0.221156,0,0,0
0.222741,0,0,0
0.224136,0,0,0
0.225551,0,0,0
0.226935,0,0,0
0.228314,0,0,0
0.229748,1218,1815,0
0.232506,0,0,0
0.233889,0,0,0
0.235267,0,0,0
0.236646,0,0,0
0.238022,0,0,0
0.239397,0,0,0
0.240788,2673,4272,0
0.242169,0,0,0
0.243550,0,0,0
0.244931,0,0,0
0.246311,0,0,0
0.247691,0,0,0
0.249110,0,0,0
0.250550,0,0,0
0.252022,0,0,0
0.253424,0,0,0
0.254850,0,0,0
0.256231,0,0,0
0.257656,0,0,0
0.260194,0,0,0
0.261569,0,0,0
0.262988,0,0,0
0.264362,0,0,0
0.265882,0,0,0
0.267272,0,0,0
0.268650,0,0,0
0.270022,0,0,0
0.271393,0,0,0
0.272803,0,0,0
0.274189,0,0,0
0.275568,0,0,0
0.276948,0,0,0
0.278331,0,0,0
0.279705,0,0,0
0.281114,0,0,0
0.282488,0,0,0
0.283991,0,0,0
0.285605,0,0,0
0.287143,0,0,0
0.288719,0,0,0
0.290136,0,0,0
0.291652,0,0,0
0.293196,0,0,0
0.294803,0,0,0
0.296359,0,0,0
0.297953,0,0,0
0.299498,0,0,0
0.301043,0,0,0
0.302588,0,0,0
0.304132,0,0,0
0.305722,0,0,0
0.307281,0,0,0
0.308825,0,0,0
0.310370,0,0,0
0.311907,0,0,0
0.313443,0,0,0
0.314891,0,0,0
0.316406,0,0,0
0.317965,0,0,0
0.319510,0,0,0
0.321096,0,0,0
0.322643,0,0,0
0.324189,0,0,0
0.325736,0,0,0
0.327281,0,0,0
0.328882,0,0,0
0.330428,0,0,0
0.331975,0,0,0
0.333520,0,0,0
0.335067,0,0,0
0.336652,0,0,0
0.338200,0,0,0
0.339759,0,0,0
0.341305,0,0,0
0.342848,0,0,0
0.344383,0,0,0
0.345796,0,0,0
0.347312,0,0,0
0.348857,0,0,0
0.350413,0,0,0
0.352811,0,0,0
0.354231,0,0,0
0.355613,0,0,0
0.356988,0,0,0
0.358360,0,0,0
0.359733,0,0,0
0.361166,0,0,0
0.362516,0,0,0
0.363866,0,0,0
0.365214,0,0,0
0.366660,0,0,0
0.368009,0,0,0
0.369391,0,0,0
0.370740,0,0,0
0.372080,0,0,0
0.373414,0,0,0
0.374741,0,0,0
0.376075,0,0,0
0.377437,0,0,0
0.378738,0,0,0
0.380098,0,0,0
0.381456,0,0,0
0.382817,0,0,0
0.384174,0,0,0
0.385546,0,0,0
0.386904,0,0,0
0.388261,0,0,0
0.389510,0,0,0
0.390875,0,0,0
0.392288,0,0,0
0.394106,0,0,0
0.395488,0,0,0
0.396929,0,0,0
0.398320,0,0,0
0.399716,0,0,0
0.401149,0,0,0
0.404722,1221,1818,0
0.406490,0,0,0
0.407871,0,0,0
0.409296,0,0,0
0.410667,0,0,0
0.412050,0,0,0
0.413432,0,0,0
0.414820,2118,3253,0
0.416057,579,1041,0
0.417473,0,0,0
0.418915,0,0,0
0.420301,0,0,0
0.421695,0,0,0
0.423076,0,0,0
0.424498,0,0,0
0.425879,0,0,0
0.427269,0,0,0
0.428644,0,0,0
0.430022,0,0,0
0.431401,0,0,0
0.432817,0,0,0
0.434190,0,0,0
0.435561,0,0,0
0.436930,0,0,0
0.438310,0,0,0
0.439682,0,0,0
0.441070,0,0,0
0.442444,0,0,0
0.443819,0,0,0
0.445194,0,0,0
0.446668,0,0,0
0.448039,0,0,0
0.449423,0,0,0
0.450856,0,0,0
0.452231,0,0,0
0.453734,0,0,0
0.455168,0,0,0
0.456577,0,0,0
0.457951,0,0,0
0.459513,0,0,0
0.461060,0,0,0
0.462472,0,0,0
0.463978,0,0,0
0.465439,0,0,0
0.467077,0,0,0
0.468466,0,0,0
0.469846,0,0,0
0.471233,0,0,0
0.472644,0,0,0
0.474022,0,0,0
0.475531,0,0,0
0.477074,0,0,0
0.478618,0,0,0
0.480162,0,0,0
0.481766,0,0,0
0.483311,0,0,0
0.484853,0,0,0
0.486398,0,0,0
0.487942,0,0,0
0.489557,0,0,0
0.491167,0,0,0
0.492596,0,0,0
0.494113,0,0,0
0.495658,0,0,0
0.497242,0,0,0
0.498791,0,0,0
0.500334,0,0,0
0.501880,0,0,0
0.503439,0,0,0
0.505024,0,0,0
0.506440,0,0,0
0.507840,0,0,0
0.509232,0,0,0
0.510614,0,0,0
0.512001,0,0,0
0.513432,0,0,0
0.514813,0,0,0
0.516320,0,0,0
0.517866,0,0,0
0.519411,0,0,0
0.520996,0,0,0
0.522540,0,0,0
0.523972,0,0,0
0.525555,0,0,0
0.527162,0,0,0
0.528746,0,0,0
0.530678,0,0,0
0.532074,0,0,0
0.533451,0,0,0
0.534823,0,0,0
0.536196,0,0,0
0.537643,0,0,0
0.539017,0,0,0
0.540389,0,0,0
0.541761,0,0,0
0.543133,0,0,0
0.544553,0,0,0
0.545910,0,0,0
0.547261,0,0,0
0.548610,0,0,0
0.549958,0,0,0
0.551307,0,0,0
0.552692,0,0,0
0.554102,0,0,0
0.555509,0,0,0
0.556921,0,0,0
0.558328,0,0,0
0.559734,0,0,0
0.561154,0,0,0
0.562597,0,0,0
0.563979,0,0,0
0.565362,0,0,0
0.566767,0,0,0
0.568160,0,0,0
0.569583,0,0,0
0.570989,0,0,0
0.572373,0,0,0
0.573785,0,0,0
0.575178,0,0,0
0.577131,0,0,0
0.579673,0,0,0
0.581053,1221,1818,0
0.582918,0,0,0
0.584297,0,0,0
0.585850,0,0,0
0.587245,0,0,0
0.588606,0,0,0
0.589946,0,0,0
0.591279,1524,2572,0
0.592488,1296,1839,0
0.593863,0,0,0
0.595244,0,0,0
0.596623,0,0,0
0.598003,0,0,0
0.599396,0,0,0
0.600815,0,0,0
0.602194,0,0,0
0.603573,0,0,0
0.604951,0,0,0
0.606326,0,0,0
0.607702,0,0,0
0.609117,0,0,0
0.610498,0,0,0
0.611869,0,0,0
0.613242,0,0,0
0.614748,0,0,0
0.616123,0,0,0
0.617574,0,0,0
0.618961,0,0,0
0.620334,0,0,0
0.621717,0,0,0
0.623095,0,0,0
0.624508,0,0,0
0.625893,0,0,0
0.627266,0,0,0
0.628640,0,0,0
0.630015,0,0,0
0.631389,0,0,0
0.632805,0,0,0
0.634181,0,0,0
0.635562,0,0,0
0.637111,0,0,0
0.638497,0,0,0
0.639883,0,0,0
0.641297,0,0,0
0.642680,0,0,0
0.644198,0,0,0
0.645745,0,0,0
0.647290,0,0,0
0.648874,0,0,0
0.650419,0,0,0
0.651963,0,0,0
0.653508,0,0,0
0.654941,0,0,0
0.656496,0,0,0
0.657934,0,0,0
0.659475,0,0,0
0.661017,0,0,0
0.662560,0,0,0
0.664105,0,0,0
0.665704,0,0,0
0.667138,0,0,0
0.668555,0,0,0
0.669943,0,0,0
0.671531,0,0,0
0.672989,0,0,0
0.674371,0,0,0
0.675764,0,0,0
0.677328,0,0,0
0.678899,0,0,0
0.680484,0,0,0
0.681904,0,0,0
0.683419,0,0,0
0.684962,0,0,0
0.686518,0,0,0
0.688061,0,0,0
0.689608,0,0,0
0.691152,0,0,0
0.692573,0,0,0
0.693966,0,0,0
0.695350,0,0,0
0.696785,0,0,0
0.698169,0,0,0
0.699548,0,0,0
0.700927,0,0,0
0.702436,0,0,0
0.703982,0,0,0
0.705528,0,0,0
0.706965,0,0,0
0.708356,0,0,0
0.709819,0,0,0
0.711272,0,0,0
0.712687,0,0,0
0.714061,0,0,0
0.715435,0,0,0
0.716807,0,0,0
0.718189,0,0,0
0.719562,0,0,0
0.720983,0,0,0
0.722333,0,0,0
0.723681,0,0,0
0.725030,0,0,0
0.726378,0,0,0
0.727727,0,0,0
0.729114,0,0,0
0.730449,0,0,0
0.731783,0,0,0
0.733116,0,0,0
0.734450,0,0,0
0.735784,0,0,0
0.737146,0,0,0
0.738580,0,0,0
0.739989,0,0,0
0.741393,0,0,0
0.742668,0,0,0
0.744028,0,0,0
0.745401,0,0,0
0.746759,0,0,0
0.748116,0,0,0
0.749473,0,0,0
0.750833,0,0,0
0.752245,0,0,0
0.753583,0,0,0
0.756009,0,0,0
0.757389,0,0,0
0.759308,0,0,0
0.760697,0,0,0
0.762095,0,0,0
0.763530,0,0,0
0.765040,180,684,0
0.766266,0,0,0
0.767618,0,0,0
0.769014,0,0,0
0.770394,0,0,0
0.771771,0,0,0
0.773158,0,0,0
0.774538,0,0,0
0.775936,2787,4381,0
0.777348,0,0,0
0.778735,0,0,0
0.780116,0,0,0
0.781551,0,0,0
0.783002,0,0,0
0.784390,0,0,0
0.785769,0,0,0
0.787146,0,0,0
0.788520,0,0,0
0.790519,0,0,0
0.791898,0,0,0
0.793318,0,0,0
0.794706,0,0,0
0.796112,0,0,0
0.797670,0,0,0
0.799143,0,0,0
0.800562,0,0,0
0.801938,0,0,0
0.803311,0,0,0
0.804681,0,0,0
0.806062,0,0,0
0.807433,0,0,0
0.808839,0,0,0
0.810216,0,0,0
0.811594,0,0,0
0.812968,0,0,0
0.814341,0,0,0
0.815715,0,0,0
0.817131,0,0,0
0.818508,0,0,0
0.819998,0,0,0
0.821545,0,0,0
0.823081,0,0,0
0.824658,0,0,0
0.826234,0,0,0
0.827639,0,0,0
0.829023,0,0,0
0.830408,0,0,0
0.831790,0,0,0
0.833211,0,0,0
0.834652,0,0,0
0.836162,0,0,0
0.837708,0,0,0
0.839265,0,0,0
0.840852,0,0,0
0.842398,0,0,0
0.843944,0,0,0
0.845553,0,0,0
0.847053,0,0,0
0.848637,0,0,0
0.850196,0,0,0
0.851742,0,0,0
0.853286,0,0,0
0.854836,0,0,0
0.856380,0,0,0
0.857926,0,0,0
0.859471,0,0,0
0.861027,0,0,0
0.862573,0,0,0
0.864109,0,0,0
0.865784,0,0,0
0.867307,0,0,0
0.868873,0,0,0
0.870293,0,0,0
0.871695,0,0,0
0.873252,0,0,0
0.874975,0,0,0
0.876405,0,0,0
0.877877,0,0,0
0.879261,0,0,0
0.880685,0,0,0
0.882081,0,0,0
0.883859,0,0,0
0.885775,0,0,0
0.887894,0,0,0
0.889251,0,0,0
0.890660,0,0,0
0.892035,0,0,0
0.893428,0,0,0
0.894874,0,0,0
0.896227,0,0,0
0.897628,0,0,0
0.899028,0,0,0
0.900401,0,0,0
0.901776,0,0,0
0.903277,0,0,0
0.904866,0,0,0
0.906275,0,0,0
0.907781,0,0,0
0.909314,0,0,0
0.910768,0,0,0
0.912154,0,0,0
0.913711,0,0,0
0.915267,0,0,0
0.916811,0,0,0
0.918355,0,0,0
0.919901,0,0,0
0.921445,0,0,0
0.923033,0,0,0
0.924576,0,0,0
0.926134,0,0,0
0.927679,0,0,0
0.929265,0,0,0
0.930810,0,0,0
0.932343,0,0,0
0.933755,0,0,0
0.935270,0,0,0
0.936867,0,0,0
0.938413,0,0,0
0.939957,0,0,0
0.941575,0,0,0
0.943183,0,0,0
0.944769,0,0,0
0.946315,0,0,0
0.947874,0,0,0
0.949416,0,0,0
0.950965,0,0,0
0.952550,0,0,0
0.954095,0,0,0
0.955695,0,0,0
0.957125,0,0,0
0.958523,0,0,0
0.959909,0,0,0
0.961332,0,0,0
0.962740,0,0,0
0.964118,0,0,0
0.965638,0,0,0
0.967173,0,0,0
0.968759,0,0,0
0.970171,0,0,0
0.971683,0,0,0
0.973224,0,0,0
0.974893,0,0,0
0.976479,0,0,0
0.978025,0,0,0
0.979582,0,0,0
0.981125,0,0,0
0.982669,0,0,0
0.984213,0,0,0
0.985802,0,0,0
0.987348,0,0,0
0.988891,0,0,0
0.990448,0,0,0
0.991993,0,0,0
0.993540,0,0,0
0.995085,0,0,0
0.996628,0,0,0
0.998172,0,0,0
0.999718,0,0,0
1.001274,0,0,0
1.002823,0,0,0
1.004366,0,0,0
1.005912,0,0,0
1.007457,0,0,0
1.009042,0,0,0
1.010587,0,0,0
1.012145,0,0,0
1.013691,0,0,0
1.015228,0,0,0
1.016804,0,0,0
1.018388,0,0,0
1.019906,0,0,0
1.021448,0,0,0
1.022952,0,0,0
1.024511,0,0,0
1.026056,0,0,0
1.027600,0,0,0
1.029140,0,0,0
1.030554,0,0,0
1.032067,0,0,0
1.033624,0,0,0
1.035168,0,0,0
1.036709,0,0,0
1.038255,0,0,0
1.039798,0,0,0
1.041341,0,0,0
1.042888,0,0,0
1.044442,0,0,0
1.045987,0,0,0
1.047530,0,0,0
