elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001317,0,0,0,0
0.003085,0,0,0,0
0.004619,0,0,0,0
0.006195,0,0,0,0
0.007664,0,0,0,0
0.009109,0,0,0,0
0.010586,0,0,0,0
0.012113,0,0,0,0
0.013578,0,0,0,0
0.014988,0,0,0,0
0.016401,0,0,0,0
0.017891,0,0,0,0
0.019311,0,0,0,0
0.020737,0,0,0,0
0.022155,0,0,0,0
0.023599,0,0,0,0
0.025014,0,0,0,0
0.026428,0,0,0,0
0.027900,0,0,0,0
0.029299,0,0,0,0
0.030877,0,0,0,0
0.032401,0,0,0,0
0.033942,0,0,0,0
0.035341,0,0,0,0
0.036761,0,0,0,0
0.038298,0,0,0,0
0.039826,0,0,0,0
0.041237,0,0,0,0
0.042768,0,0,0,0
0.044349,0,0,0,0
0.045967,0,0,0,0
0.047471,0,0,0,0
0.048941,0,0,0,0
0.050345,0,0,0,0
0.051755,0,0,0,0
0.053208,0,0,0,0
0.054611,0,0,0,0
0.056016,0,0,0,0
0.057419,0,0,0,0
0.058824,0,0,0,0
0.060261,0,0,0,0
0.061716,0,0,0,0
0.063158,0,0,0,0
0.064538,0,0,0,0
0.065917,0,0,0,0
0.067261,0,0,0,0
0.068622,0,0,0,0
0.069967,0,0,0,0
0.071308,0,0,0,0
0.072652,0,0,0,0
0.074003,0,0,0,0
0.075352,0,0,0,0
0.077035,0,0,0,0
0.079891,0,0,0,0
0.081285,0,0,0,0
0.082674,0,0,0,0
0.084070,0,0,0,0
0.085457,0,0,0,0
0.086845,0,0,0,0
0.088116,0,0,0,0
0.089503,0,0,0,0
0.090890,0,0,0,0
0.092335,0,0,0,0
0.093754,0,0,0,0
0.095152,0,0,0,0
0.096535,0,0,0,0
0.098010,0,0,0,0
0.099417,0,0,0,0
0.101703,0,0,0,0
0.103084,0,0,0,0
0.104462,0,0,0,0
0.105831,0,0,0,0
0.107214,0,0,0,0
0.108600,0,0,0,0
0.110007,0,0,0,0
0.111384,0,0,0,0
0.112929,0,0,0,0
0.114315,0,0,0,0
0.115702,0,0,0,0
0.117096,0,0,0,0
0.118476,0,0,0,0
0.119855,0,0,0,0
0.121234,0,0,0,0
0.122614,0,0,0,0
0.124036,0,0,0,0
0.125419,0,0,0,0
0.126932,0,0,0,0
0.128493,0,0,0,0
0.130048,0,0,0,0
0.131595,0,0,0,0
0.133147,0,0,0,0
0.134695,0,0,0,0
0.136244,0,0,0,0
0.137856,0,0,0,0
0.139416,0,0,0,0
0.141011,0,0,0,0
0.142560,0,0,0,0
0.144108,0,0,0,0
0.145657,0,0,0,0
0.147208,0,0,0,0
