elapsed_s,TSE_BE_CINVOCATION,TSE_BE_CPRIMITIVES,TSE_BE_2D_INPUT_PRIM,TSE_BE_2D_ALIVE_CYCLES
0.001105,0,0,0,0
0.002744,0,0,0,0
0.004292,0,0,0,0
0.005775,0,0,0,0
0.007259,0,0,0,0
0.008741,0,0,0,0
0.010234,0,0,0,0
0.011777,0,0,0,0
0.013341,0,0,0,0
0.014823,0,0,0,0
0.016353,0,0,0,0
0.017836,0,0,0,0
0.019315,0,0,0,0
0.020809,0,0,0,0
0.022290,0,0,0,0
0.023771,0,0,0,0
0.025367,0,0,0,0
0.026851,0,0,0,0
0.028528,0,0,0,0
0.029984,0,0,0,0
0.031450,0,0,0,0
0.032909,0,0,0,0
0.034366,0,0,0,0
0.035824,0,0,0,0
0.037409,0,0,0,0
0.038866,0,0,0,0
0.040381,0,0,0,0
0.041848,0,0,0,0
0.043495,0,0,0,0
0.045024,0,0,0,0
0.046557,0,0,0,0
0.048081,0,0,0,0
0.049600,0,0,0,0
0.051124,0,0,0,0
0.052658,0,0,0,0
0.054075,0,0,0,0
0.055490,0,0,0,0
0.056906,0,0,0,0
0.058321,0,0,0,0
0.059752,0,0,0,0
0.061213,0,0,0,0
0.062604,0,0,0,0
0.063981,0,0,0,0
0.065338,0,0,0,0
0.066683,0,0,0,0
0.068031,0,0,0,0
0.069438,0,0,0,0
0.070786,0,0,0,0
0.072175,0,0,0,0
0.073525,0,0,0,0
0.074888,0,0,0,0
0.076319,0,0,0,0
0.077666,0,0,0,0
0.079057,0,0,0,0
0.080445,0,0,0,0
0.081833,0,0,0,0
0.083225,0,0,0,0
0.084750,0,0,0,0
0.086222,0,0,0,0
0.087629,0,0,0,0
0.088976,0,0,0,0
0.090374,0,0,0,0
0.091804,0,0,0,0
0.093189,0,0,0,0
0.094574,0,0,0,0
0.095958,0,0,0,0
0.097378,0,0,0,0
0.098760,0,0,0,0
0.100219,0,0,0,0
0.107042,0,0,0,0
0.108576,0,0,0,0
0.109965,0,0,0,0
0.111310,0,0,0,0
0.112651,0,0,0,0
0.113991,0,0,0,0
0.115329,0,0,0,0
0.116671,0,0,0,0
0.118010,0,0,0,0
0.119365,0,0,0,0
0.120707,0,0,0,0
0.122046,0,0,0,0
0.123405,0,0,0,0
0.124797,0,0,0,0
0.126189,0,0,0,0
0.127575,0,0,0,0
0.129092,0,0,0,0
0.130530,0,0,0,0
0.131922,0,0,0,0
0.133314,0,0,0,0
0.134701,0,0,0,0
0.136088,0,0,0,0
0.137473,0,0,0,0
0.138852,0,0,0,0
0.140297,0,0,0,0
0.141694,0,0,0,0
0.143208,0,0,0,0
0.144760,0,0,0,0
0.146310,0,0,0,0
0.147858,0,0,0,0
0.149411,0,0,0,0
0.150959,0,0,0,0
0.152523,0,0,0,0
0.154073,0,0,0,0
0.155663,0,0,0,0
0.157214,0,0,0,0
0.158764,0,0,0,0
0.160316,0,0,0,0
0.161866,0,0,0,0
0.163427,0,0,0,0
0.164979,0,0,0,0
0.166529,0,0,0,0
0.168077,0,0,0,0
0.169628,0,0,0,0
0.171218,0,0,0,0
0.172771,0,0,0,0
0.174334,0,0,0,0
0.175883,0,0,0,0
0.177436,0,0,0,0
0.178985,0,0,0,0
0.180537,0,0,0,0
0.182087,0,0,0,0
0.183635,0,0,0,0
0.185195,0,0,0,0
0.186747,0,0,0,0
0.188297,0,0,0,0
0.189747,0,0,0,0
0.191272,0,0,0,0
0.193230,0,0,0,0
0.194784,0,0,0,0
0.196349,0,0,0,0
0.197900,0,0,0,0
0.199448,0,0,0,0
0.200871,0,0,0,0
0.202263,0,0,0,0
0.203693,0,0,0,0
0.205077,0,0,0,0
0.207369,0,0,0,0
0.209047,0,0,0,0
0.210452,0,0,0,0
0.211840,0,0,0,0
0.213322,0,0,0,0
0.214700,0,0,0,0
0.216080,0,0,0,0
0.217537,0,0,0,0
0.218913,0,0,0,0
0.220275,0,0,0,0
0.221628,0,0,0,0
0.222983,0,0,0,0
0.224336,0,0,0,0
0.225690,0,0,0,0
0.227044,0,0,0,0
0.228415,0,0,0,0
0.229768,0,0,0,0
0.231120,0,0,0,0
0.232474,0,0,0,0
0.233827,0,0,0,0
0.235216,0,0,0,0
0.236631,0,0,0,0
0.238042,0,0,0,0
0.239459,0,0,0,0
0.240870,0,0,0,0
0.242283,0,0,0,0
0.243692,0,0,0,0
0.245103,0,0,0,0
0.246512,0,0,0,0
0.247923,0,0,0,0
0.249339,0,0,0,0
0.250753,0,0,0,0
0.252164,0,0,0,0
0.254166,0,0,0,0
0.255634,0,0,0,0
0.257025,0,0,0,0
0.258764,0,0,0,0
0.260278,0,0,0,0
0.265406,0,0,0,0
0.266798,0,0,0,0
0.268239,0,0,0,0
0.269672,0,0,0,0
0.271037,0,0,0,0
0.272381,0,0,0,0
0.273717,0,0,0,0
0.275054,0,0,0,0
0.276457,0,0,0,0
0.277750,0,0,0,0
0.279161,0,0,0,0
0.280572,0,0,0,0
0.281981,0,0,0,0
0.283298,0,0,0,0
0.284599,0,0,0,0
0.286009,0,0,0,0
0.287422,0,0,0,0
0.288832,0,0,0,0
0.290243,0,0,0,0
0.291654,0,0,0,0
0.293065,0,0,0,0
0.294475,0,0,0,0
0.295887,0,0,0,0
0.297312,0,0,0,0
0.298729,0,0,0,0
0.300095,0,0,0,0
0.301452,0,0,0,0
0.302774,0,0,0,0
0.304095,0,0,0,0
0.307433,0,0,0,0
0.308759,0,0,0,0
0.310080,0,0,0,0
0.311401,0,0,0,0
0.312721,0,0,0,0
0.314041,0,0,0,0
0.315507,0,0,0,0
0.316893,0,0,0,0
0.318279,0,0,0,0
0.319684,0,0,0,0
0.321073,0,0,0,0
0.322458,0,0,0,0
0.323842,0,0,0,0
0.325277,0,0,0,0
0.326661,0,0,0,0
0.328046,0,0,0,0
0.329433,0,0,0,0
0.330828,0,0,0,0
0.332251,0,0,0,0
0.333637,0,0,0,0
0.335022,0,0,0,0
0.336409,0,0,0,0
0.337794,0,0,0,0
0.339179,0,0,0,0
0.340566,0,0,0,0
0.341962,0,0,0,0
0.343347,0,0,0,0
0.344733,0,0,0,0
0.346113,0,0,0,0
0.347526,0,0,0,0
0.348908,0,0,0,0
0.350292,0,0,0,0
0.351676,0,0,0,0
0.353073,0,0,0,0
0.354457,0,0,0,0
0.355841,0,0,0,0
0.357271,0,0,0,0
0.358782,0,0,0,0
0.360378,0,0,0,0
0.361929,0,0,0,0
0.363549,0,0,0,0
0.364946,0,0,0,0
0.366384,0,0,0,0
0.367772,0,0,0,0
0.369159,0,0,0,0
0.370545,0,0,0,0
0.371930,0,0,0,0
0.373454,0,0,0,0
0.376497,0,0,0,0
0.377954,0,0,0,0
0.379378,0,0,0,0
0.380759,0,0,0,0
0.382142,0,0,0,0
0.383521,0,0,0,0
0.384912,0,0,0,0
0.386293,0,0,0,0
0.387672,0,0,0,0
0.389062,0,0,0,0
0.390548,0,0,0,0
0.391938,0,0,0,0
0.393329,0,0,0,0
0.394706,0,0,0,0
0.396324,0,0,0,0
0.397800,0,0,0,0
0.399178,0,0,0,0
0.400557,0,0,0,0
0.401936,0,0,0,0
0.403311,0,0,0,0
0.404688,0,0,0,0
0.406065,0,0,0,0
0.407448,0,0,0,0
0.408825,0,0,0,0
0.410201,0,0,0,0
0.411628,0,0,0,0
0.412983,0,0,0,0
0.414337,0,0,0,0
0.415690,0,0,0,0
0.417044,0,0,0,0
0.418406,0,0,0,0
0.419758,0,0,0,0
0.421110,0,0,0,0
0.422463,0,0,0,0
0.423815,0,0,0,0
0.425168,0,0,0,0
0.426521,0,0,0,0
0.427910,0,0,0,0
0.429278,0,0,0,0
0.430617,0,0,0,0
0.431956,0,0,0,0
0.433596,0,0,0,0
0.434937,0,0,0,0
0.436276,0,0,0,0
0.437614,0,0,0,0
0.438952,0,0,0,0
0.440297,0,0,0,0
0.441634,0,0,0,0
0.442973,0,0,0,0
0.444327,0,0,0,0
0.445739,0,0,0,0
0.447150,0,0,0,0
0.448562,0,0,0,0
0.449971,0,0,0,0
0.451390,0,0,0,0
0.452707,0,0,0,0
0.454123,0,0,0,0
0.455487,0,0,0,0
0.456740,0,0,0,0
0.458102,0,0,0,0
0.459370,0,0,0,0
0.463184,0,0,0,0
0.464617,0,0,0,0
0.466024,0,0,0,0
0.467977,0,0,0,0
0.469392,0,0,0,0
0.470775,0,0,0,0
0.472196,0,0,0,0
0.473580,0,0,0,0
0.474973,0,0,0,0
0.476568,0,0,0,0
0.477983,0,0,0,0
0.479337,0,0,0,0
0.480687,0,0,0,0
0.482036,0,0,0,0
0.483382,0,0,0,0
0.484728,0,0,0,0
0.486141,0,0,0,0
0.487486,0,0,0,0
0.488823,0,0,0,0
0.490162,0,0,0,0
0.491519,0,0,0,0
0.492925,0,0,0,0
0.494308,0,0,0,0
0.495688,0,0,0,0
0.497077,0,0,0,0
0.498457,0,0,0,0
0.499836,0,0,0,0
0.501327,0,0,0,0
0.502710,0,0,0,0
0.504092,0,0,0,0
0.505457,0,0,0,0
0.506843,0,0,0,0
0.508421,0,0,0,0
0.509900,0,0,0,0
0.511280,0,0,0,0
0.512658,0,0,0,0
0.514037,0,0,0,0
0.515417,0,0,0,0
0.516795,0,0,0,0
0.518175,0,0,0,0
0.519563,0,0,0,0
0.520944,0,0,0,0
0.522444,0,0,0,0
0.523992,0,0,0,0
0.525545,0,0,0,0
0.527092,0,0,0,0
0.528642,0,0,0,0
0.530203,0,0,0,0
0.531749,0,0,0,0
0.533297,0,0,0,0
0.534846,0,0,0,0
0.536397,0,0,0,0
0.537947,0,0,0,0
0.539536,0,0,0,0
0.541098,0,0,0,0
0.542646,0,0,0,0
0.544195,0,0,0,0
0.545745,0,0,0,0
0.547292,0,0,0,0
0.548843,0,0,0,0
0.550391,0,0,0,0
0.551826,0,0,0,0
0.553292,0,0,0,0
0.554808,0,0,0,0
0.556402,0,0,0,0
0.557952,0,0,0,0
0.559499,0,0,0,0
0.561048,0,0,0,0
0.562610,0,0,0,0
0.564414,0,0,0,0
0.565966,0,0,0,0
0.567512,0,0,0,0
0.568956,0,0,0,0
0.570501,0,0,0,0
0.572049,0,0,0,0
0.573615,0,0,0,0
0.575161,0,0,0,0
0.576723,0,0,0,0
0.578168,0,0,0,0
0.579696,0,0,0,0
0.581248,0,0,0,0
0.582788,0,0,0,0
0.584407,0,0,0,0
0.585948,0,0,0,0
0.587557,0,0,0,0
0.589480,0,0,0,0
0.590907,0,0,0,0
0.592397,0,0,0,0
0.593859,0,0,0,0
0.595247,0,0,0,0
0.596625,0,0,0,0
0.598003,0,0,0,0
0.599380,0,0,0,0
0.600759,0,0,0,0
0.602136,0,0,0,0
0.603569,0,0,0,0
0.604923,0,0,0,0
0.606284,0,0,0,0
0.607637,0,0,0,0
0.608991,0,0,0,0
0.610344,0,0,0,0
0.611697,0,0,0,0
0.613050,0,0,0,0
0.614403,0,0,0,0
0.615756,0,0,0,0
0.617116,0,0,0,0
0.618469,0,0,0,0
0.619858,0,0,0,0
0.621250,0,0,0,0
0.622589,0,0,0,0
0.623928,0,0,0,0
0.625292,0,0,0,0
0.626632,0,0,0,0
0.627978,0,0,0,0
0.629382,0,0,0,0
0.630724,0,0,0,0
0.632064,0,0,0,0
0.633422,0,0,0,0
0.634759,0,0,0,0
0.636169,0,0,0,0
0.637481,0,0,0,0
0.638849,0,0,0,0
0.640211,0,0,0,0
0.641573,0,0,0,0
0.642935,0,0,0,0
0.644296,0,0,0,0
0.645657,0,0,0,0
0.647072,0,0,0,0
0.648493,0,0,0,0
0.649860,0,0,0,0
0.651239,0,0,0,0
0.652650,0,0,0,0
0.654011,0,0,0,0
0.655372,0,0,0,0
0.656781,0,0,0,0
0.658084,0,0,0,0
0.659502,0,0,0,0
0.660867,0,0,0,0
0.662229,0,0,0,0
0.663589,0,0,0,0
0.664999,0,0,0,0
0.666362,0,0,0,0
0.667737,0,0,0,0
0.669135,0,0,0,0
0.671019,0,0,0,0
0.672751,0,0,0,0
0.674406,0,0,0,0
0.676338,0,0,0,0
0.677732,0,0,0,0
0.679119,0,0,0,0
0.681618,0,0,0,0
0.683021,0,0,0,0
0.684448,0,0,0,0
0.685969,0,0,0,0
0.687328,0,0,0,0
0.688669,0,0,0,0
0.690004,0,0,0,0
0.691342,0,0,0,0
0.692678,0,0,0,0
0.694030,0,0,0,0
0.695364,0,0,0,0
0.696697,0,0,0,0
0.698033,0,0,0,0
0.699390,0,0,0,0
0.700785,0,0,0,0
0.702166,0,0,0,0
0.703545,0,0,0,0
0.704933,0,0,0,0
0.706314,0,0,0,0
0.707692,0,0,0,0
0.709112,0,0,0,0
0.711161,0,0,0,0
0.712716,0,0,0,0
0.714267,0,0,0,0
0.715746,0,0,0,0
0.717270,0,0,0,0
0.718811,0,0,0,0
0.720314,0,0,0,0
0.721898,0,0,0,0
0.723447,0,0,0,0
0.724999,0,0,0,0
0.726437,0,0,0,0
0.727959,0,0,0,0
0.729511,0,0,0,0
0.731059,0,0,0,0
0.732614,0,0,0,0
0.734166,0,0,0,0
0.735715,0,0,0,0
0.737278,0,0,0,0
0.738829,0,0,0,0
0.740382,0,0,0,0
0.741933,0,0,0,0
0.743482,0,0,0,0
