elapsed_s,TSE_FE_EMPTY_BBOX_KILLED_PRIM,TSE_FE_ST1_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_VPORT_VP_PARAMS_CACHE_MISS,TSE_FE_ST2_SCISSOR_VP_PARAMS_CACHE_MISS
0.001106,0,0,0,0
0.002660,0,0,0,0
0.004162,0,0,0,0
0.005644,0,0,0,0
0.007127,0,0,0,0
0.008608,0,0,0,0
0.010100,0,0,0,0
0.011583,0,0,0,0
0.013065,0,0,0,0
0.014604,0,0,0,0
0.016159,0,0,0,0
0.017643,0,0,0,0
0.019125,0,0,0,0
0.020636,0,0,0,0
0.022295,0,0,0,0
0.023815,0,0,0,0
0.025265,0,0,0,0
0.026710,0,0,0,0
0.028197,0,0,0,0
0.029638,0,0,0,0
0.031179,0,0,0,0
0.032641,0,0,0,0
0.034099,0,0,0,0
0.035558,0,0,0,0
0.037015,0,0,0,0
0.038471,0,0,0,0
0.040052,0,0,0,0
0.041517,0,0,0,0
0.043007,0,0,0,0
0.044465,0,0,0,0
0.045987,0,0,0,0
0.047515,0,0,0,0
0.049041,0,0,0,0
0.050567,0,0,0,0
0.052126,0,0,0,0
0.053655,0,0,0,0
0.055180,0,0,0,0
0.056704,0,0,0,0
0.058229,0,0,0,0
0.059746,0,0,0,0
0.061159,0,0,0,0
0.062589,0,0,0,0
0.064023,0,0,0,0
0.065383,0,0,0,0
0.066891,0,0,0,0
0.068216,0,0,0,0
0.069567,0,0,0,0
0.070889,0,0,0,0
0.072209,0,0,0,0
0.073541,0,0,0,0
0.074861,0,0,0,0
0.076340,0,0,0,0
0.077704,0,0,0,0
0.080016,0,0,0,0
0.081526,0,0,0,0
0.082952,0,0,0,0
0.084426,0,0,0,0
0.085906,0,0,0,0
0.087679,0,0,0,0
0.089582,0,0,0,0
0.091070,0,0,0,0
0.092565,0,0,0,0
0.093881,0,0,0,0
0.096712,0,0,0,0
0.098100,0,0,0,0
0.099485,0,0,0,0
0.100871,0,0,0,0
0.102257,0,0,0,0
0.103633,0,0,0,0
0.105013,0,0,0,0
0.106401,0,0,0,0
0.108623,0,0,0,0
0.110050,0,0,0,0
0.114914,0,0,0,0
0.116298,0,0,0,0
0.117690,0,0,0,0
0.119209,0,0,0,0
0.120850,0,0,0,0
0.122234,0,0,0,0
0.123618,0,0,0,0
0.124998,0,0,0,0
0.126488,0,0,0,0
0.127896,0,0,0,0
0.129279,0,0,0,0
0.130659,0,0,0,0
0.132016,0,0,0,0
0.133395,0,0,0,0
0.134773,0,0,0,0
0.136271,0,0,0,0
0.137627,0,0,0,0
0.138984,0,0,0,0
0.140324,0,0,0,0
0.141662,0,0,0,0
0.143077,0,0,0,0
0.144467,0,0,0,0
0.145979,0,0,0,0
0.147543,0,0,0,0
0.148990,0,0,0,0
0.150394,0,0,0,0
0.151913,0,0,0,0
0.153463,0,0,0,0
0.155015,0,0,0,0
0.156564,0,0,0,0
0.158156,0,0,0,0
0.159706,0,0,0,0
0.161269,0,0,0,0
0.162818,0,0,0,0
0.164395,0,0,0,0
0.165944,0,0,0,0
0.167495,0,0,0,0
0.169046,0,0,0,0
0.170594,0,0,0,0
0.172208,0,0,0,0
0.173981,0,0,0,0
0.175385,0,0,0,0
0.176776,0,0,0,0
0.178163,0,0,0,0
0.179552,0,0,0,0
0.180939,0,0,0,0
0.182466,0,0,0,0
0.184017,0,0,0,0
0.185566,0,0,0,0
0.187119,0,0,0,0
0.188669,0,0,0,0
0.190328,0,0,0,0
0.191878,0,0,0,0
0.193441,0,0,0,0
0.194993,0,0,0,0
0.196544,0,0,0,0
0.198094,0,0,0,0
0.199646,0,0,0,0
0.201187,0,0,0,0
0.202726,0,0,0,0
0.204279,0,0,0,0
0.205698,0,0,0,0
0.207290,0,0,0,0
0.208655,0,0,0,0
0.209997,0,0,0,0
0.211381,0,0,0,0
0.212712,0,0,0,0
0.214042,0,0,0,0
0.215443,0,0,0,0
0.216775,0,0,0,0
0.218106,0,0,0,0
0.219485,0,0,0,0
0.220823,0,0,0,0
0.222213,0,0,0,0
0.223574,0,0,0,0
0.224884,0,0,0,0
0.226197,0,0,0,0
0.227552,0,0,0,0
0.228857,0,0,0,0
0.230162,0,0,0,0
0.231515,0,0,0,0
0.232821,0,0,0,0
0.234124,0,0,0,0
0.235477,0,0,0,0
0.236791,0,0,0,0
0.238131,0,0,0,0
0.239473,0,0,0,0
0.240766,0,0,0,0
0.242056,0,0,0,0
0.243396,0,0,0,0
0.244687,0,0,0,0
0.245977,0,0,0,0
0.247325,0,0,0,0
0.248617,0,0,0,0
0.249908,0,0,0,0
0.251263,0,0,0,0
0.252585,0,0,0,0
0.253924,0,0,0,0
0.255287,0,0,0,0
0.256647,0,0,0,0
0.258010,0,0,0,0
0.259420,0,0,0,0
0.260781,0,0,0,0
0.262142,0,0,0,0
0.263503,0,0,0,0
0.264867,0,0,0,0
0.266191,0,0,0,0
0.267612,0,0,0,0
0.268979,0,0,0,0
0.270247,0,0,0,0
0.271649,0,0,0,0
0.273089,0,0,0,0
0.274500,0,0,0,0
0.276023,0,0,0,0
0.277584,0,0,0,0
0.279088,0,0,0,0
0.280477,0,0,0,0
0.281862,0,0,0,0
0.283295,0,0,0,0
0.284879,0,0,0,0
0.286310,0,0,0,0
0.287698,0,0,0,0
0.288959,0,0,0,0
0.290345,0,0,0,0
0.291973,0,0,0,0
0.293452,0,0,0,0
0.294915,0,0,0,0
0.296297,0,0,0,0
0.297682,0,0,0,0
0.299492,0,0,0,0
0.301382,0,0,0,0
0.302804,0,0,0,0
0.306982,0,0,0,0
