elapsed_s,TSE_VP0_TRANSFORM_WORKING_CYCLE_L2,TSE_VP1_TRANSFORM_WORKING_CYCLE_L2,TSE_VP2_TRANSFORM_WORKING_CYCLE_L2,TSE_VERTEX_GEN_WORKING_CYCLE_L1
0.001103,0,0,0,0
0.002871,0,0,0,0
0.004375,0,0,0,0
0.005881,0,0,0,0
0.007506,0,0,0,0
0.009585,0,0,0,0
0.011076,0,0,0,0
0.012517,0,0,0,0
0.013961,0,0,0,0
0.015443,0,0,0,0
0.016877,0,0,0,0
0.018373,0,0,0,0
0.019828,0,0,0,0
0.021360,0,0,0,0
0.022774,0,0,0,0
0.024188,0,0,0,0
0.025625,0,0,0,0
0.027108,0,0,0,0
0.028571,0,0,0,0
0.030026,0,0,0,0
0.031496,0,0,0,0
0.032910,0,0,0,0
0.034328,0,0,0,0
0.035793,0,0,0,0
0.037209,0,0,0,0
0.038749,0,0,0,0
0.040231,0,0,0,0
0.041715,0,0,0,0
0.043186,0,0,0,0
0.044588,0,0,0,0
0.045990,0,0,0,0
0.047417,0,0,0,0
0.048821,0,0,0,0
0.050230,0,0,0,0
0.051631,0,0,0,0
0.053084,0,0,0,0
0.054541,0,0,0,0
0.055920,0,0,0,0
0.057297,0,0,0,0
0.058668,0,0,0,0
0.060007,0,0,0,0
0.061442,0,0,0,0
0.062824,0,0,0,0
0.064178,0,0,0,0
0.065528,0,0,0,0
0.066871,0,0,0,0
0.068216,0,0,0,0
0.069576,0,0,0,0
0.071032,0,0,0,0
0.072696,0,0,0,0
0.074086,0,0,0,0
0.075533,0,0,0,0
0.076922,0,0,0,0
0.078351,0,0,0,0
0.079735,0,0,0,0
0.081181,0,0,0,0
0.082888,0,0,0,0
0.084282,0,0,0,0
0.085721,0,0,0,0
0.087110,0,0,0,0
0.088496,0,0,0,0
0.089881,0,0,0,0
0.093253,0,0,0,0
0.094725,0,0,0,0
0.096107,0,0,0,0
0.097486,0,0,0,0
0.102461,0,0,0,0
0.103859,0,0,0,0
0.105222,0,0,0,0
0.106607,0,0,0,0
0.107945,0,0,0,0
0.109283,0,0,0,0
0.110620,0,0,0,0
0.111958,0,0,0,0
0.113296,0,0,0,0
0.114634,0,0,0,0
0.115983,0,0,0,0
0.117452,0,0,0,0
0.119014,0,0,0,0
0.120567,0,0,0,0
0.122115,0,0,0,0
0.123672,0,0,0,0
0.125220,0,0,0,0
0.126663,0,0,0,0
0.128057,0,0,0,0
0.129446,0,0,0,0
0.130835,0,0,0,0
0.132235,0,0,0,0
0.133665,0,0,0,0
0.135048,0,0,0,0
0.136565,0,0,0,0
0.138127,0,0,0,0
0.139684,0,0,0,0
0.141234,0,0,0,0
0.142787,0,0,0,0
0.144339,0,0,0,0
0.145888,0,0,0,0
0.147440,0,0,0,0
0.149004,0,0,0,0
0.150600,0,0,0,0
0.152150,0,0,0,0
0.153700,0,0,0,0
0.155251,0,0,0,0
0.156804,0,0,0,0
0.158358,0,0,0,0
0.159924,0,0,0,0
0.161475,0,0,0,0
0.163028,0,0,0,0
0.164580,0,0,0,0
0.166130,0,0,0,0
0.167708,0,0,0,0
0.169258,0,0,0,0
0.170822,0,0,0,0
0.172374,0,0,0,0
0.173924,0,0,0,0
0.175477,0,0,0,0
0.177030,0,0,0,0
0.178583,0,0,0,0
0.180135,0,0,0,0
0.181812,0,0,0,0
0.183363,0,0,0,0
0.184791,0,0,0,0
0.186381,0,0,0,0
0.187931,0,0,0,0
0.189480,0,0,0,0
0.191033,0,0,0,0
0.192596,0,0,0,0
0.194145,0,0,0,0
0.195662,0,0,0,0
0.197051,0,0,0,0
0.198635,0,0,0,0
0.200026,0,0,0,0
0.201368,0,0,0,0
0.202722,0,0,0,0
0.204063,0,0,0,0
0.205399,0,0,0,0
0.206736,0,0,0,0
0.208072,0,0,0,0
0.209407,0,0,0,0
0.210791,0,0,0,0
0.212126,0,0,0,0
0.213576,0,0,0,0
0.214893,0,0,0,0
0.216203,0,0,0,0
0.217513,0,0,0,0
0.218824,0,0,0,0
0.220133,0,0,0,0
0.221442,0,0,0,0
0.222753,0,0,0,0
0.224069,0,0,0,0
