elapsed_s,TSE_SETUP_FMUL_WORKING_CYCLE_L2,TSE_SETUP_FMUL_0_WORKING_CYCLE_L3,TSE_SETUP_FMUL_1_WORKING_CYCLE_L3,TSE_SETUP_FMUL_2_WORKING_CYCLE_L3
0.001093,0,0,0,0
0.002508,0,0,0,0
0.003950,0,0,0,0
0.005367,0,0,0,0
0.006782,0,0,0,0
0.008197,0,0,0,0
0.009622,0,0,0,0
0.011035,0,0,0,0
0.012467,0,0,0,0
0.013941,0,0,0,0
0.015451,0,0,0,0
0.016848,0,0,0,0
0.018471,0,0,0,0
0.019915,0,0,0,0
0.021308,0,0,0,0
0.022699,0,0,0,0
0.024092,0,0,0,0
0.025483,0,0,0,0
0.026924,0,0,0,0
0.028316,0,0,0,0
0.029705,0,0,0,0
0.031104,0,0,0,0
0.032494,0,0,0,0
0.033883,0,0,0,0
0.035349,0,0,0,0
0.036693,0,0,0,0
0.038038,0,0,0,0
0.039449,0,0,0,0
0.040755,0,0,0,0
0.042109,0,0,0,0
0.043414,0,0,0,0
0.044711,0,0,0,0
0.046014,0,0,0,0
0.047348,0,0,0,0
0.048647,0,0,0,0
0.049944,0,0,0,0
0.051281,0,0,0,0
0.052641,0,0,0,0
0.053940,0,0,0,0
0.055334,0,0,0,0
0.056599,0,0,0,0
0.057863,0,0,0,0
0.059126,0,0,0,0
0.060391,0,0,0,0
0.061713,0,0,0,0
0.063051,0,0,0,0
0.064385,0,0,0,0
0.065670,0,0,0,0
0.066940,0,0,0,0
0.068204,0,0,0,0
0.069468,0,0,0,0
0.070784,0,0,0,0
0.072083,0,0,0,0
0.073386,0,0,0,0
0.074686,0,0,0,0
0.075985,0,0,0,0
0.077283,0,0,0,0
0.078630,0,0,0,0
0.079927,0,0,0,0
0.081293,105,105,105,105
0.082534,0,0,0,0
0.084001,0,0,0,0
0.085348,0,0,0,0
0.086695,0,0,0,0
0.088041,0,0,0,0
0.089389,0,0,0,0
0.090737,0,0,0,0
0.092084,0,0,0,0
0.093432,0,0,0,0
0.094783,0,0,0,0
0.096130,0,0,0,0
0.097478,0,0,0,0
0.098825,0,0,0,0
0.100176,0,0,0,0
0.101525,378,378,378,378
0.102826,609,609,609,609
0.104251,0,0,0,0
0.105675,0,0,0,0
0.107095,0,0,0,0
0.108517,0,0,0,0
0.109937,0,0,0,0
0.111369,0,0,0,0
0.112787,0,0,0,0
0.114227,0,0,0,0
0.115647,0,0,0,0
0.117070,0,0,0,0
0.118489,0,0,0,0
0.119909,0,0,0,0
0.121218,0,0,0,0
0.122700,0,0,0,0
0.124127,0,0,0,0
0.125547,0,0,0,0
0.126970,0,0,0,0
0.128395,0,0,0,0
0.129816,0,0,0,0
0.131246,0,0,0,0
0.132590,0,0,0,0
0.133934,0,0,0,0
0.135313,0,0,0,0
0.136655,0,0,0,0
0.138074,0,0,0,0
0.139514,0,0,0,0
0.140862,0,0,0,0
0.142208,0,0,0,0
0.143553,0,0,0,0
0.144897,0,0,0,0
0.146323,0,0,0,0
0.147709,0,0,0,0
0.149224,0,0,0,0
0.150799,0,0,0,0
0.152352,0,0,0,0
0.153903,0,0,0,0
0.155543,0,0,0,0
0.157093,0,0,0,0
0.158671,0,0,0,0
0.160724,0,0,0,0
0.162138,0,0,0,0
0.163604,0,0,0,0
0.164992,0,0,0,0
0.166380,0,0,0,0
0.167766,0,0,0,0
0.169281,0,0,0,0
0.170834,0,0,0,0
0.172399,0,0,0,0
0.173951,0,0,0,0
0.175507,0,0,0,0
0.177057,0,0,0,0
0.178656,0,0,0,0
0.180214,0,0,0,0
0.181765,0,0,0,0
0.183329,0,0,0,0
0.184881,0,0,0,0
0.186434,0,0,0,0
0.187986,0,0,0,0
0.189541,0,0,0,0
0.191091,0,0,0,0
0.192642,0,0,0,0
0.194251,0,0,0,0
0.195805,0,0,0,0
0.197354,0,0,0,0
0.198908,0,0,0,0
0.200460,0,0,0,0
0.202011,0,0,0,0
0.203566,0,0,0,0
0.205037,0,0,0,0
0.206437,0,0,0,0
0.207957,0,0,0,0
0.209508,0,0,0,0
0.211060,0,0,0,0
0.212613,0,0,0,0
0.214164,0,0,0,0
0.215586,0,0,0,0
0.216979,0,0,0,0
0.218500,0,0,0,0
0.220053,0,0,0,0
0.221604,0,0,0,0
0.223157,0,0,0,0
0.224711,0,0,0,0
0.226319,0,0,0,0
0.227873,0,0,0,0
0.229424,0,0,0,0
0.230979,0,0,0,0
0.232532,0,0,0,0
0.234082,0,0,0,0
0.235641,0,0,0,0
0.237205,0,0,0,0
0.238758,0,0,0,0
0.240312,0,0,0,0
0.241862,0,0,0,0
0.243544,0,0,0,0
0.245095,0,0,0,0
0.246650,0,0,0,0
0.248215,0,0,0,0
0.249767,0,0,0,0
0.251320,0,0,0,0
0.252872,0,0,0,0
0.254427,0,0,0,0
0.255979,0,0,0,0
0.257531,0,0,0,0
0.259097,0,0,0,0
0.260650,0,0,0,0
0.262285,0,0,0,0
0.263799,0,0,0,0
0.265319,0,0,0,0
0.266874,0,0,0,0
0.268427,0,0,0,0
0.269990,0,0,0,0
0.271547,0,0,0,0
0.273097,0,0,0,0
0.274693,0,0,0,0
0.276247,0,0,0,0
0.277798,0,0,0,0
0.279350,0,0,0,0
0.280918,0,0,0,0
0.282473,0,0,0,0
0.284026,0,0,0,0
0.285577,0,0,0,0
0.287131,0,0,0,0
0.288684,0,0,0,0
0.290282,0,0,0,0
0.291722,0,0,0,0
0.293245,0,0,0,0
0.294801,0,0,0,0
0.296354,0,0,0,0
0.297906,0,0,0,0
0.299548,0,0,0,0
0.301099,0,0,0,0
0.302665,0,0,0,0
0.304219,0,0,0,0
0.305769,0,0,0,0
0.307324,0,0,0,0
0.308876,0,0,0,0
0.310431,0,0,0,0
0.311974,0,0,0,0
0.313540,0,0,0,0
0.315276,0,0,0,0
0.316847,0,0,0,0
0.318437,0,0,0,0
0.319989,0,0,0,0
0.321539,0,0,0,0
0.323091,0,0,0,0
0.324655,0,0,0,0
0.326272,0,0,0,0
0.327819,0,0,0,0
0.329367,0,0,0,0
0.330919,0,0,0,0
0.332487,0,0,0,0
0.334041,0,0,0,0
0.335611,0,0,0,0
0.337162,0,0,0,0
0.338758,0,0,0,0
0.340311,0,0,0,0
0.341861,0,0,0,0
0.343472,0,0,0,0
0.345022,0,0,0,0
0.346583,0,0,0,0
0.348135,0,0,0,0
0.349686,0,0,0,0
0.351275,0,0,0,0
0.352827,0,0,0,0
0.354469,0,0,0,0
0.356022,0,0,0,0
0.357585,0,0,0,0
0.359137,0,0,0,0
0.360687,0,0,0,0
0.362155,0,0,0,0
0.363689,0,0,0,0
0.365241,0,0,0,0
0.366796,0,0,0,0
0.368361,0,0,0,0
0.369913,0,0,0,0
0.371515,0,0,0,0
0.373067,0,0,0,0
0.374623,0,0,0,0
0.376176,0,0,0,0
0.377727,0,0,0,0
0.379293,0,0,0,0
0.380846,0,0,0,0
0.382401,0,0,0,0
0.383954,0,0,0,0
0.385505,0,0,0,0
0.387059,0,0,0,0
0.388611,0,0,0,0
0.390175,0,0,0,0
0.391782,0,0,0,0
0.393174,0,0,0,0
0.394694,0,0,0,0
0.396247,0,0,0,0
0.397798,0,0,0,0
0.399351,0,0,0,0
0.400916,0,0,0,0
0.402514,0,0,0,0
0.404069,0,0,0,0
0.405620,0,0,0,0
0.407173,0,0,0,0
0.408717,0,0,0,0
0.410315,0,0,0,0
0.411906,0,0,0,0
0.413457,0,0,0,0
0.415012,0,0,0,0
0.416565,0,0,0,0
0.418116,0,0,0,0
0.419720,0,0,0,0
0.421271,0,0,0,0
0.422838,0,0,0,0
0.424392,0,0,0,0
0.425942,0,0,0,0
0.427499,0,0,0,0
0.429051,0,0,0,0
0.430605,0,0,0,0
0.432158,0,0,0,0
0.433722,0,0,0,0
0.435276,0,0,0,0
0.436830,0,0,0,0
0.438384,0,0,0,0
0.439937,0,0,0,0
0.441488,0,0,0,0
0.443042,0,0,0,0
0.444609,0,0,0,0
0.446160,0,0,0,0
0.447574,0,0,0,0
0.448968,0,0,0,0
0.450532,0,0,0,0
0.452086,0,0,0,0
0.453637,0,0,0,0
0.455204,0,0,0,0
0.456757,0,0,0,0
0.458315,0,0,0,0
0.459867,0,0,0,0
0.461418,0,0,0,0
0.462973,0,0,0,0
0.464527,0,0,0,0
0.466090,0,0,0,0
0.467695,0,0,0,0
0.469246,0,0,0,0
0.470801,0,0,0,0
0.472354,0,0,0,0
0.473905,0,0,0,0
0.475563,0,0,0,0
0.477122,0,0,0,0
0.478675,0,0,0,0
0.480228,0,0,0,0
0.481778,0,0,0,0
0.483331,0,0,0,0
0.484883,0,0,0,0
0.486436,0,0,0,0
0.488002,0,0,0,0
0.489553,0,0,0,0
0.491107,0,0,0,0
0.492659,0,0,0,0
0.494294,0,0,0,0
0.495913,0,0,0,0
0.497464,0,0,0,0
0.499029,0,0,0,0
0.500583,0,0,0,0
0.502134,0,0,0,0
0.503685,0,0,0,0
0.505227,0,0,0,0
0.506646,0,0,0,0
0.508206,0,0,0,0
0.509769,0,0,0,0
0.511321,0,0,0,0
0.512873,0,0,0,0
0.514468,0,0,0,0
0.516019,0,0,0,0
0.517570,0,0,0,0
0.519122,0,0,0,0
0.520687,0,0,0,0
0.522241,0,0,0,0
0.523669,0,0,0,0
0.525192,0,0,0,0
0.526745,0,0,0,0
0.528296,0,0,0,0
0.529845,0,0,0,0
0.531534,0,0,0,0
0.533084,0,0,0,0
0.534637,0,0,0,0
0.536188,0,0,0,0
0.537737,0,0,0,0
0.539289,0,0,0,0
0.540840,0,0,0,0
0.542405,0,0,0,0
0.543958,0,0,0,0
0.545507,0,0,0,0
0.547060,0,0,0,0
0.548612,0,0,0,0
0.550163,0,0,0,0
0.551658,0,0,0,0
0.553058,0,0,0,0
0.554579,0,0,0,0
0.556131,0,0,0,0
0.557681,0,0,0,0
0.559233,0,0,0,0
0.560784,0,0,0,0
0.562388,0,0,0,0
0.563896,0,0,0,0
0.565297,0,0,0,0
0.566819,0,0,0,0
0.568363,0,0,0,0
0.569904,0,0,0,0
0.571556,0,0,0,0
0.573106,0,0,0,0
0.574672,0,0,0,0
0.576226,0,0,0,0
0.577778,0,0,0,0
0.579332,0,0,0,0
0.580885,0,0,0,0
0.582449,0,0,0,0
0.584001,0,0,0,0
0.585565,0,0,0,0
0.587119,0,0,0,0
0.588671,0,0,0,0
0.590226,0,0,0,0
0.591779,0,0,0,0
0.593328,0,0,0,0
0.594927,0,0,0,0
0.596494,0,0,0,0
0.598044,0,0,0,0
0.599601,0,0,0,0
0.601150,0,0,0,0
0.602704,0,0,0,0
0.604256,0,0,0,0
0.605805,0,0,0,0
0.607238,0,0,0,0
0.608760,0,0,0,0
0.610356,0,0,0,0
0.611908,0,0,0,0
0.613458,0,0,0,0
0.615011,0,0,0,0
0.616562,0,0,0,0
0.617998,0,0,0,0
0.619524,0,0,0,0
0.621074,0,0,0,0
0.622627,0,0,0,0
0.624178,0,0,0,0
0.625728,0,0,0,0
0.627281,0,0,0,0
0.628846,0,0,0,0
0.630400,0,0,0,0
0.631952,0,0,0,0
0.633501,0,0,0,0
0.635053,0,0,0,0
0.636606,0,0,0,0
0.638154,0,0,0,0
0.639760,0,0,0,0
0.641310,0,0,0,0
0.642904,0,0,0,0
0.644335,0,0,0,0
0.645836,0,0,0,0
0.647482,0,0,0,0
0.648904,0,0,0,0
0.650335,0,0,0,0
0.651881,0,0,0,0
0.653430,0,0,0,0
0.654983,0,0,0,0
0.656534,0,0,0,0
0.658085,0,0,0,0
0.659686,0,0,0,0
0.661248,0,0,0,0
0.662801,0,0,0,0
0.664353,0,0,0,0
0.665902,0,0,0,0
0.667411,0,0,0,0
0.668930,0,0,0,0
0.670484,0,0,0,0
0.672048,0,0,0,0
0.673597,0,0,0,0
0.675512,0,0,0,0
0.677032,0,0,0,0
0.678452,0,0,0,0
0.679973,0,0,0,0
0.681524,0,0,0,0
0.683089,0,0,0,0
0.684641,0,0,0,0
0.686258,0,0,0,0
0.687874,0,0,0,0
0.689424,0,0,0,0
0.691021,0,0,0,0
0.692574,0,0,0,0
0.694137,0,0,0,0
0.695693,0,0,0,0
0.697243,0,0,0,0
0.698797,0,0,0,0
0.700349,0,0,0,0
0.701900,0,0,0,0
0.703540,0,0,0,0
0.704976,0,0,0,0
0.706435,0,0,0,0
0.707990,0,0,0,0
0.709540,0,0,0,0
0.711094,0,0,0,0
0.712646,0,0,0,0
0.714251,0,0,0,0
0.715813,0,0,0,0
0.717365,0,0,0,0
0.718919,0,0,0,0
0.720472,0,0,0,0
0.722022,0,0,0,0
0.723483,0,0,0,0
0.724873,0,0,0,0
0.726408,0,0,0,0
0.727870,0,0,0,0
0.729393,0,0,0,0
