elapsed_s,TSE_CLIP_VP_FADD_1_WORKING_CYCLE_L3,TSE_CLIP_VP_FADD_2_WORKING_CYCLE_L3,TSE_CLIP_VP_RCP_WORKING_CYCLE_L2,TSE_VP_TRANSFORM_WORKING_CYCLE_L1
0.001094,0,0,0,0
0.002571,0,0,0,0
0.003991,0,0,0,0
0.005408,0,0,0,0
0.006823,0,0,0,0
0.008237,0,0,0,0
0.009677,0,0,0,0
0.011126,0,0,0,0
0.012540,0,0,0,0
0.013953,0,0,0,0
0.015370,0,0,0,0
0.016958,0,0,0,0
0.018517,0,0,0,0
0.019897,0,0,0,0
0.021241,0,0,0,0
0.022633,0,0,0,0
0.024027,0,0,0,0
0.025390,0,0,0,0
0.026744,0,0,0,0
0.028095,0,0,0,0
0.029442,0,0,0,0
0.030847,0,0,0,0
0.032333,0,0,0,0
0.033722,0,0,0,0
0.035107,0,0,0,0
0.036404,0,0,0,0
0.037709,0,0,0,0
0.039054,0,0,0,0
0.040352,0,0,0,0
0.041710,0,0,0,0
0.043084,0,0,0,0
0.044415,0,0,0,0
0.045723,0,0,0,0
0.047067,0,0,0,0
0.048364,0,0,0,0
0.049662,0,0,0,0
0.051009,0,0,0,0
0.052360,0,0,0,0
0.053771,0,0,0,0
0.055230,0,0,0,0
0.056527,0,0,0,0
0.057822,0,0,0,0
0.059170,0,0,0,0
0.060544,0,0,0,0
0.061917,0,0,0,0
0.063348,0,0,0,0
0.064672,0,0,0,0
0.065998,0,0,0,0
0.067315,0,0,0,0
0.068689,0,0,0,0
0.070066,0,0,0,0
0.071514,0,0,0,0
0.072894,0,0,0,0
0.074275,0,0,0,0
0.075716,0,0,0,0
0.077015,0,0,0,0
0.078440,0,0,0,0
0.079852,0,0,0,0
0.081149,0,0,0,0
0.082486,0,0,0,0
0.083898,0,0,0,0
0.085320,0,0,0,0
0.086666,0,0,0,0
0.088078,0,0,0,0
0.089375,0,0,0,0
0.090672,0,0,0,0
0.091971,0,0,0,0
0.093483,0,0,0,0
0.094845,0,0,0,0
0.096263,0,0,0,0
0.097559,0,0,0,0
0.099028,0,0,0,0
0.100440,0,0,0,0
0.101852,0,0,0,0
0.103755,0,0,0,0
0.105132,0,0,0,0
0.106507,0,0,0,0
0.107879,0,0,0,0
0.109250,0,0,0,0
0.110621,0,0,0,0
0.111993,0,0,0,0
0.113364,0,0,0,0
0.114785,0,0,0,0
0.116156,0,0,0,0
0.117531,0,0,0,0
0.118902,0,0,0,0
0.120364,0,0,0,0
0.121834,0,0,0,0
0.123264,0,0,0,0
0.124727,0,0,0,0
0.126198,0,0,0,0
0.127588,0,0,0,0
0.129048,0,0,0,0
0.130538,0,0,0,0
0.135648,0,0,0,0
0.137018,0,0,0,0
0.138388,0,0,0,0
0.139773,0,0,0,0
0.141134,0,0,0,0
0.142497,0,0,0,0
0.143854,0,0,0,0
0.145210,0,0,0,0
0.146577,0,0,0,0
0.147959,0,0,0,0
0.149356,0,0,0,0
0.150737,0,0,0,0
0.152121,0,0,0,0
0.153504,0,0,0,0
0.154890,0,0,0,0
0.156274,0,0,0,0
0.157657,0,0,0,0
0.159043,0,0,0,0
0.160439,0,0,0,0
0.161823,0,0,0,0
