elapsed_s,TSE_SETUP_FDP3_2_WORKING_CYCLE_L3,TSE_SETUP_FDP3_3_WORKING_CYCLE_L3,TSE_SETUP_FDP3_4_WORKING_CYCLE_L3,TSE_SETUP_FDP3_5_WORKING_CYCLE_L3
0.001097,0,0,0,0
0.002546,0,0,0,0
0.003968,0,0,0,0
0.005400,0,0,0,0
0.006815,0,0,0,0
0.008491,0,0,0,0
0.009934,0,0,0,0
0.011366,0,0,0,0
0.012788,0,0,0,0
0.014203,0,0,0,0
0.015616,0,0,0,0
0.017031,0,0,0,0
0.018635,0,0,0,0
0.020068,0,0,0,0
0.021461,0,0,0,0
0.022830,0,0,0,0
0.024448,0,0,0,0
0.025877,0,0,0,0
0.027259,0,0,0,0
0.028637,0,0,0,0
0.030013,0,0,0,0
0.031404,0,0,0,0
0.032777,0,0,0,0
0.034333,0,0,0,0
0.035757,0,0,0,0
0.037175,0,0,0,0
0.038542,0,0,0,0
0.039907,0,0,0,0
0.041423,0,0,0,0
0.042780,0,0,0,0
0.044130,0,0,0,0
0.045668,0,0,0,0
0.047030,0,0,0,0
0.048427,0,0,0,0
0.049782,0,0,0,0
0.051132,0,0,0,0
0.052482,0,0,0,0
0.053844,0,0,0,0
0.055197,0,0,0,0
0.056534,0,0,0,0
0.057831,0,0,0,0
0.059128,0,0,0,0
0.060425,0,0,0,0
0.061724,0,0,0,0
0.063022,0,0,0,0
0.064325,0,0,0,0
0.065631,0,0,0,0
0.066945,0,0,0,0
0.068282,0,0,0,0
0.069641,0,0,0,0
0.070957,0,0,0,0
0.072309,0,0,0,0
0.073606,0,0,0,0
0.074937,0,0,0,0
0.076262,0,0,0,0
0.077560,0,0,0,0
0.078874,0,0,0,0
0.080260,0,0,0,0
0.081540,0,0,0,0
0.082807,0,0,0,0
0.084126,0,0,0,0
0.085404,0,0,0,0
0.086667,0,0,0,0
0.087988,0,0,0,0
0.089279,0,0,0,0
0.090549,0,0,0,0
0.091816,0,0,0,0
0.093082,0,0,0,0
0.094349,0,0,0,0
0.095623,0,0,0,0
0.096940,0,0,0,0
0.098237,0,0,0,0
0.099532,0,0,0,0
0.100894,273,273,273,273
0.102017,0,0,0,0
0.103427,0,0,0,0
0.104772,0,0,0,0
0.106074,0,0,0,0
0.107372,0,0,0,0
0.108718,0,0,0,0
0.110015,0,0,0,0
0.111311,0,0,0,0
0.112654,0,0,0,0
0.113917,0,0,0,0
0.115181,0,0,0,0
0.116496,0,0,0,0
0.117761,0,0,0,0
0.119025,0,0,0,0
0.120346,0,0,0,0
0.121672,378,378,378,378
0.122974,609,609,609,609
0.124353,0,0,0,0
0.125723,0,0,0,0
0.127097,0,0,0,0
0.128517,0,0,0,0
0.129889,0,0,0,0
0.131260,0,0,0,0
0.132631,0,0,0,0
0.133891,0,0,0,0
0.135261,0,0,0,0
0.136570,0,0,0,0
0.137945,0,0,0,0
0.139405,0,0,0,0
0.140728,0,0,0,0
0.142107,0,0,0,0
0.143459,0,0,0,0
0.144929,0,0,0,0
0.146396,0,0,0,0
0.147863,0,0,0,0
0.149220,0,0,0,0
0.150683,0,0,0,0
0.152244,0,0,0,0
0.153839,0,0,0,0
0.155235,0,0,0,0
0.156619,0,0,0,0
0.158002,0,0,0,0
0.159394,0,0,0,0
0.160774,0,0,0,0
0.162153,0,0,0,0
0.163532,0,0,0,0
0.164912,0,0,0,0
0.166291,0,0,0,0
0.167670,0,0,0,0
0.169051,0,0,0,0
0.170565,0,0,0,0
0.172105,0,0,0,0
0.173694,0,0,0,0
0.175243,0,0,0,0
0.176794,0,0,0,0
0.178345,0,0,0,0
0.179891,0,0,0,0
0.181457,0,0,0,0
0.183004,0,0,0,0
0.184598,0,0,0,0
0.186148,0,0,0,0
0.187696,0,0,0,0
0.189246,0,0,0,0
0.190797,0,0,0,0
0.192361,0,0,0,0
0.193911,0,0,0,0
0.195458,0,0,0,0
0.197010,0,0,0,0
0.198559,0,0,0,0
0.200106,0,0,0,0
0.201661,0,0,0,0
0.203221,0,0,0,0
0.204773,0,0,0,0
0.206323,0,0,0,0
0.207870,0,0,0,0
0.209383,0,0,0,0
0.210863,0,0,0,0
0.212281,0,0,0,0
0.213681,0,0,0,0
0.215068,0,0,0,0
0.216532,0,0,0,0
0.217918,0,0,0,0
0.219303,0,0,0,0
0.220906,0,0,0,0
0.222455,0,0,0,0
0.224017,0,0,0,0
0.225571,0,0,0,0
0.227118,0,0,0,0
0.228669,0,0,0,0
0.230226,0,0,0,0
0.231773,0,0,0,0
0.233324,0,0,0,0
0.234887,0,0,0,0
0.236439,0,0,0,0
0.237989,0,0,0,0
0.239537,0,0,0,0
0.241088,0,0,0,0
0.242638,0,0,0,0
0.244189,0,0,0,0
0.245751,0,0,0,0
0.247300,0,0,0,0
0.248896,0,0,0,0
0.250446,0,0,0,0
0.251994,0,0,0,0
0.253520,0,0,0,0
0.254910,0,0,0,0
0.256437,0,0,0,0
0.257863,0,0,0,0
0.259386,0,0,0,0
0.260937,0,0,0,0
0.262486,0,0,0,0
0.264032,0,0,0,0
0.265631,0,0,0,0
0.267191,0,0,0,0
0.268742,0,0,0,0
0.270292,0,0,0,0
0.271839,0,0,0,0
0.273449,0,0,0,0
0.274997,0,0,0,0
0.276547,0,0,0,0
0.278109,0,0,0,0
0.279657,0,0,0,0
0.281208,0,0,0,0
0.282758,0,0,0,0
0.284309,0,0,0,0
0.285858,0,0,0,0
0.287406,0,0,0,0
0.288970,0,0,0,0
0.290520,0,0,0,0
0.292067,0,0,0,0
0.293622,0,0,0,0
0.295170,0,0,0,0
0.296764,0,0,0,0
0.298315,0,0,0,0
0.299875,0,0,0,0
0.301428,0,0,0,0
0.302976,0,0,0,0
0.304526,0,0,0,0
0.306076,0,0,0,0
0.307623,0,0,0,0
0.309173,0,0,0,0
0.310732,0,0,0,0
0.312460,0,0,0,0
0.313856,0,0,0,0
0.315372,0,0,0,0
0.316925,0,0,0,0
0.318467,0,0,0,0
0.320007,0,0,0,0
0.321652,0,0,0,0
0.323045,0,0,0,0
0.324564,0,0,0,0
0.326113,0,0,0,0
0.327661,0,0,0,0
0.329212,0,0,0,0
0.330762,0,0,0,0
0.332327,0,0,0,0
0.333876,0,0,0,0
0.335425,0,0,0,0
0.336976,0,0,0,0
0.338526,0,0,0,0
0.340074,0,0,0,0
0.341629,0,0,0,0
0.343189,0,0,0,0
0.344784,0,0,0,0
0.346335,0,0,0,0
0.347883,0,0,0,0
0.349481,0,0,0,0
0.351029,0,0,0,0
0.352597,0,0,0,0
0.354171,0,0,0,0
0.355719,0,0,0,0
0.357269,0,0,0,0
0.358820,0,0,0,0
0.360417,0,0,0,0
0.361968,0,0,0,0
0.363517,0,0,0,0
0.365079,0,0,0,0
0.366629,0,0,0,0
0.368276,0,0,0,0
0.369687,0,0,0,0
0.371078,0,0,0,0
0.372598,0,0,0,0
0.374148,0,0,0,0
0.375708,0,0,0,0
0.377258,0,0,0,0
0.378808,0,0,0,0
0.380360,0,0,0,0
0.381908,0,0,0,0
0.383455,0,0,0,0
0.384904,0,0,0,0
0.386310,0,0,0,0
0.387826,0,0,0,0
0.389434,0,0,0,0
0.390983,0,0,0,0
0.392576,0,0,0,0
0.394126,0,0,0,0
0.395672,0,0,0,0
0.397233,0,0,0,0
0.398783,0,0,0,0
0.400334,0,0,0,0
0.401883,0,0,0,0
0.403431,0,0,0,0
0.404981,0,0,0,0
0.406531,0,0,0,0
0.407964,0,0,0,0
0.409534,0,0,0,0
0.411092,0,0,0,0
0.412613,0,0,0,0
0.414008,0,0,0,0
0.415516,0,0,0,0
0.416934,0,0,0,0
0.418466,0,0,0,0
0.420015,0,0,0,0
0.421571,0,0,0,0
0.423122,0,0,0,0
0.424718,0,0,0,0
0.426270,0,0,0,0
0.427821,0,0,0,0
0.429444,0,0,0,0
0.430994,0,0,0,0
0.432548,0,0,0,0
0.434100,0,0,0,0
0.435649,0,0,0,0
0.437201,0,0,0,0
0.438753,0,0,0,0
0.440360,0,0,0,0
0.441913,0,0,0,0
0.443462,0,0,0,0
0.445016,0,0,0,0
0.446568,0,0,0,0
0.448118,0,0,0,0
0.449714,0,0,0,0
0.451275,0,0,0,0
0.452828,0,0,0,0
0.454380,0,0,0,0
0.455930,0,0,0,0
0.457529,0,0,0,0
0.459078,0,0,0,0
0.460631,0,0,0,0
0.462196,0,0,0,0
0.463746,0,0,0,0
0.465297,0,0,0,0
0.466849,0,0,0,0
0.468403,0,0,0,0
0.469955,0,0,0,0
0.471504,0,0,0,0
0.472944,0,0,0,0
0.474467,0,0,0,0
0.476015,0,0,0,0
0.477571,0,0,0,0
0.479121,0,0,0,0
0.480673,0,0,0,0
0.482225,0,0,0,0
0.483788,0,0,0,0
0.485340,0,0,0,0
0.486891,0,0,0,0
0.488453,0,0,0,0
0.490006,0,0,0,0
0.491556,0,0,0,0
0.492979,0,0,0,0
0.494386,0,0,0,0
0.495775,0,0,0,0
0.497165,0,0,0,0
0.498553,0,0,0,0
0.499939,0,0,0,0
0.501466,0,0,0,0
0.503007,0,0,0,0
0.504674,0,0,0,0
0.506069,0,0,0,0
0.507448,0,0,0,0
0.508830,0,0,0,0
0.510213,0,0,0,0
0.511592,0,0,0,0
0.512972,0,0,0,0
0.514384,0,0,0,0
0.515777,0,0,0,0
0.517286,0,0,0,0
0.518828,0,0,0,0
0.520467,0,0,0,0
0.522008,0,0,0,0
0.523548,0,0,0,0
0.524966,0,0,0,0
0.526498,0,0,0,0
0.528046,0,0,0,0
0.529603,0,0,0,0
0.531151,0,0,0,0
0.532704,0,0,0,0
0.534255,0,0,0,0
0.535805,0,0,0,0
0.537335,0,0,0,0
0.538859,0,0,0,0
0.540412,0,0,0,0
0.541963,0,0,0,0
0.543514,0,0,0,0
0.545066,0,0,0,0
0.546616,0,0,0,0
0.548262,0,0,0,0
0.549669,0,0,0,0
0.551054,0,0,0,0
0.552440,0,0,0,0
0.553828,0,0,0,0
0.555213,0,0,0,0
0.556600,0,0,0,0
0.558116,0,0,0,0
0.559678,0,0,0,0
0.561229,0,0,0,0
0.562779,0,0,0,0
0.564331,0,0,0,0
0.565881,0,0,0,0
0.567428,0,0,0,0
0.569022,0,0,0,0
0.570585,0,0,0,0
0.572134,0,0,0,0
0.573853,0,0,0,0
0.575247,0,0,0,0
0.576654,0,0,0,0
0.578172,0,0,0,0
0.579719,0,0,0,0
0.581280,0,0,0,0
0.582830,0,0,0,0
0.584423,0,0,0,0
0.585974,0,0,0,0
0.587520,0,0,0,0
0.589070,0,0,0,0
0.590619,0,0,0,0
0.592183,0,0,0,0
0.593733,0,0,0,0
0.595280,0,0,0,0
0.596830,0,0,0,0
0.598380,0,0,0,0
0.599926,0,0,0,0
0.601524,0,0,0,0
0.603084,0,0,0,0
0.604635,0,0,0,0
0.606184,0,0,0,0
0.607732,0,0,0,0
0.609279,0,0,0,0
0.610824,0,0,0,0
0.612253,0,0,0,0
0.613791,0,0,0,0
0.615339,0,0,0,0
0.616933,0,0,0,0
0.618483,0,0,0,0
0.620027,0,0,0,0
0.621583,0,0,0,0
0.623141,0,0,0,0
0.624706,0,0,0,0
0.626258,0,0,0,0
0.627806,0,0,0,0
0.629227,0,0,0,0
0.630619,0,0,0,0
0.632005,0,0,0,0
0.633391,0,0,0,0
0.634787,0,0,0,0
0.636173,0,0,0,0
0.637558,0,0,0,0
0.639071,0,0,0,0
0.640623,0,0,0,0
0.642173,0,0,0,0
0.643722,0,0,0,0
0.645283,0,0,0,0
0.646834,0,0,0,0
0.648429,0,0,0,0
0.649980,0,0,0,0
0.651528,0,0,0,0
0.653079,0,0,0,0
0.654629,0,0,0,0
0.656195,0,0,0,0
0.657745,0,0,0,0
0.659293,0,0,0,0
0.660845,0,0,0,0
0.662396,0,0,0,0
0.663944,0,0,0,0
0.665544,0,0,0,0
0.667105,0,0,0,0
0.668656,0,0,0,0
0.670206,0,0,0,0
0.671754,0,0,0,0
0.673306,0,0,0,0
0.674856,0,0,0,0
0.676407,0,0,0,0
0.677970,0,0,0,0
0.679519,0,0,0,0
0.681070,0,0,0,0
0.683663,0,0,0,0
0.685076,0,0,0,0
0.686466,0,0,0,0
0.687865,0,0,0,0
0.689329,0,0,0,0
0.690954,0,0,0,0
0.693236,0,0,0,0
0.694644,0,0,0,0
0.696037,0,0,0,0
0.697473,0,0,0,0
0.698880,0,0,0,0
0.700269,0,0,0,0
0.701656,0,0,0,0
0.703042,0,0,0,0
0.704430,0,0,0,0
0.705815,0,0,0,0
0.707201,0,0,0,0
0.708589,0,0,0,0
0.709985,0,0,0,0
0.711370,0,0,0,0
0.712795,0,0,0,0
0.714182,0,0,0,0
0.715567,0,0,0,0
0.716992,0,0,0,0
0.718380,0,0,0,0
0.719765,0,0,0,0
0.721298,0,0,0,0
0.722849,0,0,0,0
0.724401,0,0,0,0
0.725952,0,0,0,0
0.727502,0,0,0,0
0.729053,0,0,0,0
0.730606,0,0,0,0
0.732043,0,0,0,0
0.733570,0,0,0,0
0.735120,0,0,0,0
0.736672,0,0,0,0
0.738224,0,0,0,0
0.739773,0,0,0,0
0.741324,0,0,0,0
0.742878,0,0,0,0
0.744466,0,0,0,0
0.745855,0,0,0,0
0.747245,0,0,0,0
0.748762,0,0,0,0
0.750311,0,0,0,0
0.751858,0,0,0,0
0.753474,0,0,0,0
0.755021,0,0,0,0
0.756572,0,0,0,0
0.758121,0,0,0,0
0.759668,0,0,0,0
0.761218,0,0,0,0
0.762766,0,0,0,0
0.764331,0,0,0,0
0.765880,0,0,0,0
0.767429,0,0,0,0
0.768979,0,0,0,0
0.770527,0,0,0,0
0.772082,0,0,0,0
0.773636,0,0,0,0
0.775195,0,0,0,0
0.776790,0,0,0,0
0.778340,0,0,0,0
0.779886,0,0,0,0
0.781314,0,0,0,0
0.782835,0,0,0,0
0.784387,0,0,0,0
0.785949,0,0,0,0
0.787498,0,0,0,0
0.789048,0,0,0,0
0.790596,0,0,0,0
0.792145,0,0,0,0
0.793693,0,0,0,0
0.795084,0,0,0,0
0.796610,0,0,0,0
0.798158,0,0,0,0
0.799744,0,0,0,0
0.801804,0,0,0,0
0.803350,0,0,0,0
0.804791,0,0,0,0
0.806178,0,0,0,0
0.807602,0,0,0,0
0.809044,0,0,0,0
0.810425,0,0,0,0
0.811803,0,0,0,0
0.813195,0,0,0,0
0.814581,0,0,0,0
0.815960,0,0,0,0
0.817373,0,0,0,0
0.818761,0,0,0,0
0.820365,0,0,0,0
0.821918,0,0,0,0
0.823467,0,0,0,0
0.825020,0,0,0,0
0.826572,0,0,0,0
0.828121,0,0,0,0
0.829720,0,0,0,0
0.831261,0,0,0,0
0.832677,0,0,0,0
0.834201,0,0,0,0
0.835749,0,0,0,0
0.837299,0,0,0,0
0.838848,0,0,0,0
0.840455,0,0,0,0
0.842947,0,0,0,0
0.844375,0,0,0,0
0.845895,0,0,0,0
0.847443,0,0,0,0
0.848995,0,0,0,0
0.850557,0,0,0,0
0.852106,0,0,0,0
0.853658,0,0,0,0
0.855207,0,0,0,0
0.856663,0,0,0,0
0.858185,0,0,0,0
