elapsed_s,TSE_EDGE_SETUP_IMUL_WORKING_CYCLE_L2,TSE_RAS_INTF_WORKING_CYCLE_L1,TSE_LRZ_Z_INTF_WORKING_CYCLE_L1,TSE_LRZ_BARY_INTF_WORKING_CYCLE_L1
0.001102,0,0,0,0
0.002615,0,0,0,0
0.004098,0,0,0,0
0.005579,0,0,0,0
0.007057,0,0,0,0
0.008539,0,0,0,0
0.010031,0,0,0,0
0.011511,0,0,0,0
0.012991,0,0,0,0
0.014471,0,0,0,0
0.015947,0,0,0,0
0.017464,0,0,0,0
0.018955,0,0,0,0
0.020434,0,0,0,0
0.021898,0,0,0,0
0.023336,0,0,0,0
0.024942,0,0,0,0
0.026385,0,0,0,0
0.027822,0,0,0,0
0.029290,0,0,0,0
0.030753,0,0,0,0
0.032187,0,0,0,0
0.033624,0,0,0,0
0.035059,0,0,0,0
0.036541,0,0,0,0
0.037980,0,0,0,0
0.039418,0,0,0,0
0.040961,0,0,0,0
0.042373,0,0,0,0
0.043830,0,0,0,0
0.045270,0,0,0,0
0.046681,0,0,0,0
0.048165,0,0,0,0
0.049744,0,0,0,0
0.051132,0,0,0,0
0.052503,0,0,0,0
0.053821,0,0,0,0
0.055132,0,0,0,0
0.056479,0,0,0,0
0.057853,0,0,0,0
0.059226,0,0,0,0
0.060649,0,0,0,0
0.061936,0,0,0,0
0.063322,0,0,0,0
0.064750,0,0,0,0
0.066125,0,0,0,0
0.067502,0,0,0,0
0.068787,0,0,0,0
0.070168,0,0,0,0
0.071543,0,0,0,0
0.072859,0,0,0,0
0.074235,0,0,0,0
0.075608,0,0,0,0
0.076964,0,0,0,0
0.078284,0,0,0,0
0.079670,0,0,0,0
0.081006,0,0,0,0
0.082393,0,0,0,0
0.083827,0,0,0,0
0.085095,0,0,0,0
0.086469,0,0,0,0
0.087955,0,0,0,0
0.089287,0,0,0,0
0.090565,0,0,0,0
0.091999,0,0,0,0
0.093377,0,0,0,0
0.094757,0,0,0,0
0.096025,0,0,0,0
0.097457,0,0,0,0
0.098841,24,0,0,681
0.100281,0,0,0,0
0.101618,0,0,0,0
0.102948,0,0,0,0
0.104296,0,0,0,0
0.105603,0,0,0,0
0.106905,0,0,0,0
0.108203,0,0,0,0
0.109504,0,0,0,0
0.110803,0,0,0,0
0.112148,0,0,0,0
0.113412,0,0,0,0
0.114788,0,0,0,0
0.116169,0,0,0,0
0.117545,0,0,0,0
0.118971,57,0,0,1764
0.120272,195,0,0,4383
0.121687,0,0,0,0
0.123061,0,0,0,0
0.124482,0,0,0,0
0.125854,0,0,0,0
0.127232,0,0,0,0
0.128652,0,0,0,0
0.130022,0,0,0,0
0.131390,0,0,0,0
0.132749,0,0,0,0
0.134119,0,0,0,0
0.135490,0,0,0,0
0.136951,0,0,0,0
0.138426,0,0,0,0
0.139866,0,0,0,0
0.141340,0,0,0,0
0.142661,0,0,0,0
0.144088,0,0,0,0
0.145447,0,0,0,0
0.146916,0,0,0,0
0.148348,0,0,0,0
0.149819,0,0,0,0
0.151287,0,0,0,0
0.152967,0,0,0,0
0.154426,0,0,0,0
0.155963,0,0,0,0
0.157405,0,0,0,0
0.158790,0,0,0,0
0.160188,0,0,0,0
0.161577,0,0,0,0
0.162962,0,0,0,0
0.164348,0,0,0,0
0.165863,0,0,0,0
0.167411,0,0,0,0
0.169009,0,0,0,0
0.170572,0,0,0,0
0.172123,0,0,0,0
0.173674,0,0,0,0
0.175223,0,0,0,0
0.176775,0,0,0,0
0.178257,0,0,0,0
0.179815,0,0,0,0
0.181379,0,0,0,0
0.182929,0,0,0,0
0.184525,0,0,0,0
0.186077,0,0,0,0
0.187625,0,0,0,0
0.189179,0,0,0,0
0.190727,0,0,0,0
0.192292,0,0,0,0
0.193842,0,0,0,0
0.195391,0,0,0,0
0.196916,0,0,0,0
0.198435,0,0,0,0
0.200073,0,0,0,0
0.201624,0,0,0,0
0.203186,0,0,0,0
0.204736,0,0,0,0
0.206287,0,0,0,0
0.207839,0,0,0,0
0.209388,0,0,0,0
0.210934,0,0,0,0
0.212484,0,0,0,0
0.213919,0,0,0,0
0.215438,0,0,0,0
0.217036,0,0,0,0
0.218584,0,0,0,0
0.220134,0,0,0,0
0.221682,0,0,0,0
0.223230,0,0,0,0
0.224701,0,0,0,0
0.226295,0,0,0,0
0.227877,0,0,0,0
0.229434,0,0,0,0
0.230878,0,0,0,0
0.232268,0,0,0,0
0.233798,0,0,0,0
0.235361,0,0,0,0
0.236853,0,0,0,0
0.238374,0,0,0,0
0.239927,0,0,0,0
0.241480,0,0,0,0
0.243031,0,0,0,0
0.244476,0,0,0,0
0.246035,0,0,0,0
0.247585,0,0,0,0
0.249196,0,0,0,0
0.250745,0,0,0,0
0.252299,0,0,0,0
0.253852,0,0,0,0
0.255402,0,0,0,0
0.256971,0,0,0,0
0.258522,0,0,0,0
0.260075,0,0,0,0
0.261629,0,0,0,0
0.263180,0,0,0,0
0.264694,0,0,0,0
0.266252,0,0,0,0
0.267819,0,0,0,0
0.269371,0,0,0,0
0.270922,0,0,0,0
0.272476,0,0,0,0
0.274029,0,0,0,0
0.275579,0,0,0,0
0.277136,0,0,0,0
0.278698,0,0,0,0
0.280296,0,0,0,0
0.281847,0,0,0,0
0.283398,0,0,0,0
0.284954,0,0,0,0
0.286505,0,0,0,0
0.288060,0,0,0,0
0.289626,0,0,0,0
0.291176,0,0,0,0
0.292729,0,0,0,0
0.294280,0,0,0,0
0.295877,0,0,0,0
0.297431,0,0,0,0
0.298981,0,0,0,0
0.300546,0,0,0,0
0.302090,0,0,0,0
0.303632,0,0,0,0
0.305026,0,0,0,0
0.306421,0,0,0,0
0.307940,0,0,0,0
0.309492,0,0,0,0
0.311055,0,0,0,0
0.312609,0,0,0,0
0.314161,0,0,0,0
0.315715,0,0,0,0
0.317270,0,0,0,0
0.318820,0,0,0,0
0.320374,0,0,0,0
0.321940,0,0,0,0
0.323490,0,0,0,0
0.325046,0,0,0,0
0.326597,0,0,0,0
0.328193,0,0,0,0
0.329746,0,0,0,0
0.331296,0,0,0,0
0.332732,0,0,0,0
0.334255,0,0,0,0
0.335808,0,0,0,0
0.337358,0,0,0,0
0.338909,0,0,0,0
0.340462,0,0,0,0
0.342015,0,0,0,0
0.343578,0,0,0,0
0.345176,0,0,0,0
0.346718,0,0,0,0
0.348136,0,0,0,0
0.349658,0,0,0,0
0.351206,0,0,0,0
0.352758,0,0,0,0
0.354320,0,0,0,0
0.355873,0,0,0,0
0.357470,0,0,0,0
0.359018,0,0,0,0
0.360570,0,0,0,0
0.362121,0,0,0,0
0.363669,0,0,0,0
0.365253,0,0,0,0
0.366801,0,0,0,0
0.368360,0,0,0,0
0.369910,0,0,0,0
0.371459,0,0,0,0
0.373014,0,0,0,0
0.374562,0,0,0,0
0.376171,0,0,0,0
0.377727,0,0,0,0
0.379276,0,0,0,0
0.380826,0,0,0,0
0.382377,0,0,0,0
0.383928,0,0,0,0
0.385479,0,0,0,0
0.387039,0,0,0,0
0.388591,0,0,0,0
0.390141,0,0,0,0
0.391738,0,0,0,0
0.393288,0,0,0,0
0.394837,0,0,0,0
0.396389,0,0,0,0
0.397953,0,0,0,0
0.399502,0,0,0,0
0.401057,0,0,0,0
0.402606,0,0,0,0
0.404159,0,0,0,0
0.405710,0,0,0,0
0.407257,0,0,0,0
0.408821,0,0,0,0
0.410372,0,0,0,0
0.411924,0,0,0,0
0.413475,0,0,0,0
0.415023,0,0,0,0
0.416571,0,0,0,0
0.417998,0,0,0,0
0.419537,0,0,0,0
0.421094,0,0,0,0
0.422644,0,0,0,0
0.424242,0,0,0,0
0.425795,0,0,0,0
0.427345,0,0,0,0
0.428986,0,0,0,0
0.430551,0,0,0,0
0.432106,0,0,0,0
0.433659,0,0,0,0
0.435210,0,0,0,0
0.436763,0,0,0,0
0.438316,0,0,0,0
0.439914,0,0,0,0
0.441479,0,0,0,0
0.443031,0,0,0,0
0.444584,0,0,0,0
0.446137,0,0,0,0
0.447768,0,0,0,0
0.449162,0,0,0,0
0.450546,0,0,0,0
0.451939,0,0,0,0
0.453458,0,0,0,0
0.455007,0,0,0,0
0.456559,0,0,0,0
0.458108,0,0,0,0
0.459655,0,0,0,0
0.461023,0,0,0,0
0.462427,0,0,0,0
0.463947,0,0,0,0
0.465376,0,0,0,0
0.466905,0,0,0,0
0.468460,0,0,0,0
0.470015,0,0,0,0
0.471565,0,0,0,0
0.473182,0,0,0,0
0.474733,0,0,0,0
0.476288,0,0,0,0
0.477841,0,0,0,0
0.479392,0,0,0,0
0.481033,0,0,0,0
0.482585,0,0,0,0
0.484150,0,0,0,0
0.485704,0,0,0,0
0.487255,0,0,0,0
0.488810,0,0,0,0
0.490365,0,0,0,0
0.491921,0,0,0,0
0.493464,0,0,0,0
0.495018,0,0,0,0
0.496439,0,0,0,0
0.498032,0,0,0,0
0.499585,0,0,0,0
0.501143,0,0,0,0
0.502695,0,0,0,0
0.504296,0,0,0,0
0.505864,0,0,0,0
0.507416,0,0,0,0
0.508973,0,0,0,0
0.510525,0,0,0,0
0.512114,0,0,0,0
0.513666,0,0,0,0
0.515218,0,0,0,0
0.516782,0,0,0,0
0.518336,0,0,0,0
0.519935,0,0,0,0
0.521488,0,0,0,0
0.523041,0,0,0,0
0.524593,0,0,0,0
0.526147,0,0,0,0
0.527715,0,0,0,0
0.529269,0,0,0,0
0.530820,0,0,0,0
0.532376,0,0,0,0
0.533929,0,0,0,0
0.535482,0,0,0,0
0.537083,0,0,0,0
0.538648,0,0,0,0
0.540205,0,0,0,0
0.541757,0,0,0,0
0.543308,0,0,0,0
0.544861,0,0,0,0
0.546414,0,0,0,0
0.547970,0,0,0,0
0.549536,0,0,0,0
0.551087,0,0,0,0
0.552642,0,0,0,0
0.554186,0,0,0,0
0.555850,0,0,0,0
0.557415,0,0,0,0
0.558965,0,0,0,0
0.560529,0,0,0,0
0.562081,0,0,0,0
0.563631,0,0,0,0
0.565014,0,0,0,0
0.566552,0,0,0,0
0.567962,0,0,0,0
0.569387,0,0,0,0
0.570893,0,0,0,0
0.572281,0,0,0,0
0.573667,0,0,0,0
0.575051,0,0,0,0
0.576437,0,0,0,0
0.577822,0,0,0,0
