elapsed_s,TSE_BE_CINVOCATION,TSE_BE_CPRIMITIVES,TSE_BE_2D_INPUT_PRIM,TSE_BE_2D_ALIVE_CYCLES
0.001068,0,0,0,0
0.002568,0,0,0,0
0.004036,0,0,0,0
0.005456,0,0,0,0
0.006870,0,0,0,0
0.008440,0,0,0,0
0.009944,0,0,0,0
0.011339,0,0,0,0
0.012730,0,0,0,0
0.014122,0,0,0,0
0.015529,0,0,0,0
0.016838,0,0,0,0
0.018184,0,0,0,0
0.019574,0,0,0,0
0.020920,0,0,0,0
0.022220,0,0,0,0
0.023515,0,0,0,0
0.024781,0,0,0,0
0.026046,0,0,0,0
0.027362,0,0,0,0
0.028626,0,0,0,0
0.029890,0,0,0,0
0.031158,0,0,0,0
0.032423,0,0,0,0
0.033694,0,0,0,0
0.034959,0,0,0,0
0.036224,0,0,0,0
0.037490,0,0,0,0
0.038755,0,0,0,0
0.040049,0,0,0,0
0.041317,0,0,0,0
0.042581,0,0,0,0
0.043845,0,0,0,0
0.045110,0,0,0,0
0.046425,0,0,0,0
0.047691,0,0,0,0
0.049008,0,0,0,0
0.050330,0,0,0,0
0.051672,0,0,0,0
0.052946,0,0,0,0
0.054213,0,0,0,0
0.055530,0,0,0,0
0.056830,0,0,0,0
0.058129,0,0,0,0
0.059477,0,0,0,0
0.060777,0,0,0,0
0.062085,0,0,0,0
0.063432,0,0,0,0
0.064729,0,0,0,0
0.066088,0,0,0,0
0.067601,0,0,0,0
0.069014,0,0,0,0
0.070312,0,0,0,0
0.071658,0,0,0,0
0.072961,0,0,0,0
0.074258,0,0,0,0
0.075555,0,0,0,0
0.076851,0,0,0,0
0.078149,0,0,0,0
0.079492,0,0,0,0
0.080758,0,0,0,0
0.082022,0,0,0,0
0.083291,0,0,0,0
0.084557,0,0,0,0
0.085820,0,0,0,0
0.087139,0,0,0,0
0.088566,0,0,0,0
0.089936,0,0,0,0
0.091308,0,0,0,0
0.092679,0,0,0,0
0.094057,0,0,0,0
0.095318,0,0,0,0
0.096690,0,0,0,0
0.098062,0,0,0,0
0.099486,0,0,0,0
0.100863,0,0,0,0
0.102232,0,0,0,0
0.103649,0,0,0,0
0.105025,0,0,0,0
0.106483,0,0,0,0
0.107949,0,0,0,0
0.109377,0,0,0,0
0.110727,0,0,0,0
0.112091,0,0,0,0
0.113561,0,0,0,0
0.115029,0,0,0,0
0.116486,0,0,0,0
0.117855,0,0,0,0
0.119219,0,0,0,0
0.120600,0,0,0,0
0.121981,0,0,0,0
0.123361,0,0,0,0
0.124741,0,0,0,0
0.126247,0,0,0,0
0.127676,0,0,0,0
0.129192,0,0,0,0
0.130733,0,0,0,0
0.132167,0,0,0,0
0.133554,0,0,0,0
0.135088,0,0,0,0
0.138965,0,0,0,0
0.143695,0,0,0,0
0.145054,0,0,0,0
0.146411,0,0,0,0
0.147769,0,0,0,0
0.149129,0,0,0,0
0.150489,0,0,0,0
0.151894,0,0,0,0
0.153279,0,0,0,0
0.154675,0,0,0,0
0.156062,0,0,0,0
0.157446,0,0,0,0
0.158830,0,0,0,0
0.160250,0,0,0,0
0.161766,0,0,0,0
0.163320,0,0,0,0
0.164759,0,0,0,0
0.166281,0,0,0,0
0.167831,0,0,0,0
0.169259,0,0,0,0
0.170786,0,0,0,0
0.172343,0,0,0,0
0.173894,0,0,0,0
0.175505,0,0,0,0
0.177058,0,0,0,0
0.178610,0,0,0,0
0.180124,0,0,0,0
0.181518,0,0,0,0
0.182950,0,0,0,0
0.184338,0,0,0,0
0.185733,0,0,0,0
0.187120,0,0,0,0
0.188511,0,0,0,0
0.190035,0,0,0,0
0.191484,0,0,0,0
0.193084,0,0,0,0
0.194652,0,0,0,0
0.196235,0,0,0,0
0.197644,0,0,0,0
0.199094,0,0,0,0
0.200486,0,0,0,0
0.201870,0,0,0,0
0.203259,0,0,0,0
0.204644,0,0,0,0
0.206028,0,0,0,0
0.207602,0,0,0,0
0.209154,0,0,0,0
0.210703,0,0,0,0
0.212260,0,0,0,0
0.213809,0,0,0,0
0.215405,0,0,0,0
0.216956,0,0,0,0
0.218394,0,0,0,0
0.219918,0,0,0,0
0.221470,0,0,0,0
0.223066,0,0,0,0
0.224618,0,0,0,0
0.226166,0,0,0,0
0.227718,0,0,0,0
0.229284,0,0,0,0
0.230833,0,0,0,0
0.232434,0,0,0,0
0.233983,0,0,0,0
0.235535,0,0,0,0
0.237086,0,0,0,0
0.238635,0,0,0,0
0.240252,0,0,0,0
0.241802,0,0,0,0
0.243354,0,0,0,0
0.244905,0,0,0,0
0.246459,0,0,0,0
0.248007,0,0,0,0
0.249559,0,0,0,0
0.251124,0,0,0,0
0.252675,0,0,0,0
0.254223,0,0,0,0
0.255774,0,0,0,0
0.257325,0,0,0,0
0.258874,0,0,0,0
0.260335,0,0,0,0
0.261734,0,0,0,0
0.263299,0,0,0,0
0.264850,0,0,0,0
0.266399,0,0,0,0
0.267949,0,0,0,0
0.269500,0,0,0,0
0.271095,0,0,0,0
0.272658,0,0,0,0
0.274099,0,0,0,0
0.275914,0,0,0,0
0.277309,0,0,0,0
0.278695,0,0,0,0
0.280128,0,0,0,0
0.281515,0,0,0,0
0.282913,0,0,0,0
0.284431,0,0,0,0
0.285982,0,0,0,0
0.287580,0,0,0,0
0.289134,0,0,0,0
0.290684,0,0,0,0
0.292241,0,0,0,0
0.293805,0,0,0,0
0.295401,0,0,0,0
0.296954,0,0,0,0
0.298504,0,0,0,0
0.300056,0,0,0,0
0.301608,0,0,0,0
0.303205,0,0,0,0
0.304771,0,0,0,0
0.306323,0,0,0,0
0.307875,0,0,0,0
0.309428,0,0,0,0
0.311024,0,0,0,0
0.312580,0,0,0,0
0.314130,0,0,0,0
0.315697,0,0,0,0
0.317241,0,0,0,0
0.318781,0,0,0,0
0.320187,0,0,0,0
0.321708,0,0,0,0
0.323260,0,0,0,0
0.324812,0,0,0,0
0.326373,0,0,0,0
0.327925,0,0,0,0
0.329477,0,0,0,0
0.331030,0,0,0,0
0.332582,0,0,0,0
0.334131,0,0,0,0
0.335727,0,0,0,0
0.337292,0,0,0,0
0.338841,0,0,0,0
0.340393,0,0,0,0
0.341943,0,0,0,0
0.343538,0,0,0,0
0.344967,0,0,0,0
0.346490,0,0,0,0
0.347922,0,0,0,0
0.349445,0,0,0,0
0.351039,0,0,0,0
0.352590,0,0,0,0
0.354138,0,0,0,0
0.355737,0,0,0,0
0.357287,0,0,0,0
0.358848,0,0,0,0
0.360414,0,0,0,0
0.361804,0,0,0,0
0.363323,0,0,0,0
0.364874,0,0,0,0
0.366423,0,0,0,0
0.367975,0,0,0,0
0.369537,0,0,0,0
0.371090,0,0,0,0
0.372640,0,0,0,0
0.374189,0,0,0,0
0.375740,0,0,0,0
0.377291,0,0,0,0
0.378839,0,0,0,0
0.380415,0,0,0,0
0.381963,0,0,0,0
0.383558,0,0,0,0
0.385110,0,0,0,0
0.386657,0,0,0,0
0.388209,0,0,0,0
0.389682,0,0,0,0
0.391141,0,0,0,0
0.392660,0,0,0,0
0.394209,0,0,0,0
0.395760,0,0,0,0
0.397313,0,0,0,0
0.398862,0,0,0,0
0.400336,0,0,0,0
0.401866,0,0,0,0
0.403419,0,0,0,0
0.404971,0,0,0,0
0.406519,0,0,0,0
0.408071,0,0,0,0
0.409622,0,0,0,0
0.411174,0,0,0,0
0.412739,0,0,0,0
0.414288,0,0,0,0
0.415840,0,0,0,0
0.417390,0,0,0,0
0.418942,0,0,0,0
0.420494,0,0,0,0
0.422043,0,0,0,0
0.423651,0,0,0,0
0.425202,0,0,0,0
0.426752,0,0,0,0
0.428303,0,0,0,0
0.429729,0,0,0,0
0.431299,0,0,0,0
0.432851,0,0,0,0
0.434415,0,0,0,0
0.435967,0,0,0,0
0.437519,0,0,0,0
0.439115,0,0,0,0
0.440668,0,0,0,0
0.442218,0,0,0,0
0.443770,0,0,0,0
0.445325,0,0,0,0
0.446867,0,0,0,0
0.448352,0,0,0,0
0.449742,0,0,0,0
0.451260,0,0,0,0
0.452812,0,0,0,0
0.454359,0,0,0,0
0.455920,0,0,0,0
0.457343,0,0,0,0
0.458864,0,0,0,0
0.460460,0,0,0,0
0.462010,0,0,0,0
0.463608,0,0,0,0
0.465161,0,0,0,0
0.466724,0,0,0,0
0.468300,0,0,0,0
0.469849,0,0,0,0
0.471443,0,0,0,0
0.472995,0,0,0,0
0.474543,0,0,0,0
0.475963,0,0,0,0
0.477496,0,0,0,0
0.479095,0,0,0,0
0.480644,0,0,0,0
0.482193,0,0,0,0
0.483744,0,0,0,0
0.485294,0,0,0,0
0.486843,0,0,0,0
0.488410,0,0,0,0
0.489958,0,0,0,0
0.491509,0,0,0,0
0.493060,0,0,0,0
0.494608,0,0,0,0
0.496205,0,0,0,0
0.497753,0,0,0,0
0.499317,0,0,0,0
0.500869,0,0,0,0
0.502417,0,0,0,0
0.505181,0,0,0,0
0.506942,0,0,0,0
