elapsed_s,TSE_CLIP_CODE_WORKING_CYCLE_L1,TSE_CLIP_WORKING_CYCLE_L1,TSE_CLIP_CTRL_WORKING_CYCLE_L2,TSE_CLIP_VP_FMUL_WORKING_CYCLE_L2
0.001297,0,0,0,0
0.002831,0,0,0,0
0.004250,0,0,0,0
0.005668,0,0,0,0
0.007083,0,0,0,0
0.008498,0,0,0,0
0.009925,0,0,0,0
0.011340,0,0,0,0
0.012755,0,0,0,0
0.014493,0,0,0,0
0.015913,0,0,0,0
0.017490,0,0,0,0
0.018936,0,0,0,0
0.020340,0,0,0,0
0.021719,0,0,0,0
0.023326,0,0,0,0
0.024721,0,0,0,0
0.026111,0,0,0,0
0.027488,0,0,0,0
0.028863,0,0,0,0
0.030251,0,0,0,0
0.031642,0,0,0,0
0.033014,0,0,0,0
0.034472,0,0,0,0
0.035868,0,0,0,0
0.037240,0,0,0,0
0.038588,0,0,0,0
0.039934,0,0,0,0
0.041331,0,0,0,0
0.042700,0,0,0,0
0.044078,0,0,0,0
0.045426,0,0,0,0
0.046775,0,0,0,0
0.048124,0,0,0,0
0.049540,0,0,0,0
0.050928,0,0,0,0
0.052287,0,0,0,0
0.053688,0,0,0,0
0.055118,0,0,0,0
0.056613,0,0,0,0
0.058092,0,0,0,0
0.059473,0,0,0,0
0.060836,0,0,0,0
0.062227,0,0,0,0
0.063592,0,0,0,0
0.064963,0,0,0,0
0.066287,0,0,0,0
0.067552,0,0,0,0
0.068928,0,0,0,0
0.070305,0,0,0,0
0.071679,0,0,0,0
0.073053,0,0,0,0
0.074429,0,0,0,0
0.075698,0,0,0,0
0.077122,0,0,0,0
0.078393,0,0,0,0
0.079826,0,0,0,0
0.081149,0,0,0,0
0.082575,0,0,0,0
0.083890,0,0,0,0
0.085316,0,0,0,0
0.086742,0,0,0,0
0.088167,0,0,0,0
0.089596,0,0,0,0
0.091023,0,0,0,0
0.092449,0,0,0,0
0.093876,0,0,0,0
0.095307,0,0,0,0
0.096633,0,0,0,0
0.098073,0,0,0,0
0.099456,0,0,0,0
0.100818,0,0,0,0
0.102238,0,0,0,0
0.103598,0,0,0,0
0.104959,0,0,0,0
0.106342,0,0,0,0
0.107765,0,0,0,0
0.109269,0,0,0,0
0.110662,0,0,0,0
0.111945,0,0,0,0
0.113369,0,0,0,0
0.114679,0,0,0,0
0.115948,0,0,0,0
0.117371,0,0,0,0
0.118765,0,0,0,0
0.120143,0,0,0,0
0.121345,0,0,0,0
0.122720,0,0,0,0
0.124089,0,0,0,0
0.125507,0,0,0,0
0.126876,0,0,0,0
0.128136,0,0,0,0
0.129562,0,0,0,0
0.130931,0,0,0,0
0.132300,0,0,0,0
0.133718,0,0,0,0
0.135140,0,0,0,0
0.136512,0,0,0,0
0.137771,0,0,0,0
0.139142,0,0,0,0
0.140516,0,0,0,0
0.141886,0,0,0,0
0.143257,0,0,0,0
0.144517,0,0,0,0
0.145887,0,0,0,0
0.147257,0,0,0,0
0.148627,0,0,0,0
0.150192,0,0,0,0
0.151597,0,0,0,0
0.153085,0,0,0,0
0.158213,0,0,0,0
0.159597,0,0,0,0
0.161078,0,0,0,0
0.162468,0,0,0,0
0.163847,0,0,0,0
0.165227,0,0,0,0
0.166608,0,0,0,0
0.167987,0,0,0,0
0.169384,0,0,0,0
0.170758,0,0,0,0
0.172105,0,0,0,0
0.173461,0,0,0,0
0.174803,0,0,0,0
0.176143,0,0,0,0
0.177485,0,0,0,0
0.178826,0,0,0,0
0.180166,0,0,0,0
0.181506,0,0,0,0
0.183240,0,0,0,0
0.184698,0,0,0,0
0.186238,0,0,0,0
0.187631,0,0,0,0
0.189324,0,0,0,0
0.192149,0,0,0,0
0.193535,0,0,0,0
0.194925,0,0,0,0
0.196306,0,0,0,0
0.197688,0,0,0,0
0.199073,0,0,0,0
0.200458,0,0,0,0
0.201845,0,0,0,0
0.203229,0,0,0,0
0.204613,0,0,0,0
0.206008,0,0,0,0
0.207392,0,0,0,0
0.208775,0,0,0,0
0.210161,0,0,0,0
0.211545,0,0,0,0
0.212929,0,0,0,0
0.214351,0,0,0,0
0.215880,0,0,0,0
0.218163,0,0,0,0
