elapsed_s,TSE_FE_ILLEGAL_BOUNDING_BOX_PRIM,TSE_FE_VP_OUT_IS_NAN,TSE_FE_EXCLUDED_PRIM,TSE_FE_EARLY_CULL_CLIPPED_PRIM
0.001094,0,0,0,0
0.002562,0,0,0,0
0.003981,0,0,0,0
0.005397,0,0,0,0
0.006814,0,0,0,0
0.008230,0,0,0,0
0.009655,0,0,0,0
0.011069,0,0,0,0
0.012504,0,0,0,0
0.013916,0,0,0,0
0.015323,0,0,0,0
0.016748,0,0,0,0
0.018176,0,0,0,0
0.019592,0,0,0,0
0.020964,0,0,0,0
0.022313,0,0,0,0
0.023662,0,0,0,0
0.025006,0,0,0,0
0.026350,0,0,0,0
0.027885,0,0,0,0
0.029255,0,0,0,0
0.030698,0,0,0,0
0.032069,0,0,0,0
0.033402,0,0,0,0
0.034782,0,0,0,0
0.036113,0,0,0,0
0.037443,0,0,0,0
0.038774,0,0,0,0
0.040108,0,0,0,0
0.041448,0,0,0,0
0.042835,0,0,0,0
0.044167,0,0,0,0
0.045501,0,0,0,0
0.046823,0,0,0,0
0.048120,0,0,0,0
0.049417,0,0,0,0
0.050712,0,0,0,0
0.052010,0,0,0,0
0.053374,0,0,0,0
0.054740,0,0,0,0
0.056107,0,0,0,0
0.057472,0,0,0,0
0.058834,0,0,0,0
0.060197,0,0,0,0
0.061559,0,0,0,0
0.062913,0,0,0,0
0.064181,0,0,0,0
0.065554,0,0,0,0
0.066929,0,0,0,0
0.068354,0,0,0,0
0.069736,0,0,0,0
0.071170,0,0,0,0
0.072513,0,0,0,0
0.073833,0,0,0,0
0.075154,0,0,0,0
0.076579,0,0,0,0
0.078004,0,0,0,0
0.079438,0,0,0,0
0.080865,0,0,0,0
0.082278,0,0,0,0
0.083764,0,0,0,0
0.085187,0,0,0,0
0.086614,0,0,0,0
0.088055,0,0,0,0
0.089892,0,0,0,0
0.091425,0,0,0,0
0.092835,0,0,0,0
0.094247,0,0,0,0
0.095805,0,0,0,0
0.097161,0,0,0,0
0.098506,0,0,0,0
0.099967,0,0,0,0
0.101316,0,0,0,0
0.102664,0,0,0,0
0.104011,0,0,0,0
0.105359,0,0,0,0
0.106713,0,0,0,0
0.108175,0,0,0,0
0.109525,0,0,0,0
0.111173,0,0,0,0
0.112561,0,0,0,0
0.113933,0,0,0,0
0.115244,0,0,0,0
0.116614,0,0,0,0
0.117988,0,0,0,0
0.119407,0,0,0,0
0.120776,0,0,0,0
0.122146,0,0,0,0
0.123488,0,0,0,0
0.124952,0,0,0,0
0.126337,0,0,0,0
0.127756,0,0,0,0
0.129072,0,0,0,0
0.130504,0,0,0,0
0.131927,0,0,0,0
0.133347,0,0,0,0
0.134766,0,0,0,0
0.136203,0,0,0,0
0.137513,0,0,0,0
0.138933,0,0,0,0
0.140359,0,0,0,0
0.141780,0,0,0,0
0.143219,0,0,0,0
0.144597,0,0,0,0
0.145975,0,0,0,0
0.147353,0,0,0,0
0.148734,0,0,0,0
0.150113,0,0,0,0
0.152497,0,0,0,0
0.154036,0,0,0,0
0.155947,0,0,0,0
0.157687,0,0,0,0
0.159153,0,0,0,0
0.160545,0,0,0,0
0.162230,0,0,0,0
0.163650,0,0,0,0
0.165595,0,0,0,0
0.167022,0,0,0,0
0.168771,0,0,0,0
0.170890,0,0,0,0
0.172586,0,0,0,0
0.174634,0,0,0,0
0.176243,0,0,0,0
0.178241,0,0,0,0
0.179695,0,0,0,0
0.181228,0,0,0,0
0.182784,0,0,0,0
0.184155,0,0,0,0
0.185482,0,0,0,0
0.186797,0,0,0,0
0.188111,0,0,0,0
0.189423,0,0,0,0
0.190737,0,0,0,0
0.192049,0,0,0,0
0.193372,0,0,0,0
