elapsed_s,TSE_VP0_TRANSFORM_WORKING_CYCLE_L2,TSE_VP1_TRANSFORM_WORKING_CYCLE_L2,TSE_VP2_TRANSFORM_WORKING_CYCLE_L2,TSE_VERTEX_GEN_WORKING_CYCLE_L1
0.001132,0,0,0,0
0.002625,0,0,0,0
0.004016,0,0,0,0
0.005435,0,0,0,0
0.006848,0,0,0,0
0.008263,0,0,0,0
0.009689,0,0,0,0
0.011103,0,0,0,0
0.012519,0,0,0,0
0.013933,0,0,0,0
0.015521,0,0,0,0
0.017011,0,0,0,0
0.018393,0,0,0,0
0.019852,0,0,0,0
0.021227,0,0,0,0
0.022599,0,0,0,0
0.024200,0,0,0,0
0.025591,0,0,0,0
0.026969,0,0,0,0
0.028384,0,0,0,0
0.029751,0,0,0,0
0.031130,0,0,0,0
0.032548,0,0,0,0
0.033913,0,0,0,0
0.035278,0,0,0,0
0.036690,0,0,0,0
0.038054,0,0,0,0
0.039417,0,0,0,0
0.040830,0,0,0,0
0.042223,0,0,0,0
0.043586,0,0,0,0
0.045011,0,0,0,0
0.046353,0,0,0,0
0.047695,0,0,0,0
0.049222,0,0,0,0
0.050591,0,0,0,0
0.051946,0,0,0,0
0.053373,0,0,0,0
0.054738,0,0,0,0
0.056150,0,0,0,0
0.057528,0,0,0,0
0.058878,0,0,0,0
0.060259,0,0,0,0
0.061556,0,0,0,0
0.062851,0,0,0,0
0.064201,0,0,0,0
0.065501,0,0,0,0
0.066799,0,0,0,0
0.068096,0,0,0,0
0.069394,0,0,0,0
0.070693,0,0,0,0
0.071989,0,0,0,0
0.073264,0,0,0,0
0.074539,0,0,0,0
0.075824,0,0,0,0
0.077088,0,0,0,0
0.078352,0,0,0,0
0.079666,0,0,0,0
0.080948,0,0,0,0
0.082275,0,0,0,0
0.083609,0,0,0,0
0.084908,0,0,0,0
0.086177,0,0,0,0
0.087441,0,0,0,0
0.088759,0,0,0,0
0.090063,0,0,0,0
0.091362,0,0,0,0
0.092662,0,0,0,0
0.093961,0,0,0,0
0.095265,0,0,0,0
0.096610,0,0,0,0
0.097909,0,0,0,0
0.099215,0,0,0,0
0.100564,0,0,0,0
0.101749,0,0,0,0
0.103159,0,0,0,0
0.104507,0,0,0,0
0.105808,0,0,0,0
0.107102,0,0,0,0
0.108449,0,0,0,0
0.109745,0,0,0,0
0.111041,0,0,0,0
0.112386,0,0,0,0
0.113683,0,0,0,0
0.114979,0,0,0,0
0.116329,0,0,0,0
0.117626,0,0,0,0
0.118923,0,0,0,0
0.120284,0,0,0,0
0.121715,0,0,0,0
0.123088,0,0,0,0
0.124507,0,0,0,0
0.125876,0,0,0,0
0.127299,0,0,0,0
0.128717,0,0,0,0
0.130086,0,0,0,0
