elapsed_s,RAS_SLICE_BLOCK_EMPTY,RAS_SAMPLE_MASK_GEN_LANE_0_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_1_WORKING_CC_L2,RAS_SAMPLE_MASK_GEN_LANE_2_WORKING_CC_L2
0.001093,0,0,0,0
0.002541,0,0,0,0
0.003959,0,0,0,0
0.005457,0,0,0,0
0.006925,0,0,0,0
0.008420,0,0,0,0
0.009881,0,0,0,0
0.011283,0,0,0,0
0.012713,0,0,0,0
0.014094,0,0,0,0
0.015477,0,0,0,0
0.016900,0,0,0,0
0.018268,0,0,0,0
0.019727,0,0,0,0
0.021222,0,0,0,0
0.022599,0,0,0,0
0.023973,0,0,0,0
0.025349,0,0,0,0
0.026735,0,0,0,0
0.028248,0,0,0,0
0.030201,0,0,0,0
0.031637,0,0,0,0
0.033109,0,0,0,0
0.034532,0,0,0,0
0.035948,0,0,0,0
0.037507,0,0,0,0
0.038927,0,0,0,0
0.040820,0,0,0,0
0.042218,0,0,0,0
0.043632,0,0,0,0
0.045042,0,0,0,0
0.046445,0,0,0,0
0.047836,0,0,0,0
0.049242,0,0,0,0
0.050647,0,0,0,0
0.052129,0,0,0,0
0.053589,0,0,0,0
0.055045,0,0,0,0
0.056502,0,0,0,0
0.057962,0,0,0,0
0.059420,0,0,0,0
0.060874,0,0,0,0
0.062284,0,0,0,0
0.063693,0,0,0,0
0.065178,0,0,0,0
0.066524,0,0,0,0
0.067983,0,0,0,0
0.069379,0,0,0,0
0.070680,0,0,0,0
0.071985,0,0,0,0
0.073365,0,0,0,0
0.074662,0,0,0,0
0.075959,0,0,0,0
0.077270,0,0,0,0
0.078568,0,0,0,0
0.079865,0,0,0,0
0.081183,0,0,0,0
0.082507,0,0,0,0
0.083932,0,0,0,0
0.085233,0,0,0,0
0.086611,0,0,0,0
0.087877,0,0,0,0
0.089147,0,0,0,0
0.090522,0,0,0,0
0.091901,0,0,0,0
0.093229,0,0,0,0
0.094607,0,0,0,0
0.095984,0,0,0,0
0.097447,0,0,0,0
0.098813,0,0,0,0
0.100194,0,0,0,0
0.101596,0,0,0,0
0.103093,0,0,0,0
0.104627,0,0,0,0
0.106157,0,0,0,0
0.107568,0,0,0,0
0.108980,0,0,0,0
0.110390,0,0,0,0
0.111799,0,0,0,0
0.113332,0,0,0,0
0.114683,0,0,0,0
0.116144,0,0,0,0
0.117493,0,0,0,0
0.118952,0,0,0,0
0.120299,0,0,0,0
0.121761,0,0,0,0
0.123107,0,0,0,0
0.124599,0,0,0,0
0.126357,0,0,0,0
0.127734,0,0,0,0
0.129115,0,0,0,0
0.130485,0,0,0,0
0.131855,0,0,0,0
0.133208,0,0,0,0
0.134579,0,0,0,0
0.135955,0,0,0,0
0.137328,0,0,0,0
0.138700,0,0,0,0
0.140070,0,0,0,0
0.141333,0,0,0,0
0.142594,0,0,0,0
0.143967,0,0,0,0
0.145252,0,0,0,0
0.146633,0,0,0,0
0.148015,0,0,0,0
0.149298,0,0,0,0
0.150680,0,0,0,0
0.152053,0,0,0,0
0.153423,0,0,0,0
0.154796,0,0,0,0
0.156188,0,0,0,0
0.157538,0,0,0,0
0.158870,0,0,0,0
0.160210,0,0,0,0
0.161606,0,0,0,0
0.162978,0,0,0,0
0.164321,0,0,0,0
0.165662,0,0,0,0
0.167001,0,0,0,0
0.168356,0,0,0,0
0.169695,0,0,0,0
0.171033,0,0,0,0
0.172400,0,0,0,0
0.173958,0,0,0,0
0.175508,0,0,0,0
0.177060,0,0,0,0
0.178498,0,0,0,0
0.179889,0,0,0,0
0.181302,0,0,0,0
0.182688,0,0,0,0
0.184075,0,0,0,0
0.185460,0,0,0,0
0.186845,0,0,0,0
0.188311,0,0,0,0
0.189837,0,0,0,0
0.191387,0,0,0,0
0.192939,0,0,0,0
0.194491,0,0,0,0
0.196110,0,0,0,0
0.197726,0,0,0,0
0.199275,0,0,0,0
0.200840,0,0,0,0
0.202392,0,0,0,0
0.203942,0,0,0,0
0.205543,0,0,0,0
0.207094,0,0,0,0
0.208647,0,0,0,0
0.210200,0,0,0,0
0.211637,0,0,0,0
0.213159,0,0,0,0
0.214710,0,0,0,0
0.216266,0,0,0,0
0.217817,0,0,0,0
0.219366,0,0,0,0
0.220918,0,0,0,0
0.222481,0,0,0,0
0.224031,0,0,0,0
0.225603,0,0,0,0
0.226991,0,0,0,0
0.228510,0,0,0,0
0.230062,0,0,0,0
0.231610,0,0,0,0
0.233174,0,0,0,0
0.234725,0,0,0,0
0.236321,0,0,0,0
0.237872,0,0,0,0
0.239421,0,0,0,0
0.240972,0,0,0,0
0.242524,0,0,0,0
0.244089,0,0,0,0
0.245640,0,0,0,0
0.247189,0,0,0,0
0.248742,0,0,0,0
0.250294,0,0,0,0
0.251845,0,0,0,0
0.253454,0,0,0,0
0.254892,0,0,0,0
0.256418,0,0,0,0
0.257961,0,0,0,0
0.259382,0,0,0,0
0.260778,0,0,0,0
0.262271,0,0,0,0
0.263743,0,0,0,0
0.265297,0,0,0,0
0.266688,0,0,0,0
0.268392,0,0,0,0
0.271269,0,0,0,0
0.272661,0,0,0,0
0.274041,0,0,0,0
0.275432,0,0,0,0
0.276811,0,0,0,0
0.278319,0,0,0,0
0.279753,0,0,0,0
0.281412,0,0,0,0
0.282961,0,0,0,0
0.284558,0,0,0,0
0.286122,0,0,0,0
0.287670,0,0,0,0
0.289220,0,0,0,0
0.290772,0,0,0,0
0.292368,0,0,0,0
0.293920,0,0,0,0
0.295469,0,0,0,0
0.297032,0,0,0,0
0.298582,0,0,0,0
0.300176,0,0,0,0
0.301727,0,0,0,0
0.303274,0,0,0,0
0.304828,0,0,0,0
0.306377,0,0,0,0
0.307939,0,0,0,0
0.309494,0,0,0,0
0.311042,0,0,0,0
0.312608,0,0,0,0
0.314050,0,0,0,0
0.315569,0,0,0,0
0.316986,0,0,0,0
0.318508,0,0,0,0
0.320197,0,0,0,0
0.321748,0,0,0,0
0.323298,0,0,0,0
0.325175,0,0,0,0
0.326602,0,0,0,0
0.328186,0,0,0,0
0.329743,0,0,0,0
0.331285,0,0,0,0
0.332706,0,0,0,0
0.334227,0,0,0,0
0.335777,0,0,0,0
0.337335,0,0,0,0
0.338887,0,0,0,0
0.340451,0,0,0,0
0.342004,0,0,0,0
0.343555,0,0,0,0
0.345107,0,0,0,0
0.346658,0,0,0,0
0.348254,0,0,0,0
0.349816,0,0,0,0
0.351380,0,0,0,0
0.352932,0,0,0,0
0.354475,0,0,0,0
0.356186,0,0,0,0
0.357579,0,0,0,0
0.358970,0,0,0,0
0.360487,0,0,0,0
0.362048,0,0,0,0
0.363611,0,0,0,0
0.365070,0,0,0,0
0.366590,0,0,0,0
0.368015,0,0,0,0
0.369538,0,0,0,0
0.371087,0,0,0,0
0.372652,0,0,0,0
0.374204,0,0,0,0
0.375753,0,0,0,0
0.377392,0,0,0,0
0.378941,0,0,0,0
0.380537,0,0,0,0
0.382088,0,0,0,0
0.383650,0,0,0,0
0.385202,0,0,0,0
0.386753,0,0,0,0
0.392108,0,0,0,0
0.393594,0,0,0,0
0.394997,0,0,0,0
0.396532,0,0,0,0
0.397928,0,0,0,0
0.399273,0,0,0,0
0.400614,0,0,0,0
0.401954,0,0,0,0
0.403294,0,0,0,0
0.404652,0,0,0,0
0.405993,0,0,0,0
0.407331,0,0,0,0
0.408672,0,0,0,0
0.410011,0,0,0,0
0.411348,0,0,0,0
0.412821,0,0,0,0
0.414383,0,0,0,0
0.415943,0,0,0,0
0.417500,0,0,0,0
0.419048,0,0,0,0
0.420600,0,0,0,0
0.422150,0,0,0,0
0.423699,0,0,0,0
0.425310,0,0,0,0
0.426872,0,0,0,0
0.428469,0,0,0,0
0.430021,0,0,0,0
0.431570,0,0,0,0
0.433120,0,0,0,0
0.435078,0,0,0,0
0.436512,0,0,0,0
0.438048,0,0,0,0
0.439597,0,0,0,0
0.441148,0,0,0,0
0.442699,0,0,0,0
0.444294,0,0,0,0
0.445845,0,0,0,0
0.447394,0,0,0,0
0.448958,0,0,0,0
0.450509,0,0,0,0
0.452126,0,0,0,0
0.453741,0,0,0,0
0.455291,0,0,0,0
0.456843,0,0,0,0
0.458395,0,0,0,0
0.459956,0,0,0,0
0.461557,0,0,0,0
0.463106,0,0,0,0
0.464659,0,0,0,0
0.466210,0,0,0,0
0.467759,0,0,0,0
