elapsed_s,RAS_STGEN_BOTTLENECK_CYCLES,RAS_MTGEN_BOTTLENECK_CYCLES,RAS_TGEN_BOTTLENECK_CYCLES
0.001202,0,0,0
0.002639,0,0,0
0.004055,0,0,0
0.005469,0,0,0
0.006876,0,0,0
0.008281,0,0,0
0.009696,0,0,0
0.011100,0,0,0
0.012504,0,0,0
0.013909,0,0,0
0.015341,0,0,0
0.016785,0,0,0
0.018280,0,0,0
0.019625,0,0,0
0.020988,0,0,0
0.022347,0,0,0
0.023688,0,0,0
0.025029,0,0,0
0.026366,0,0,0
0.027706,0,0,0
0.029043,0,0,0
0.030461,0,0,0
0.031822,0,0,0
0.033213,0,0,0
0.034508,0,0,0
0.035797,0,0,0
0.037115,0,0,0
0.038463,0,0,0
0.039756,0,0,0
0.041112,0,0,0
0.042408,0,0,0
0.043696,0,0,0
0.044986,0,0,0
0.046349,0,0,0
0.047610,0,0,0
0.048870,0,0,0
0.050142,0,0,0
0.051402,0,0,0
0.052719,0,0,0
0.054029,0,0,0
0.055288,0,0,0
0.056546,0,0,0
0.057853,0,0,0
0.059162,0,0,0
0.060428,0,0,0
0.061736,0,0,0
0.063017,0,0,0
0.064277,0,0,0
0.065537,0,0,0
0.066796,0,0,0
0.068055,0,0,0
0.069363,0,0,0
0.070623,0,0,0
0.071886,0,0,0
0.073151,0,0,0
0.074411,0,0,0
0.075670,0,0,0
0.076929,0,0,0
0.078398,0,0,0
0.079711,24,0,0
0.080888,0,0,0
0.082199,0,0,0
0.083502,0,0,0
0.084793,0,0,0
0.086082,0,0,0
0.087370,0,0,0
0.088661,0,0,0
0.089951,0,0,0
0.091243,0,0,0
0.092534,0,0,0
0.093827,0,0,0
0.095087,0,0,0
0.096349,0,0,0
0.097610,0,0,0
0.098873,60,0,0
0.100453,108,0,0
0.101825,0,0,0
0.103192,0,0,0
0.104453,0,0,0
0.105822,0,0,0
0.107194,0,0,0
0.108562,0,0,0
0.109929,0,0,0
0.111297,0,0,0
0.112554,0,0,0
0.113811,0,0,0
0.115248,0,0,0
0.116670,0,0,0
0.118128,0,0,0
0.119594,0,0,0
0.121059,0,0,0
0.122436,0,0,0
0.123894,0,0,0
0.125274,0,0,0
0.126730,0,0,0
0.128194,0,0,0
0.129653,0,0,0
0.131112,0,0,0
0.132491,0,0,0
0.133868,0,0,0
0.135244,0,0,0
0.136629,0,0,0
0.138004,0,0,0
0.139380,0,0,0
0.140880,0,0,0
0.142363,0,0,0
0.143751,0,0,0
0.145179,0,0,0
0.146563,0,0,0
0.147957,0,0,0
0.149344,0,0,0
0.150724,0,0,0
0.152235,0,0,0
0.153783,0,0,0
0.155330,0,0,0
0.156874,0,0,0
0.158311,0,0,0
0.159827,0,0,0
0.161429,0,0,0
0.162976,0,0,0
0.164520,0,0,0
0.166064,0,0,0
0.167611,0,0,0
0.169170,0,0,0
0.170715,0,0,0
0.172259,0,0,0
0.173806,0,0,0
0.175351,0,0,0
0.176895,0,0,0
0.178489,0,0,0
0.180046,0,0,0
0.181594,0,0,0
0.183140,0,0,0
0.184683,0,0,0
0.186229,0,0,0
0.187775,0,0,0
0.189323,0,0,0
0.190753,0,0,0
0.192270,0,0,0
0.193859,0,0,0
0.195405,0,0,0
0.196950,0,0,0
0.198499,0,0,0
0.200121,0,0,0
0.201720,0,0,0
0.203126,0,0,0
0.204509,0,0,0
0.205891,0,0,0
0.207270,0,0,0
0.210202,0,0,0
0.211929,0,0,0
0.213672,0,0,0
0.216128,0,0,0
0.217514,0,0,0
0.218856,0,0,0
0.220231,0,0,0
0.221606,0,0,0
0.222991,0,0,0
0.224365,0,0,0
0.225739,0,0,0
0.227115,0,0,0
0.228488,0,0,0
0.229862,0,0,0
0.231237,0,0,0
0.232614,0,0,0
0.234011,0,0,0
0.235385,0,0,0
0.236760,0,0,0
0.238136,0,0,0
0.239518,0,0,0
0.240897,0,0,0
0.242317,0,0,0
0.243696,0,0,0
0.245139,0,0,0
0.246592,0,0,0
0.247972,0,0,0
0.249354,0,0,0
0.250940,0,0,0
0.252485,0,0,0
0.254032,0,0,0
0.255581,0,0,0
0.257230,0,0,0
0.258771,0,0,0
0.260313,0,0,0
0.261738,0,0,0
0.263258,0,0,0
0.264804,0,0,0
0.266366,0,0,0
0.267911,0,0,0
0.269458,0,0,0
0.271004,0,0,0
0.272549,0,0,0
0.274097,0,0,0
0.275642,0,0,0
0.277076,0,0,0
0.278742,0,0,0
0.280287,0,0,0
0.281836,0,0,0
