elapsed_s,VFD_ATTR_INFO_FIFO_FULL,VFD_DECODED_ATTRIBUTE_BYTES,VFD_NUM_ATTRIBUTES,VFD_UPPER_SHADER_FIBERS,VFD_LOWER_SHADER_FIBERS,VFD_MODE_0_FIBERS,VFD_MODE_1_FIBERS,VFD_MODE_2_FIBERS
0.001594,0,0,0,0,0,0,0,0
0.004503,0,0,0,0,0,0,0,0
0.006362,0,0,0,0,0,0,0,0
0.008054,0,0,0,0,0,0,0,0
0.009780,0,0,0,0,0,0,0,0
0.011332,0,0,0,0,0,0,0,0
0.012878,0,0,0,0,0,0,0,0
0.014426,0,0,0,0,0,0,0,0
0.015970,0,0,0,0,0,0,0,0
0.017618,0,0,0,0,0,0,0,0
0.019334,0,0,0,0,0,0,0,0
0.021128,0,0,0,0,0,0,0,0
0.022641,0,0,0,0,0,0,0,0
0.024174,0,0,0,0,0,0,0,0
0.025700,0,0,0,0,0,0,0,0
0.027223,0,0,0,0,0,0,0,0
0.028745,0,0,0,0,0,0,0,0
0.030265,0,0,0,0,0,0,0,0
0.031804,0,0,0,0,0,0,0,0
0.033337,0,0,0,0,0,0,0,0
0.034857,0,0,0,0,0,0,0,0
0.036649,0,0,0,0,0,0,0,0
0.038350,0,0,0,0,0,0,0,0
0.039863,0,0,0,0,0,0,0,0
0.041507,0,0,0,0,0,0,0,0
0.043095,0,0,0,0,0,0,0,0
0.044673,0,0,0,0,0,0,0,0
0.046159,0,0,0,0,0,0,0,0
0.047644,0,0,0,0,0,0,0,0
0.049131,0,0,0,0,0,0,0,0
0.050632,0,0,0,0,0,0,0,0
0.052117,0,0,0,0,0,0,0,0
0.053606,0,0,0,0,0,0,0,0
0.055091,0,0,0,0,0,0,0,0
0.056653,0,0,0,0,0,0,0,0
0.058112,0,0,0,0,0,0,0,0
0.059536,0,0,0,0,0,0,0,0
0.060952,0,0,0,0,0,0,0,0
0.062320,0,0,0,0,0,0,0,0
0.063708,0,0,0,0,0,0,0,0
0.065076,0,0,0,0,0,0,0,0
0.066552,0,0,0,0,0,0,0,0
0.067963,0,0,0,0,0,0,0,0
0.069340,0,0,0,0,0,0,0,0
0.070715,0,0,0,0,0,0,0,0
0.072146,0,0,0,0,0,0,0,0
0.073526,0,0,0,0,0,0,0,0
0.075123,0,0,0,0,0,0,0,0
0.076495,0,0,0,0,0,0,0,0
0.077864,0,0,0,0,0,0,0,0
0.079228,0,0,0,0,0,0,0,0
0.080643,0,0,0,0,0,0,0,0
0.082002,0,0,0,0,0,0,0,0
0.083364,0,0,0,0,0,0,0,0
0.084730,0,0,0,0,0,0,0,0
0.085950,0,0,0,0,0,0,0,0
0.087367,0,0,0,0,0,0,0,0
0.088734,0,0,0,0,0,0,0,0
0.090100,0,0,0,0,0,0,0,0
0.091467,0,0,0,0,0,0,0,0
0.092833,0,0,0,0,0,0,0,0
0.094200,0,0,0,0,0,0,0,0
0.095582,0,0,0,0,0,0,0,0
0.097128,0,0,0,0,0,0,0,0
0.098546,0,0,0,0,0,0,0,0
0.099964,0,0,0,0,0,0,0,0
0.101339,0,0,0,0,0,0,0,0
0.102702,0,0,0,0,0,0,0,0
0.104084,0,0,0,0,0,0,0,0
0.108397,0,0,0,0,0,0,0,0
0.109889,0,0,0,0,0,0,0,0
0.111304,0,0,0,0,0,0,0,0
0.112833,0,0,0,0,0,0,0,0
0.114235,0,0,0,0,0,0,0,0
0.115645,0,0,0,0,0,0,0,0
0.117051,0,0,0,0,0,0,0,0
0.118454,0,0,0,0,0,0,0,0
0.119919,0,0,0,0,0,0,0,0
0.121322,0,0,0,0,0,0,0,0
0.122724,0,0,0,0,0,0,0,0
0.124125,0,0,0,0,0,0,0,0
0.125554,0,0,0,0,0,0,0,0
0.126955,0,0,0,0,0,0,0,0
0.128371,0,0,0,0,0,0,0,0
0.129777,0,0,0,0,0,0,0,0
0.131180,0,0,0,0,0,0,0,0
0.132548,0,0,0,0,0,0,0,0
0.133912,0,0,0,0,0,0,0,0
0.135292,0,0,0,0,0,0,0,0
0.136704,0,0,0,0,0,0,0,0
0.138241,0,0,0,0,0,0,0,0
0.139812,0,0,0,0,0,0,0,0
0.141272,0,0,0,0,0,0,0,0
0.142815,0,0,0,0,0,0,0,0
0.144388,0,0,0,0,0,0,0,0
0.145960,0,0,0,0,0,0,0,0
0.147530,0,0,0,0,0,0,0,0
0.149104,0,0,0,0,0,0,0,0
0.150669,0,0,0,0,0,0,0,0
0.152243,0,0,0,0,0,0,0,0
0.153803,0,0,0,0,0,0,0,0
0.155245,0,0,0,0,0,0,0,0
0.156787,0,0,0,0,0,0,0,0
0.158358,0,0,0,0,0,0,0,0
0.159928,0,0,0,0,0,0,0,0
0.161499,0,0,0,0,0,0,0,0
0.163081,0,0,0,0,0,0,0,0
0.164654,0,0,0,0,0,0,0,0
0.166225,0,0,0,0,0,0,0,0
0.167837,0,0,0,0,0,0,0,0
0.169410,0,0,0,0,0,0,0,0
0.170980,0,0,0,0,0,0,0,0
0.172553,0,0,0,0,0,0,0,0
0.174139,0,0,0,0,0,0,0,0
0.175709,0,0,0,0,0,0,0,0
0.177280,0,0,0,0,0,0,0,0
0.178851,0,0,0,0,0,0,0,0
0.180424,0,0,0,0,0,0,0,0
0.181996,0,0,0,0,0,0,0,0
0.183609,0,0,0,0,0,0,0,0
0.185194,0,0,0,0,0,0,0,0
0.187841,0,0,0,0,0,0,0,0
0.189710,0,0,0,0,0,0,0,0
0.191169,0,0,0,0,0,0,0,0
0.192760,0,0,0,0,0,0,0,0
0.194325,0,0,0,0,0,0,0,0
0.195765,0,0,0,0,0,0,0,0
0.197281,0,0,0,0,0,0,0,0
0.198941,0,0,0,0,0,0,0,0
0.200504,0,0,0,0,0,0,0,0
0.201896,0,0,0,0,0,0,0,0
0.203255,0,0,0,0,0,0,0,0
0.204656,0,0,0,0,0,0,0,0
0.206031,0,0,0,0,0,0,0,0
0.207382,0,0,0,0,0,0,0,0
0.208782,0,0,0,0,0,0,0,0
0.210133,0,0,0,0,0,0,0,0
0.211482,0,0,0,0,0,0,0,0
0.212879,0,0,0,0,0,0,0,0
0.214230,0,0,0,0,0,0,0,0
0.215632,0,0,0,0,0,0,0,0
0.217014,0,0,0,0,0,0,0,0
0.218338,0,0,0,0,0,0,0,0
0.219661,0,0,0,0,0,0,0,0
0.221048,0,0,0,0,0,0,0,0
0.222446,0,0,0,0,0,0,0,0
0.223829,0,0,0,0,0,0,0,0
0.225209,0,0,0,0,0,0,0,0
0.226583,0,0,0,0,0,0,0,0
0.227965,0,0,0,0,0,0,0,0
0.229339,0,0,0,0,0,0,0,0
0.230713,0,0,0,0,0,0,0,0
0.232131,0,0,0,0,0,0,0,0
0.233523,0,0,0,0,0,0,0,0
0.235000,0,0,0,0,0,0,0,0
0.236362,0,0,0,0,0,0,0,0
0.237727,0,0,0,0,0,0,0,0
0.239091,0,0,0,0,0,0,0,0
0.240513,0,0,0,0,0,0,0,0
0.241872,0,0,0,0,0,0,0,0
0.243231,0,0,0,0,0,0,0,0
0.244589,0,0,0,0,0,0,0,0
0.245947,0,0,0,0,0,0,0,0
0.247334,0,0,0,0,0,0,0,0
0.248773,0,0,0,0,0,0,0,0
0.250201,0,0,0,0,0,0,0,0
0.251627,0,0,0,0,0,0,0,0
0.252946,0,0,0,0,0,0,0,0
0.254372,0,0,0,0,0,0,0,0
0.255798,0,0,0,0,0,0,0,0
0.257228,0,0,0,0,0,0,0,0
0.258659,0,0,0,0,0,0,0,0
0.260087,0,0,0,0,0,0,0,0
0.261522,0,0,0,0,0,0,0,0
0.262947,0,0,0,0,0,0,0,0
0.264279,0,0,0,0,0,0,0,0
0.265739,0,0,0,0,0,0,0,0
0.267174,0,0,0,0,0,0,0,0
0.268665,0,0,0,0,0,0,0,0
0.270083,0,0,0,0,0,0,0,0
0.271771,0,0,0,0,0,0,0,0
0.273145,0,0,0,0,0,0,0,0
0.274578,0,0,0,0,0,0,0,0
0.275964,0,0,0,0,0,0,0,0
0.277334,0,0,0,0,0,0,0,0
0.278703,0,0,0,0,0,0,0,0
0.280090,0,0,0,0,0,0,0,0
0.281646,0,0,0,0,0,0,0,0
0.283057,0,0,0,0,0,0,0,0
0.284559,0,0,0,0,0,0,0,0
0.286265,0,0,0,0,0,0,0,0
0.287700,0,0,0,0,0,0,0,0
0.289107,0,0,0,0,0,0,0,0
0.290513,0,0,0,0,0,0,0,0
0.291916,0,0,0,0,0,0,0,0
0.293780,0,0,0,0,0,0,0,0
0.295183,0,0,0,0,0,0,0,0
0.297261,0,0,0,0,0,0,0,0
0.298710,0,0,0,0,0,0,0,0
0.300536,0,0,0,0,0,0,0,0
0.301987,0,0,0,0,0,0,0,0
0.303397,0,0,0,0,0,0,0,0
0.304812,0,0,0,0,0,0,0,0
0.306215,0,0,0,0,0,0,0,0
0.308382,0,0,0,0,0,0,0,0
0.309787,0,0,0,0,0,0,0,0
0.311193,0,0,0,0,0,0,0,0
0.312819,0,0,0,0,0,0,0,0
0.314271,0,0,0,0,0,0,0,0
0.315681,0,0,0,0,0,0,0,0
0.317212,0,0,0,0,0,0,0,0
0.318614,0,0,0,0,0,0,0,0
0.320015,0,0,0,0,0,0,0,0
0.321516,0,0,0,0,0,0,0,0
0.322916,0,0,0,0,0,0,0,0
0.324511,0,0,0,0,0,0,0,0
0.325929,0,0,0,0,0,0,0,0
0.327371,0,0,0,0,0,0,0,0
0.328780,0,0,0,0,0,0,0,0
0.330188,0,0,0,0,0,0,0,0
0.331596,0,0,0,0,0,0,0,0
0.333005,0,0,0,0,0,0,0,0
0.334532,0,0,0,0,0,0,0,0
0.336107,0,0,0,0,0,0,0,0
0.337724,0,0,0,0,0,0,0,0
0.339294,0,0,0,0,0,0,0,0
0.340866,0,0,0,0,0,0,0,0
0.342428,0,0,0,0,0,0,0,0
0.344033,0,0,0,0,0,0,0,0
0.345538,0,0,0,0,0,0,0,0
0.347082,0,0,0,0,0,0,0,0
0.348524,0,0,0,0,0,0,0,0
0.350066,0,0,0,0,0,0,0,0
0.351636,0,0,0,0,0,0,0,0
0.353207,0,0,0,0,0,0,0,0
0.354780,0,0,0,0,0,0,0,0
0.356352,0,0,0,0,0,0,0,0
0.357936,0,0,0,0,0,0,0,0
0.359512,0,0,0,0,0,0,0,0
0.361125,0,0,0,0,0,0,0,0
0.363754,0,0,0,0,0,0,0,0
0.365173,0,0,0,0,0,0,0,0
0.366584,0,0,0,0,0,0,0,0
0.368007,0,0,0,0,0,0,0,0
0.369469,0,0,0,0,0,0,0,0
0.371006,0,0,0,0,0,0,0,0
0.372580,0,0,0,0,0,0,0,0
0.374151,0,0,0,0,0,0,0,0
0.375763,0,0,0,0,0,0,0,0
0.377335,0,0,0,0,0,0,0,0
0.378920,0,0,0,0,0,0,0,0
0.380493,0,0,0,0,0,0,0,0
0.382065,0,0,0,0,0,0,0,0
0.383635,0,0,0,0,0,0,0,0
0.385207,0,0,0,0,0,0,0,0
0.386778,0,0,0,0,0,0,0,0
0.388351,0,0,0,0,0,0,0,0
0.389935,0,0,0,0,0,0,0,0
0.391549,0,0,0,0,0,0,0,0
0.393121,0,0,0,0,0,0,0,0
0.394566,0,0,0,0,0,0,0,0
0.395979,0,0,0,0,0,0,0,0
0.397386,0,0,0,0,0,0,0,0
0.398787,0,0,0,0,0,0,0,0
0.400197,0,0,0,0,0,0,0,0
0.401742,0,0,0,0,0,0,0,0
0.403143,0,0,0,0,0,0,0,0
0.404544,0,0,0,0,0,0,0,0
0.405942,0,0,0,0,0,0,0,0
0.407400,0,0,0,0,0,0,0,0
0.408775,0,0,0,0,0,0,0,0
0.410150,0,0,0,0,0,0,0,0
0.411531,0,0,0,0,0,0,0,0
0.412970,0,0,0,0,0,0,0,0
0.414347,0,0,0,0,0,0,0,0
0.415720,0,0,0,0,0,0,0,0
0.417094,0,0,0,0,0,0,0,0
0.418467,0,0,0,0,0,0,0,0
0.419841,0,0,0,0,0,0,0,0
0.421214,0,0,0,0,0,0,0,0
0.422785,0,0,0,0,0,0,0,0
0.424154,0,0,0,0,0,0,0,0
0.425564,0,0,0,0,0,0,0,0
0.426945,0,0,0,0,0,0,0,0
0.428351,0,0,0,0,0,0,0,0
0.429728,0,0,0,0,0,0,0,0
0.431104,0,0,0,0,0,0,0,0
0.432530,0,0,0,0,0,0,0,0
0.433852,0,0,0,0,0,0,0,0
0.435229,0,0,0,0,0,0,0,0
0.436498,0,0,0,0,0,0,0,0
0.437873,0,0,0,0,0,0,0,0
0.439317,0,0,0,0,0,0,0,0
0.440786,0,0,0,0,0,0,0,0
0.442195,0,0,0,0,0,0,0,0
0.443666,0,0,0,0,0,0,0,0
0.445099,0,0,0,0,0,0,0,0
0.446472,0,0,0,0,0,0,0,0
0.447835,0,0,0,0,0,0,0,0
0.449199,0,0,0,0,0,0,0,0
0.450563,0,0,0,0,0,0,0,0
0.451922,0,0,0,0,0,0,0,0
0.453288,0,0,0,0,0,0,0,0
0.454650,0,0,0,0,0,0,0,0
0.456044,0,0,0,0,0,0,0,0
0.457635,0,0,0,0,0,0,0,0
0.459047,0,0,0,0,0,0,0,0
0.460551,0,0,0,0,0,0,0,0
0.462033,0,0,0,0,0,0,0,0
0.463442,0,0,0,0,0,0,0,0
0.465972,0,0,0,0,0,0,0,0
0.467400,0,0,0,0,0,0,0,0
0.468812,0,0,0,0,0,0,0,0
0.470219,0,0,0,0,0,0,0,0
0.471664,0,0,0,0,0,0,0,0
0.473091,0,0,0,0,0,0,0,0
0.475164,0,0,0,0,0,0,0,0
0.476696,0,0,0,0,0,0,0,0
0.481557,0,0,0,0,0,0,0,0
0.482958,0,0,0,0,0,0,0,0
0.484499,0,0,0,0,0,0,0,0
0.486007,0,0,0,0,0,0,0,0
0.487454,0,0,0,0,0,0,0,0
0.488995,0,0,0,0,0,0,0,0
