elapsed_s,VFD_NEVER_COUNT,VFD_BUSY_CYCLES,VFD_STALL_CYCLES_UCHE,VFD_STALL_CYCLES_VPC_ALLOC,VFD_STALL_CYCLES_SP_INFO,VFD_STALL_CYCLES_SP_ATTR,VFD_STARVE_CYCLES_UCHE,VFD_RBUFFER_FULL
0.001103,0,0,0,0,0,0,0,0
0.002699,0,0,0,0,0,0,0,0
0.004267,0,0,0,0,0,0,0,0
0.005814,0,0,0,0,0,0,0,0
0.007469,0,0,0,0,0,0,0,0
0.009014,0,0,0,0,0,0,0,0
0.010571,0,0,0,0,0,0,0,0
0.012118,0,0,0,0,0,0,0,0
0.013723,0,0,0,0,0,0,0,0
0.015397,0,0,0,0,0,0,0,0
0.016940,0,0,0,0,0,0,0,0
0.018482,0,0,0,0,0,0,0,0
0.019934,0,0,0,0,0,0,0,0
0.021413,0,0,0,0,0,0,0,0
0.022955,0,0,0,0,0,0,0,0
0.024499,0,0,0,0,0,0,0,0
0.026121,0,0,0,0,0,0,0,0
0.027792,0,0,0,0,0,0,0,0
0.029340,0,0,0,0,0,0,0,0
0.030877,0,0,0,0,0,0,0,0
0.032408,0,0,0,0,0,0,0,0
0.033929,0,0,0,0,0,0,0,0
0.035505,0,0,0,0,0,0,0,0
0.037019,0,0,0,0,0,0,0,0
0.038573,0,0,0,0,0,0,0,0
0.040129,0,0,0,0,0,0,0,0
0.041683,0,0,0,0,0,0,0,0
0.043269,0,0,0,0,0,0,0,0
0.044780,0,0,0,0,0,0,0,0
0.046249,0,0,0,0,0,0,0,0
0.047867,0,0,0,0,0,0,0,0
0.049499,0,0,0,0,0,0,0,0
0.051210,0,0,0,0,0,0,0,0
0.052716,0,0,0,0,0,0,0,0
0.054244,0,0,0,0,0,0,0,0
0.055751,0,0,0,0,0,0,0,0
0.057255,0,0,0,0,0,0,0,0
0.058888,0,0,0,0,0,0,0,0
0.060519,0,0,0,0,0,0,0,0
0.062354,0,0,0,0,0,0,0,0
