elapsed_s,PC_US_BV_STALLED_BY_UCHE_FEEDBACK,PC_US_VSD_RARB_DVIZ_FULL,PC_US_VSD_RARB_PVIZ_FULL,PC_US_VSD_RARB_TVIZ_FULL,PC_US_DP0_RARB_FULL,PC_US_DP1_RARB_FULL,PC_US_DP0_LIVE_PRIM,PC_US_DP1_LIVE_PRIM
0.001153,0,0,0,0,0,0,0,0
0.002726,0,0,0,0,0,0,0,0
0.004295,0,0,0,0,0,0,0,0
0.005840,0,0,0,0,0,0,0,0
0.007446,0,0,0,0,0,0,0,0
0.009021,0,0,0,0,0,0,0,0
0.010565,0,0,0,0,0,0,0,0
0.012161,0,0,0,0,0,0,0,0
0.013727,0,0,0,0,0,0,0,0
0.015268,0,0,0,0,0,0,0,0
0.016811,0,0,0,0,0,0,0,0
0.018389,0,0,0,0,0,0,0,0
0.020150,0,0,0,0,0,0,0,0
0.021849,0,0,0,0,0,0,0,0
0.023340,0,0,0,0,0,0,0,0
0.024755,0,0,0,0,0,0,0,0
0.026166,0,0,0,0,0,0,0,0
0.027576,0,0,0,0,0,0,0,0
0.028990,0,0,0,0,0,0,0,0
0.030424,0,0,0,0,0,0,0,0
0.031960,0,0,0,0,0,0,0,0
0.033371,0,0,0,0,0,0,0,0
0.034780,0,0,0,0,0,0,0,0
0.036191,0,0,0,0,0,0,0,0
0.037599,0,0,0,0,0,0,0,0
0.039007,0,0,0,0,0,0,0,0
0.040486,0,0,0,0,0,0,0,0
0.041869,0,0,0,0,0,0,0,0
0.043251,0,0,0,0,0,0,0,0
0.044633,0,0,0,0,0,0,0,0
0.046016,0,0,0,0,0,0,0,0
0.047398,0,0,0,0,0,0,0,0
0.048781,0,0,0,0,0,0,0,0
0.050165,0,0,0,0,0,0,0,0
0.051565,0,0,0,0,0,0,0,0
0.053060,0,0,0,0,0,0,0,0
0.054534,0,0,0,0,0,0,0,0
0.056120,0,0,0,0,0,0,0,0
0.057685,0,0,0,0,0,0,0,0
0.059225,0,0,0,0,0,0,0,0
0.060655,0,0,0,0,0,0,0,0
0.062102,0,0,0,0,0,0,0,0
0.063513,0,0,0,0,0,0,0,0
0.064898,0,0,0,0,0,0,0,0
0.066281,0,0,0,0,0,0,0,0
0.067665,0,0,0,0,0,0,0,0
0.069047,0,0,0,0,0,0,0,0
0.070429,0,0,0,0,0,0,0,0
0.071850,0,0,0,0,0,0,0,0
0.073327,0,0,0,0,0,0,0,0
0.074695,0,0,0,0,0,0,0,0
0.076071,0,0,0,0,0,0,0,0
0.077441,0,0,0,0,0,0,0,0
0.078869,0,0,0,0,0,0,0,0
0.080246,0,0,0,0,0,0,0,0
0.081624,0,0,0,0,0,0,0,0
0.082995,0,0,0,0,0,0,0,0
0.084381,0,0,0,0,0,0,0,0
0.085748,0,0,0,0,0,0,0,0
0.087118,0,0,0,0,0,0,0,0
0.088656,0,0,0,0,0,0,0,0
0.090080,0,0,0,0,0,0,0,0
0.091492,0,0,0,0,0,0,0,0
0.092905,0,0,0,0,0,0,0,0
0.094314,0,0,0,0,0,0,0,0
0.095736,0,0,0,0,0,0,0,0
0.097181,0,0,0,0,0,0,0,0
0.099957,0,0,0,0,0,0,0,0
0.101220,0,0,0,0,0,0,0,0
0.102481,0,0,0,0,0,0,0,0
0.104685,0,0,0,0,0,0,0,0
0.105948,0,0,0,0,0,0,0,0
0.107211,0,0,0,0,0,0,0,0
0.108483,0,0,0,0,0,0,0,0
0.109804,0,0,0,0,0,0,0,0
0.111353,0,0,0,0,0,0,0,0
0.112792,0,0,0,0,0,0,0,0
0.114172,0,0,0,0,0,0,0,0
0.115482,0,0,0,0,0,0,0,0
0.116868,0,0,0,0,0,0,0,0
0.118245,0,0,0,0,0,0,0,0
0.119690,0,0,0,0,0,0,0,0
0.121078,0,0,0,0,0,0,0,0
0.122472,0,0,0,0,0,0,0,0
0.123845,0,0,0,0,0,0,0,0
0.125289,0,0,0,0,0,0,0,0
0.126705,0,0,0,0,0,0,0,0
0.128093,0,0,0,0,0,0,0,0
0.129483,0,0,0,0,0,0,0,0
0.130872,0,0,0,0,0,0,0,0
0.132149,0,0,0,0,0,0,0,0
0.133540,0,0,0,0,0,0,0,0
0.134928,0,0,0,0,0,0,0,0
0.136239,0,0,0,0,0,0,0,0
0.137542,0,0,0,0,0,0,0,0
0.138845,0,0,0,0,0,0,0,0
0.140148,0,0,0,0,0,0,0,0
0.141452,0,0,0,0,0,0,0,0
0.142755,0,0,0,0,0,0,0,0
0.144088,0,0,0,0,0,0,0,0
0.145392,0,0,0,0,0,0,0,0
0.146695,0,0,0,0,0,0,0,0
0.147999,0,0,0,0,0,0,0,0
0.149303,0,0,0,0,0,0,0,0
0.150607,0,0,0,0,0,0,0,0
0.152046,0,0,0,0,0,0,0,0
0.153622,0,0,0,0,0,0,0,0
0.155180,0,0,0,0,0,0,0,0
0.156607,0,0,0,0,0,0,0,0
0.158018,0,0,0,0,0,0,0,0
0.159428,0,0,0,0,0,0,0,0
0.160835,0,0,0,0,0,0,0,0
0.162242,0,0,0,0,0,0,0,0
0.163648,0,0,0,0,0,0,0,0
0.165064,0,0,0,0,0,0,0,0
0.166599,0,0,0,0,0,0,0,0
0.168198,0,0,0,0,0,0,0,0
0.169769,0,0,0,0,0,0,0,0
0.171343,0,0,0,0,0,0,0,0
0.172915,0,0,0,0,0,0,0,0
0.174486,0,0,0,0,0,0,0,0
0.176076,0,0,0,0,0,0,0,0
0.177646,0,0,0,0,0,0,0,0
0.179220,0,0,0,0,0,0,0,0
0.180793,0,0,0,0,0,0,0,0
0.182363,0,0,0,0,0,0,0,0
0.183979,0,0,0,0,0,0,0,0
0.185551,0,0,0,0,0,0,0,0
0.187139,0,0,0,0,0,0,0,0
0.188711,0,0,0,0,0,0,0,0
0.190281,0,0,0,0,0,0,0,0
0.191853,0,0,0,0,0,0,0,0
0.193424,0,0,0,0,0,0,0,0
0.194996,0,0,0,0,0,0,0,0
0.196569,0,0,0,0,0,0,0,0
0.198152,0,0,0,0,0,0,0,0
0.199767,0,0,0,0,0,0,0,0
0.201340,0,0,0,0,0,0,0,0
0.202913,0,0,0,0,0,0,0,0
0.204484,0,0,0,0,0,0,0,0
0.206069,0,0,0,0,0,0,0,0
0.207646,0,0,0,0,0,0,0,0
0.209233,0,0,0,0,0,0,0,0
0.210808,0,0,0,0,0,0,0,0
0.212381,0,0,0,0,0,0,0,0
0.213953,0,0,0,0,0,0,0,0
0.215571,0,0,0,0,0,0,0,0
0.217143,0,0,0,0,0,0,0,0
0.218715,0,0,0,0,0,0,0,0
0.220217,0,0,0,0,0,0,0,0
0.221631,0,0,0,0,0,0,0,0
0.223170,0,0,0,0,0,0,0,0
0.224741,0,0,0,0,0,0,0,0
0.226311,0,0,0,0,0,0,0,0
0.227882,0,0,0,0,0,0,0,0
0.229453,0,0,0,0,0,0,0,0
0.230914,0,0,0,0,0,0,0,0
0.232501,0,0,0,0,0,0,0,0
0.234073,0,0,0,0,0,0,0,0
0.235645,0,0,0,0,0,0,0,0
0.237218,0,0,0,0,0,0,0,0
0.238792,0,0,0,0,0,0,0,0
0.240365,0,0,0,0,0,0,0,0
0.241949,0,0,0,0,0,0,0,0
0.243568,0,0,0,0,0,0,0,0
0.245140,0,0,0,0,0,0,0,0
0.246711,0,0,0,0,0,0,0,0
0.248286,0,0,0,0,0,0,0,0
0.249857,0,0,0,0,0,0,0,0
0.251432,0,0,0,0,0,0,0,0
0.253015,0,0,0,0,0,0,0,0
0.254586,0,0,0,0,0,0,0,0
0.256161,0,0,0,0,0,0,0,0
0.257731,0,0,0,0,0,0,0,0
0.259305,0,0,0,0,0,0,0,0
0.260878,0,0,0,0,0,0,0,0
0.262450,0,0,0,0,0,0,0,0
0.263990,0,0,0,0,0,0,0,0
0.265532,0,0,0,0,0,0,0,0
0.267107,0,0,0,0,0,0,0,0
0.268672,0,0,0,0,0,0,0,0
0.270234,0,0,0,0,0,0,0,0
0.271676,0,0,0,0,0,0,0,0
0.273253,0,0,0,0,0,0,0,0
0.274837,0,0,0,0,0,0,0,0
0.276408,0,0,0,0,0,0,0,0
0.277978,0,0,0,0,0,0,0,0
0.279593,0,0,0,0,0,0,0,0
0.281164,0,0,0,0,0,0,0,0
0.282734,0,0,0,0,0,0,0,0
0.284350,0,0,0,0,0,0,0,0
0.285932,0,0,0,0,0,0,0,0
0.287504,0,0,0,0,0,0,0,0
0.289075,0,0,0,0,0,0,0,0
0.290645,0,0,0,0,0,0,0,0
0.292222,0,0,0,0,0,0,0,0
0.293792,0,0,0,0,0,0,0,0
0.295406,0,0,0,0,0,0,0,0
0.296991,0,0,0,0,0,0,0,0
0.298561,0,0,0,0,0,0,0,0
0.300136,0,0,0,0,0,0,0,0
0.301705,0,0,0,0,0,0,0,0
0.303278,0,0,0,0,0,0,0,0
0.304849,0,0,0,0,0,0,0,0
0.306418,0,0,0,0,0,0,0,0
0.308193,0,0,0,0,0,0,0,0
0.309763,0,0,0,0,0,0,0,0
0.311254,0,0,0,0,0,0,0,0
0.312800,0,0,0,0,0,0,0,0
0.314371,0,0,0,0,0,0,0,0
0.315943,0,0,0,0,0,0,0,0
0.317517,0,0,0,0,0,0,0,0
0.319105,0,0,0,0,0,0,0,0
0.320670,0,0,0,0,0,0,0,0
0.322233,0,0,0,0,0,0,0,0
0.323673,0,0,0,0,0,0,0,0
0.325215,0,0,0,0,0,0,0,0
0.326790,0,0,0,0,0,0,0,0
0.328364,0,0,0,0,0,0,0,0
0.329949,0,0,0,0,0,0,0,0
0.331524,0,0,0,0,0,0,0,0
0.333097,0,0,0,0,0,0,0,0
0.334669,0,0,0,0,0,0,0,0
0.336247,0,0,0,0,0,0,0,0
0.337819,0,0,0,0,0,0,0,0
0.339394,0,0,0,0,0,0,0,0
0.340979,0,0,0,0,0,0,0,0
0.342551,0,0,0,0,0,0,0,0
0.344128,0,0,0,0,0,0,0,0
0.345700,0,0,0,0,0,0,0,0
0.347274,0,0,0,0,0,0,0,0
0.348847,0,0,0,0,0,0,0,0
0.350420,0,0,0,0,0,0,0,0
0.351954,0,0,0,0,0,0,0,0
0.353496,0,0,0,0,0,0,0,0
0.355070,0,0,0,0,0,0,0,0
0.356644,0,0,0,0,0,0,0,0
0.358214,0,0,0,0,0,0,0,0
0.359831,0,0,0,0,0,0,0,0
0.361404,0,0,0,0,0,0,0,0
0.362992,0,0,0,0,0,0,0,0
0.364556,0,0,0,0,0,0,0,0
0.366119,0,0,0,0,0,0,0,0
0.367562,0,0,0,0,0,0,0,0
0.369103,0,0,0,0,0,0,0,0
0.370673,0,0,0,0,0,0,0,0
0.372248,0,0,0,0,0,0,0,0
0.373831,0,0,0,0,0,0,0,0
0.375383,0,0,0,0,0,0,0,0
0.376800,0,0,0,0,0,0,0,0
0.378338,0,0,0,0,0,0,0,0
