elapsed_s,PC_US_MESH_DRAWS,PC_US_MESH_DEAD_DRAWS,PC_US_MESH_MVIS_EN_DRAWS,PC_US_MESH_DEAD_PRIM,PC_US_MESH_LIVE_PRIM,PC_US_MESH_PA_EN_PRIM,PC_US_STARVE_CYCLES_FOR_MVIS_STREAM,PC_US_STARVE_CYCLES_PREDRAW
0.001094,0,0,0,0,0,0,0,0
0.002574,0,0,0,0,0,0,0,0
0.004077,0,0,0,0,0,0,0,0
0.005534,0,0,0,0,0,0,0,0
0.006985,0,0,0,0,0,0,0,0
0.008574,0,0,0,0,0,0,0,0
0.010038,0,0,0,0,0,0,0,0
0.011489,0,0,0,0,0,0,0,0
0.012994,0,0,0,0,0,0,0,0
0.014420,0,0,0,0,0,0,0,0
0.015848,0,0,0,0,0,0,0,0
0.017277,0,0,0,0,0,0,0,0
0.018703,0,0,0,0,0,0,0,0
0.020182,0,0,0,0,0,0,0,0
0.021635,0,0,0,0,0,0,0,0
0.023085,0,0,0,0,0,0,0,0
0.024758,0,0,0,0,0,0,0,0
0.026260,0,0,0,0,0,0,0,0
0.027760,0,0,0,0,0,0,0,0
0.029188,0,0,0,0,0,0,0,0
0.030622,0,0,0,0,0,0,0,0
0.032049,0,0,0,0,0,0,0,0
0.033475,0,0,0,0,0,0,0,0
0.034900,0,0,0,0,0,0,0,0
0.036369,0,0,0,0,0,0,0,0
0.037743,0,0,0,0,0,0,0,0
0.039113,0,0,0,0,0,0,0,0
0.040600,0,0,0,0,0,0,0,0
0.041922,0,0,0,0,0,0,0,0
0.043242,0,0,0,0,0,0,0,0
0.044564,0,0,0,0,0,0,0,0
0.045884,0,0,0,0,0,0,0,0
0.047204,0,0,0,0,0,0,0,0
0.048565,0,0,0,0,0,0,0,0
0.049835,0,0,0,0,0,0,0,0
0.051109,0,0,0,0,0,0,0,0
0.052392,0,0,0,0,0,0,0,0
0.053662,0,0,0,0,0,0,0,0
0.054954,0,0,0,0,0,0,0,0
0.056314,0,0,0,0,0,0,0,0
0.057675,0,0,0,0,0,0,0,0
0.059033,0,0,0,0,0,0,0,0
0.060533,0,0,0,0,0,0,0,0
0.061866,0,0,0,0,0,0,0,0
0.063189,0,0,0,0,0,0,0,0
0.064496,0,0,0,0,0,0,0,0
0.065823,0,0,0,0,0,0,0,0
0.067146,0,0,0,0,0,0,0,0
0.068504,0,0,0,0,0,0,0,0
0.069937,0,0,0,0,0,0,0,0
0.071481,0,0,0,0,0,0,0,0
0.072885,0,0,0,0,0,0,0,0
0.074258,0,0,0,0,0,0,0,0
0.075627,0,0,0,0,0,0,0,0
0.077083,0,0,0,0,0,0,0,0
0.078494,0,0,0,0,0,0,0,0
0.079906,0,0,0,0,0,0,0,0
0.081270,0,0,0,0,0,0,0,0
0.082632,0,0,0,0,0,0,0,0
0.084055,0,0,0,0,0,0,0,0
0.085596,0,0,0,0,0,0,0,0
0.086814,0,0,0,0,0,0,0,0
0.088079,0,0,0,0,0,0,0,0
0.089296,0,0,0,0,0,0,0,0
0.090513,0,0,0,0,0,0,0,0
0.091748,0,0,0,0,0,0,0,0
