elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001154,0,0,0,0,0,0,0,14208
0.002726,0,0,0,0,0,0,0,14184
0.004271,0,0,0,0,0,0,0,14532
0.005817,0,0,0,0,0,0,0,13659
0.007358,0,0,0,0,0,0,0,14634
0.008900,0,0,0,0,0,0,0,14679
0.010457,0,0,0,0,0,0,0,13734
0.011998,0,0,0,0,0,0,0,14592
0.013540,0,0,0,0,0,0,0,14424
0.015084,0,0,0,0,0,0,0,14631
0.016668,0,0,0,0,0,0,0,13638
0.018277,0,0,0,0,0,0,0,14619
0.019965,0,0,0,0,0,0,0,14598
0.021470,0,0,0,0,0,0,0,14736
0.022946,0,0,0,0,0,0,0,14667
0.024480,0,0,0,0,0,0,0,14592
0.025952,0,0,0,0,0,0,0,14712
0.027467,0,0,0,0,0,0,0,14685
0.028970,0,0,0,0,0,0,0,14046
0.030441,0,0,0,0,0,0,0,14154
0.031925,0,0,0,0,0,0,0,13983
0.033398,0,0,0,0,0,0,0,14166
0.034868,0,0,0,0,0,0,0,14499
0.036453,0,0,0,0,0,0,0,14229
0.038115,0,0,0,0,0,0,0,13566
0.039641,0,0,0,0,0,0,0,12840
0.041081,0,0,0,0,0,0,0,13635
0.042504,0,0,0,0,0,0,0,14541
0.043922,0,0,0,0,0,0,0,13260
0.045502,0,0,0,0,0,0,0,13512
0.047050,0,0,0,0,0,0,0,13623
0.048535,0,0,0,0,0,0,0,9609
0.049915,0,0,0,0,0,0,0,9906
0.051300,0,0,0,0,0,0,0,9825
0.052699,0,0,0,0,0,0,0,9513
0.054078,0,0,0,0,0,0,0,9723
0.055473,0,0,0,0,0,0,0,9753
0.056806,0,0,0,0,0,0,0,9873
0.058140,0,0,0,0,0,0,0,9960
0.059473,0,0,0,0,0,0,0,9681
0.060807,0,0,0,0,0,0,0,9618
0.062152,0,0,0,0,0,0,0,9729
0.063516,0,0,0,0,0,0,0,10116
0.064853,0,0,0,0,0,0,0,10137
0.066193,0,0,0,0,0,0,0,10608
0.067529,0,0,0,0,0,0,0,11700
0.068942,0,0,0,0,0,0,0,11826
0.070307,0,0,0,0,0,0,0,9933
0.071691,0,0,0,0,0,0,0,13740
0.073277,0,0,0,0,0,0,0,10530
0.074666,0,0,0,0,0,0,0,10041
0.076033,0,0,0,0,0,0,0,10359
0.077397,0,0,0,0,0,0,0,10551
0.078761,0,0,0,0,0,0,0,9990
0.080177,0,0,0,0,0,0,0,8928
0.081541,0,0,0,0,0,0,0,8928
0.082905,0,0,0,0,0,0,0,28209
0.084467,0,0,0,0,0,0,0,0
0.085685,0,0,0,0,0,0,0,0
0.086903,0,0,0,0,0,0,0,0
0.088118,0,0,0,0,0,0,0,0
0.089334,0,0,0,0,0,0,0,0
0.090550,0,0,0,0,0,0,0,0
0.091766,0,0,0,0,0,0,0,0
0.092982,0,0,0,0,0,0,0,0
0.094200,0,0,0,0,0,0,0,0
0.095417,0,0,0,0,0,0,0,0
0.096635,0,0,0,0,0,0,0,0
0.097876,0,0,0,0,0,0,0,18741
0.099236,0,0,0,0,0,0,0,17463
0.100946,0,0,0,0,0,0,0,14526
0.102337,0,0,0,0,0,0,0,13971
0.103705,0,0,0,0,0,0,0,13506
0.105069,0,0,0,0,0,0,0,14763
0.106429,0,0,0,0,0,0,0,13164
0.107806,0,0,0,0,0,0,0,19302
0.109170,0,0,0,0,0,0,0,15954
0.110530,0,0,0,0,0,0,0,15120
0.111892,0,0,0,0,0,0,0,13659
0.113253,0,0,0,0,0,0,0,13275
0.114614,0,0,0,0,0,0,0,15333
0.115969,0,0,0,0,0,0,0,13590
0.117301,0,0,0,0,0,0,0,15075
0.118643,0,0,0,0,0,0,0,14385
0.119977,0,0,0,0,0,0,0,13455
0.121308,0,0,0,0,0,0,0,14661
0.122641,0,0,0,0,0,0,0,14553
0.123972,0,0,0,0,0,0,0,14931
0.125305,0,0,0,0,0,0,0,14238
0.126643,0,0,0,0,0,0,0,14184
0.127976,0,0,0,0,0,0,0,14850
0.129360,0,0,0,0,0,0,0,13233
0.130692,0,0,0,0,0,0,0,14439
0.132040,0,0,0,0,0,0,0,14049
0.133399,0,0,0,0,0,0,0,13938
0.134744,0,0,0,0,0,0,0,14469
0.136088,0,0,0,0,0,0,0,14628
0.137432,0,0,0,0,0,0,0,13398
0.138774,0,0,0,0,0,0,0,13770
0.140120,0,0,0,0,0,0,0,14733
0.141462,0,0,0,0,0,0,0,13902
0.142804,0,0,0,0,0,0,0,13188
0.144148,0,0,0,0,0,0,0,13746
0.145490,0,0,0,0,0,0,0,14745
0.146834,0,0,0,0,0,0,0,15279
0.148283,0,0,0,0,0,0,0,14217
0.149644,0,0,0,0,0,0,0,14307
0.151010,0,0,0,0,0,0,0,15471
0.152439,0,0,0,0,0,0,0,13734
0.153803,0,0,0,0,0,0,0,14499
0.155167,0,0,0,0,0,0,0,13590
0.156546,0,0,0,0,0,0,0,13659
0.157909,0,0,0,0,0,0,0,13878
0.159274,0,0,0,0,0,0,0,13596
0.160634,0,0,0,0,0,0,0,13758
0.161999,0,0,0,0,0,0,0,17145
0.163363,0,0,0,0,0,0,0,14379
0.164732,0,0,0,0,0,0,0,14766
0.166134,0,0,0,0,0,0,0,14259
0.167548,0,0,0,0,0,0,0,14385
0.168957,0,0,0,0,0,0,0,14436
0.170364,0,0,0,0,0,0,0,14886
0.171902,0,0,0,0,0,0,0,13539
0.173491,0,0,0,0,0,0,0,14430
0.175063,0,0,0,0,0,0,0,14541
0.176640,0,0,0,0,0,0,0,14070
0.178213,0,0,0,0,0,0,0,14715
0.179832,0,0,0,0,0,0,0,13575
0.181406,0,0,0,0,0,0,0,13551
0.182978,0,0,0,0,0,0,0,13695
0.184643,0,0,0,0,0,0,0,14508
0.186215,0,0,0,0,0,0,0,13629
0.187789,0,0,0,0,0,0,0,13602
0.189362,0,0,0,0,0,0,0,13626
0.190933,0,0,0,0,0,0,0,13746
0.192448,0,0,0,0,0,0,0,14631
0.193991,0,0,0,0,0,0,0,13893
0.195577,0,0,0,0,0,0,0,14589
0.197195,0,0,0,0,0,0,0,14004
0.198768,0,0,0,0,0,0,0,13575
0.200341,0,0,0,0,0,0,0,13809
0.201915,0,0,0,0,0,0,0,13722
0.203489,0,0,0,0,0,0,0,14106
0.205062,0,0,0,0,0,0,0,13842
0.206693,0,0,0,0,0,0,0,14820
0.208266,0,0,0,0,0,0,0,14025
0.209840,0,0,0,0,0,0,0,14058
0.211415,0,0,0,0,0,0,0,14610
0.213032,0,0,0,0,0,0,0,15063
0.214604,0,0,0,0,0,0,0,13878
0.216177,0,0,0,0,0,0,0,14094
0.217765,0,0,0,0,0,0,0,13596
0.219341,0,0,0,0,0,0,0,13635
0.220914,0,0,0,0,0,0,0,14898
0.222485,0,0,0,0,0,0,0,14334
0.224060,0,0,0,0,0,0,0,13605
0.225634,0,0,0,0,0,0,0,13623
0.227206,0,0,0,0,0,0,0,13593
0.228799,0,0,0,0,0,0,0,14748
0.230400,0,0,0,0,0,0,0,14271
0.232035,0,0,0,0,0,0,0,14604
0.233443,0,0,0,0,0,0,0,14073
0.234883,0,0,0,0,0,0,0,14556
0.236302,0,0,0,0,0,0,0,14295
0.237752,0,0,0,0,0,0,0,14373
0.239178,0,0,0,0,0,0,0,14445
0.240593,0,0,0,0,0,0,0,14952
0.242002,0,0,0,0,0,0,0,13515
0.243412,0,0,0,0,0,0,0,14043
0.244862,0,0,0,0,0,0,0,14013
0.246398,0,0,0,0,0,0,0,14259
0.247973,0,0,0,0,0,0,0,14679
0.249560,0,0,0,0,0,0,0,14532
0.251132,0,0,0,0,0,0,0,14214
0.252710,0,0,0,0,0,0,0,14214
0.254282,0,0,0,0,0,0,0,13650
0.255856,0,0,0,0,0,0,0,13596
0.257429,0,0,0,0,0,0,0,13521
0.259001,0,0,0,0,0,0,0,13536
0.260591,0,0,0,0,0,0,0,13485
0.262162,0,0,0,0,0,0,0,14457
0.263737,0,0,0,0,0,0,0,13836
0.265311,0,0,0,0,0,0,0,14250
0.266883,0,0,0,0,0,0,0,14385
0.268330,0,0,0,0,0,0,0,13809
0.269746,0,0,0,0,0,0,0,14406
0.271169,0,0,0,0,0,0,0,14700
0.272584,0,0,0,0,0,0,0,13749
0.273993,0,0,0,0,0,0,0,13728
0.275404,0,0,0,0,0,0,0,14322
0.276854,0,0,0,0,0,0,0,14547
0.278390,0,0,0,0,0,0,0,14397
0.279947,0,0,0,0,0,0,0,13626
0.281524,0,0,0,0,0,0,0,13950
0.283096,0,0,0,0,0,0,0,13824
0.284695,0,0,0,0,0,0,0,13533
0.286267,0,0,0,0,0,0,0,14826
0.287843,0,0,0,0,0,0,0,13905
0.289418,0,0,0,0,0,0,0,14664
0.290989,0,0,0,0,0,0,0,13926
0.292581,0,0,0,0,0,0,0,13617
0.294154,0,0,0,0,0,0,0,14772
0.295729,0,0,0,0,0,0,0,14298
0.297303,0,0,0,0,0,0,0,13647
0.298875,0,0,0,0,0,0,0,14532
0.300573,0,0,0,0,0,0,0,13569
0.302044,0,0,0,0,0,0,0,13563
0.303483,0,0,0,0,0,0,0,14271
0.305024,0,0,0,0,0,0,0,14442
0.306596,0,0,0,0,0,0,0,14811
0.308213,0,0,0,0,0,0,0,14079
0.309787,0,0,0,0,0,0,0,14634
0.311362,0,0,0,0,0,0,0,13605
0.312957,0,0,0,0,0,0,0,14646
0.314541,0,0,0,0,0,0,0,14100
0.316116,0,0,0,0,0,0,0,13758
0.317691,0,0,0,0,0,0,0,14226
0.319340,0,0,0,0,0,0,0,13701
0.320870,0,0,0,0,0,0,0,13806
0.322410,0,0,0,0,0,0,0,14151
0.324029,0,0,0,0,0,0,0,13884
0.325616,0,0,0,0,0,0,0,14355
0.327188,0,0,0,0,0,0,0,13767
0.328759,0,0,0,0,0,0,0,14232
0.330321,0,0,0,0,0,0,0,13533
0.331762,0,0,0,0,0,0,0,14121
