elapsed_s,VPC_FE_POSRAM_FULL_CYCLES,VPC_FE_GMEM_NOP_FULL_CYCLES,VPC_FE_GMEM_POS_FULL_CYCLES,VPC_FE_BOTTLENECK,VPC_US_BUSY_CYCLES,VPC_US_WORKING_CYCLES
0.001116,0,0,0,0,0,0
0.002630,0,0,0,0,0,0
0.004068,0,0,0,0,0,0
0.005544,0,0,0,0,0,0
0.006977,0,0,0,0,0,0
0.008411,0,0,0,0,0,0
0.010017,0,0,0,0,0,0
0.012404,0,0,0,0,0,0
0.014009,0,0,0,0,0,0
0.015451,0,0,0,0,0,0
0.016896,0,0,0,0,0,0
0.018299,0,0,0,0,0,0
0.019661,0,0,0,0,0,0
0.021084,0,0,0,0,0,0
0.022488,0,0,0,0,0,0
0.023876,0,0,0,0,0,0
0.025261,0,0,0,0,0,0
0.026629,0,0,0,0,0,0
0.028004,0,0,0,0,0,0
0.029482,0,0,0,0,0,0
0.030852,0,0,0,0,0,0
0.032223,0,0,0,0,0,0
0.033635,0,0,0,0,0,0
0.035053,0,0,0,0,0,0
0.036419,0,0,0,0,0,0
0.037729,0,0,0,0,0,0
0.039043,0,0,0,0,0,0
0.040418,0,0,0,0,0,0
0.041765,0,0,0,0,0,0
0.043093,0,0,0,0,0,0
0.044412,0,0,0,0,0,0
0.045725,0,0,0,0,0,0
0.047088,0,0,0,0,0,0
0.048450,0,0,0,0,0,0
0.049752,0,0,0,0,0,0
0.051026,0,0,0,0,0,0
0.052351,0,0,0,0,0,0
0.053678,0,0,0,0,0,0
0.055067,0,0,0,0,0,0
0.056389,0,0,0,0,0,0
0.057663,0,0,0,0,0,0
0.059051,0,0,0,0,0,0
0.060395,0,0,0,0,0,0
0.061731,0,0,0,0,0,0
0.063183,0,0,0,0,0,0
0.064628,0,0,0,0,0,0
0.066060,0,0,0,0,0,0
0.067493,0,0,0,0,0,0
0.068924,0,0,0,0,0,0
0.070358,0,0,0,0,0,0
0.071791,0,0,0,0,0,0
0.073233,0,0,0,0,0,0
0.074677,0,0,0,0,0,0
0.076112,0,0,0,0,0,0
0.077548,0,0,0,0,0,0
0.079004,0,0,0,6,149,146
0.080415,0,0,0,0,0,0
0.081897,0,0,0,0,0,0
0.083378,0,0,0,0,0,0
0.084771,0,0,0,0,0,0
0.086157,0,0,0,0,0,0
0.087532,0,0,0,0,0,0
0.089242,0,0,0,0,0,0
0.090606,0,0,0,0,0,0
0.091958,0,0,0,0,0,0
0.093416,0,0,0,0,0,0
0.094888,0,0,0,0,0,0
0.096276,0,0,0,0,0,0
0.097731,0,0,0,0,0,0
0.099190,0,0,0,0,0,0
0.100573,0,0,0,0,0,0
0.101974,0,0,0,0,0,0
0.103413,0,0,0,42,813,846
0.104619,0,0,0,24,451,455
0.106023,0,0,0,0,0,0
0.107311,0,0,0,0,0,0
0.108740,0,0,0,0,0,0
0.110139,0,0,0,0,0,0
0.111537,0,0,0,0,0,0
0.112974,0,0,0,0,0,0
0.114373,0,0,0,0,0,0
0.115779,0,0,0,0,0,0
0.117226,0,0,0,0,0,0
0.118522,0,0,0,0,0,0
0.119811,0,0,0,0,0,0
0.121258,0,0,0,0,0,0
0.122656,0,0,0,0,0,0
0.124054,0,0,0,0,0,0
0.125401,0,0,0,0,0,0
0.126696,0,0,0,0,0,0
0.128096,0,0,0,0,0,0
0.129498,0,0,0,0,0,0
0.130898,0,0,0,0,0,0
0.132298,0,0,0,0,0,0
0.133697,0,0,0,0,0,0
0.135097,0,0,0,0,0,0
0.136555,0,0,0,0,0,0
0.137858,0,0,0,0,0,0
0.139260,0,0,0,0,0,0
0.140552,0,0,0,0,0,0
0.141952,0,0,0,0,0,0
0.143351,0,0,0,0,0,0
0.144800,0,0,0,0,0,0
0.146202,0,0,0,0,0,0
0.147583,0,0,0,0,0,0
0.148879,0,0,0,0,0,0
0.150278,0,0,0,0,0,0
0.151586,0,0,0,0,0,0
0.152989,0,0,0,0,0,0
0.154279,0,0,0,0,0,0
0.155680,0,0,0,0,0,0
0.157130,0,0,0,0,0,0
0.158536,0,0,0,0,0,0
0.159934,0,0,0,0,0,0
0.161272,0,0,0,0,0,0
0.162672,0,0,0,0,0,0
0.164070,0,0,0,0,0,0
0.165457,0,0,0,0,0,0
0.166857,0,0,0,0,0,0
0.168257,0,0,0,0,0,0
0.169559,0,0,0,0,0,0
0.170958,0,0,0,0,0,0
0.172360,0,0,0,0,0,0
0.173811,0,0,0,0,0,0
0.175212,0,0,0,0,0,0
0.176660,0,0,0,0,0,0
0.178061,0,0,0,0,0,0
0.179462,0,0,0,0,0,0
0.180862,0,0,0,0,0,0
0.182261,0,0,0,0,0,0
0.183658,0,0,0,0,0,0
0.185055,0,0,0,0,0,0
0.186473,0,0,0,0,0,0
0.187871,0,0,0,0,0,0
0.189228,0,0,0,0,0,0
0.190609,0,0,0,0,0,0
0.192016,0,0,0,0,0,0
0.193342,0,0,0,0,0,0
0.194743,0,0,0,0,0,0
0.196142,0,0,0,0,0,0
0.197540,0,0,0,0,0,0
0.198941,0,0,0,0,0,0
0.200351,0,0,0,0,0,0
0.201644,0,0,0,0,0,0
0.203050,0,0,0,0,0,0
0.204451,0,0,0,0,0,0
0.205851,0,0,0,0,0,0
0.207251,0,0,0,0,0,0
0.208650,0,0,0,0,0,0
0.210050,0,0,0,0,0,0
0.211449,0,0,0,0,0,0
0.212849,0,0,0,0,0,0
0.214249,0,0,0,0,0,0
0.215647,0,0,0,0,0,0
0.216936,0,0,0,0,0,0
0.218336,0,0,0,0,0,0
0.219626,0,0,0,0,0,0
0.221026,0,0,0,0,0,0
0.222426,0,0,0,0,0,0
0.223826,0,0,0,0,0,0
0.225115,0,0,0,0,0,0
0.226522,0,0,0,0,0,0
0.227923,0,0,0,0,0,0
0.229347,0,0,0,0,0,0
0.230747,0,0,0,0,0,0
0.232132,0,0,0,0,0,0
0.233542,0,0,0,0,0,0
0.234938,0,0,0,0,0,0
0.236333,0,0,0,0,0,0
0.237732,0,0,0,0,0,0
0.239139,0,0,0,0,0,0
0.240539,0,0,0,0,0,0
0.241939,0,0,0,0,0,0
0.243341,0,0,0,0,0,0
0.244740,0,0,0,0,0,0
0.246140,0,0,0,0,0,0
0.247540,0,0,0,0,0,0
0.248939,0,0,0,0,0,0
0.250338,0,0,0,0,0,0
0.251737,0,0,0,0,0,0
0.253137,0,0,0,0,0,0
0.254536,0,0,0,0,0,0
0.255934,0,0,0,0,0,0
0.257349,0,0,0,0,0,0
0.258748,0,0,0,0,0,0
0.260147,0,0,0,0,0,0
0.261444,0,0,0,0,0,0
0.262845,0,0,0,0,0,0
0.264244,0,0,0,0,0,0
0.265552,0,0,0,0,0,0
0.266995,0,0,0,0,0,0
0.268394,0,0,0,0,0,0
0.269794,0,0,0,0,0,0
0.271193,0,0,0,0,0,0
0.272593,0,0,0,0,0,0
0.274008,0,0,0,0,0,0
0.275387,0,0,0,0,0,0
0.276763,0,0,0,0,0,0
0.278150,0,0,0,0,0,0
0.279491,0,0,0,0,0,0
0.280927,0,0,0,0,0,0
0.282328,0,0,0,0,0,0
0.283774,0,0,0,0,0,0
0.285210,0,0,0,0,0,0
0.286608,0,0,0,0,0,0
0.287941,0,0,0,0,0,0
0.289393,0,0,0,0,0,0
0.290773,0,0,0,0,0,0
0.292151,0,0,0,0,0,0
0.293537,0,0,0,0,0,0
0.294916,0,0,0,0,0,0
0.296295,0,0,0,0,0,0
0.297675,0,0,0,0,0,0
0.299054,0,0,0,0,0,0
0.300433,0,0,0,0,0,0
0.301812,0,0,0,0,0,0
0.303080,0,0,0,0,0,0
0.304464,0,0,0,0,0,0
0.305844,0,0,0,0,0,0
0.307112,0,0,0,0,0,0
0.308492,0,0,0,0,0,0
0.309870,0,0,0,0,0,0
0.311249,0,0,0,0,0,0
0.312628,0,0,0,0,0,0
0.313955,0,0,0,0,0,0
0.315337,0,0,0,0,0,0
0.316717,0,0,0,0,0,0
0.318096,0,0,0,0,0,0
0.319475,0,0,0,0,0,0
0.320854,0,0,0,0,0,0
0.322233,0,0,0,0,0,0
0.323613,0,0,0,0,0,0
0.324992,0,0,0,0,0,0
0.326264,0,0,0,0,0,0
0.327643,0,0,0,0,0,0
0.329021,0,0,0,0,0,0
0.330400,0,0,0,0,0,0
0.331779,0,0,0,0,0,0
0.333157,0,0,0,0,0,0
0.334538,0,0,0,0,0,0
0.335916,0,0,0,0,0,0
0.337373,0,0,0,0,0,0
0.338753,0,0,0,0,0,0
0.340132,0,0,0,0,0,0
0.341511,0,0,0,0,0,0
0.342890,0,0,0,0,0,0
0.344270,0,0,0,0,0,0
0.345650,0,0,0,0,0,0
0.347050,0,0,0,0,0,0
0.348450,0,0,0,0,0,0
0.349779,0,0,0,0,0,0
0.351162,0,0,0,0,0,0
0.352596,0,0,0,0,0,0
0.353874,0,0,0,0,0,0
0.355272,0,0,0,0,0,0
0.356671,0,0,0,0,0,0
0.357959,0,0,0,0,0,0
0.359363,0,0,0,0,0,0
0.360752,0,0,0,0,0,0
0.362157,0,0,0,0,0,0
0.363587,0,0,0,0,0,0
0.365017,0,0,0,0,0,0
0.366293,0,0,0,0,0,0
0.367613,0,0,0,0,0,0
0.369090,0,0,0,0,0,0
0.370381,0,0,0,0,0,0
0.371863,0,0,0,0,0,0
0.373197,0,0,0,0,0,0
0.374636,0,0,0,0,0,0
0.376119,0,0,0,0,0,0
0.377506,0,0,0,0,0,0
0.378885,0,0,0,0,0,0
0.380285,0,0,0,0,0,0
0.381574,0,0,0,0,0,0
0.383058,0,0,0,0,0,0
0.384676,0,0,0,0,0,0
0.386250,0,0,0,0,0,0
0.387812,0,0,0,0,0,0
0.389374,0,0,0,0,0,0
0.390938,0,0,0,0,0,0
0.392516,0,0,0,0,0,0
0.394081,0,0,0,0,0,0
0.395643,0,0,0,0,0,0
0.397207,0,0,0,0,0,0
0.398770,0,0,0,0,0,0
0.400377,0,0,0,0,0,0
0.401942,0,0,0,0,0,0
0.403517,0,0,0,0,0,0
0.405083,0,0,0,0,0,0
0.406646,0,0,0,0,0,0
0.408208,0,0,0,0,0,0
0.409773,0,0,0,0,0,0
0.411335,0,0,0,0,0,0
0.412900,0,0,0,0,0,0
0.414476,0,0,0,0,0,0
0.416038,0,0,0,0,0,0
0.417522,0,0,0,0,0,0
0.419054,0,0,0,0,0,0
0.420619,0,0,0,0,0,0
0.422180,0,0,0,0,0,0
0.423662,0,0,0,0,0,0
0.425083,0,0,0,0,0,0
0.426612,0,0,0,0,0,0
0.428176,0,0,0,0,0,0
0.429746,0,0,0,0,0,0
0.431310,0,0,0,0,0,0
0.432920,0,0,0,0,0,0
0.434485,0,0,0,0,0,0
0.436061,0,0,0,0,0,0
0.437629,0,0,0,0,0,0
0.439193,0,0,0,0,0,0
0.440761,0,0,0,0,0,0
0.442328,0,0,0,0,0,0
0.443893,0,0,0,0,0,0
0.445327,0,0,0,0,0,0
0.446874,0,0,0,0,0,0
0.448484,0,0,0,0,0,0
0.450052,0,0,0,0,0,0
0.451615,0,0,0,0,0,0
0.453182,0,0,0,0,0,0
0.454748,0,0,0,0,0,0
0.456315,0,0,0,0,0,0
0.457904,0,0,0,0,0,0
0.459469,0,0,0,0,0,0
0.461037,0,0,0,0,0,0
0.462594,0,0,0,0,0,0
0.464149,0,0,0,0,0,0
0.465579,0,0,0,0,0,0
