elapsed_s,VPC_FE_VPCRAM_FULL_CYCLES,VPC_FE_NUM_VPCRAM_WRITE,VPC_FE_STALL_CYCLES_TSE_FE,VPC_FE_STALL_CYCLES_VPC_US,VPC_FE_TSE_FE_PRIMITIVES,VPC_FE_GS_PRIMITIVES
0.001095,0,0,0,0,0,0
0.002617,0,0,0,0,0,0
0.004053,0,0,0,0,0,0
0.005487,0,0,0,0,0,0
0.006919,0,0,0,0,0,0
0.008351,0,0,0,0,0,0
0.009794,0,0,0,0,0,0
0.011228,0,0,0,0,0,0
0.012659,0,0,0,0,0,0
0.014085,0,0,0,0,0,0
0.015490,0,0,0,0,0,0
0.016927,0,0,0,0,0,0
0.018346,0,0,0,0,0,0
0.019716,0,0,0,0,0,0
0.021107,0,0,0,0,0,0
0.022489,0,0,0,0,0,0
0.023854,0,0,0,0,0,0
0.025220,0,0,0,0,0,0
0.026598,0,0,0,0,0,0
0.027963,0,0,0,0,0,0
0.029323,0,0,0,0,0,0
0.030672,0,0,0,0,0,0
0.032028,0,0,0,0,0,0
0.033431,0,0,0,0,0,0
0.034785,0,0,0,0,0,0
0.036132,0,0,0,0,0,0
0.037479,0,0,0,0,0,0
0.038825,0,0,0,0,0,0
0.040170,0,0,0,0,0,0
0.041565,0,0,0,0,0,0
0.042920,0,0,0,0,0,0
0.044268,0,0,0,0,0,0
0.045610,0,0,0,0,0,0
0.046921,0,0,0,0,0,0
0.048232,0,0,0,0,0,0
0.049593,0,0,0,0,0,0
0.050905,0,0,0,0,0,0
0.052216,0,0,0,0,0,0
0.053583,0,0,0,0,0,0
0.055006,0,0,0,0,0,0
0.056317,0,0,0,0,0,0
0.057685,0,0,0,0,0,0
0.058968,0,0,0,0,0,0
0.060240,0,0,0,0,0,0
0.061512,0,0,0,0,0,0
0.062783,0,0,0,0,0,0
0.064111,0,0,0,0,0,0
0.065432,0,0,0,0,0,0
0.066709,0,0,0,0,0,0
0.068033,0,0,0,0,0,0
0.069367,0,0,0,0,0,0
0.070698,0,0,0,0,0,0
0.072024,0,0,0,0,0,0
0.073346,0,0,0,0,0,0
0.074711,0,0,0,0,0,0
0.076073,0,0,0,0,0,0
0.077438,0,0,0,0,0,0
0.078804,0,0,0,0,0,0
0.080167,0,0,0,0,0,0
0.081530,0,0,0,0,0,0
0.082894,0,0,0,0,0,0
0.084276,0,0,0,0,0,0
0.085653,0,0,0,0,0,0
0.087110,0,0,0,0,0,0
0.088425,0,0,0,0,0,0
0.089787,0,0,0,0,0,0
0.091171,0,0,0,0,0,0
0.092549,0,0,0,0,0,0
0.093915,0,0,0,0,0,0
0.095229,0,0,0,0,0,0
0.096557,0,0,0,0,0,0
0.097920,0,0,0,0,0,0
0.099234,0,0,0,0,0,0
0.100547,0,0,0,0,0,0
0.101860,0,0,0,0,0,0
0.103224,0,0,0,0,0,0
0.104538,0,0,0,0,0,0
0.105900,0,0,0,0,0,0
0.107278,0,0,0,0,0,0
0.108442,0,0,0,0,0,0
0.109875,0,0,0,0,0,0
0.111259,0,0,0,0,0,0
0.112639,0,0,0,0,0,0
0.114067,0,0,0,0,0,0
0.115444,0,0,0,0,0,0
0.116822,0,0,0,0,0,0
0.118226,0,0,0,0,0,0
0.119605,0,0,0,0,0,0
0.120984,0,0,0,0,0,0
0.122407,0,0,0,0,0,0
0.123799,0,0,0,0,0,0
0.125070,0,0,0,0,0,0
0.126363,0,0,0,0,0,0
0.127744,0,0,0,0,0,0
0.129129,0,0,0,0,0,0
0.130512,0,0,0,0,0,0
0.131893,0,0,0,0,0,0
0.133163,0,0,0,0,0,0
0.134542,0,0,0,0,0,0
0.135922,0,0,0,0,0,0
0.137192,0,0,0,0,0,0
0.138573,0,0,0,0,0,0
0.139956,0,0,0,0,0,0
0.141470,0,0,0,0,0,0
0.142989,0,0,0,0,0,0
0.144386,0,0,0,0,0,0
0.145779,0,0,0,0,0,0
0.147172,0,0,0,0,0,0
0.148565,0,0,0,0,0,0
0.149956,0,0,0,0,0,0
0.151364,0,0,0,0,0,0
0.152754,0,0,0,0,0,0
0.154146,0,0,0,0,0,0
0.155590,0,0,0,0,0,0
0.156989,0,0,0,0,0,0
0.158428,0,0,0,0,0,0
0.160679,0,0,0,0,0,0
0.162098,0,0,0,0,0,0
0.163498,0,0,0,0,0,0
0.164895,0,0,0,0,0,0
0.166326,0,0,0,0,0,0
0.167722,0,0,0,0,0,0
0.169119,0,0,0,0,0,0
0.170651,0,0,0,0,0,0
0.172216,0,0,0,0,0,0
0.173713,0,0,0,0,0,0
0.175122,0,0,0,0,0,0
0.176521,0,0,0,0,0,0
0.177921,0,0,0,0,0,0
0.179319,0,0,0,0,0,0
0.180717,0,0,0,0,0,0
0.182248,0,0,0,0,0,0
0.183826,0,0,0,0,0,0
0.185393,0,0,0,0,0,0
0.186959,0,0,0,0,0,0
0.188522,0,0,0,0,0,0
0.190089,0,0,0,0,0,0
0.191656,0,0,0,0,0,0
0.193224,0,0,0,0,0,0
0.194802,0,0,0,0,0,0
0.196367,0,0,0,0,0,0
0.197820,0,0,0,0,0,0
0.199378,0,0,0,0,0,0
0.200941,0,0,0,0,0,0
0.202512,0,0,0,0,0,0
0.204076,0,0,0,0,0,0
0.205708,0,0,0,0,0,0
0.207275,0,0,0,0,0,0
0.208838,0,0,0,0,0,0
0.210472,0,0,0,0,0,0
0.212038,0,0,0,0,0,0
0.213605,0,0,0,0,0,0
0.215172,0,0,0,0,0,0
0.216621,0,0,0,0,0,0
0.218158,0,0,0,0,0,0
0.219724,0,0,0,0,0,0
0.221332,0,0,0,0,0,0
0.222899,0,0,0,0,0,0
0.224461,0,0,0,0,0,0
0.226031,0,0,0,0,0,0
0.227609,0,0,0,0,0,0
0.229173,0,0,0,0,0,0
0.230756,0,0,0,0,0,0
0.232319,0,0,0,0,0,0
0.233888,0,0,0,0,0,0
0.235454,0,0,0,0,0,0
0.237017,0,0,0,0,0,0
0.238461,0,0,0,0,0,0
0.239996,0,0,0,0,0,0
0.241565,0,0,0,0,0,0
0.243120,0,0,0,0,0,0
0.244675,0,0,0,0,0,0
0.246110,0,0,0,0,0,0
0.247649,0,0,0,0,0,0
0.249227,0,0,0,0,0,0
0.250794,0,0,0,0,0,0
0.252358,0,0,0,0,0,0
0.253968,0,0,0,0,0,0
0.255534,0,0,0,0,0,0
0.257098,0,0,0,0,0,0
0.258668,0,0,0,0,0,0
0.260245,0,0,0,0,0,0
0.261813,0,0,0,0,0,0
0.263378,0,0,0,0,0,0
0.264942,0,0,0,0,0,0
0.266510,0,0,0,0,0,0
0.268074,0,0,0,0,0,0
0.269593,0,0,0,0,0,0
0.271021,0,0,0,0,0,0
0.272433,0,0,0,0,0,0
0.273968,0,0,0,0,0,0
0.275534,0,0,0,0,0,0
0.277097,0,0,0,0,0,0
0.278668,0,0,0,0,0,0
0.280232,0,0,0,0,0,0
0.281822,0,0,0,0,0,0
0.283437,0,0,0,0,0,0
0.285003,0,0,0,0,0,0
0.286619,0,0,0,0,0,0
0.288184,0,0,0,0,0,0
0.289751,0,0,0,0,0,0
0.291318,0,0,0,0,0,0
0.292896,0,0,0,0,0,0
0.294425,0,0,0,0,0,0
0.295960,0,0,0,0,0,0
0.297528,0,0,0,0,0,0
0.299095,0,0,0,0,0,0
0.300658,0,0,0,0,0,0
0.302224,0,0,0,0,0,0
0.303802,0,0,0,0,0,0
0.305370,0,0,0,0,0,0
0.306936,0,0,0,0,0,0
0.308501,0,0,0,0,0,0
0.310067,0,0,0,0,0,0
0.311633,0,0,0,0,0,0
0.313264,0,0,0,0,0,0
0.314905,0,0,0,0,0,0
0.316470,0,0,0,0,0,0
0.318038,0,0,0,0,0,0
0.319604,0,0,0,0,0,0
0.321168,0,0,0,0,0,0
0.322788,0,0,0,0,0,0
0.324352,0,0,0,0,0,0
0.325932,0,0,0,0,0,0
0.327498,0,0,0,0,0,0
0.329064,0,0,0,0,0,0
0.330634,0,0,0,0,0,0
0.332198,0,0,0,0,0,0
0.333808,0,0,0,0,0,0
0.335373,0,0,0,0,0,0
0.336948,0,0,0,0,0,0
0.338517,0,0,0,0,0,0
0.340081,0,0,0,0,0,0
0.341646,0,0,0,0,0,0
0.343211,0,0,0,0,0,0
0.344775,0,0,0,0,0,0
0.346340,0,0,0,0,0,0
0.347917,0,0,0,0,0,0
0.349525,0,0,0,0,0,0
0.351091,0,0,0,0,0,0
0.352655,0,0,0,0,0,0
