elapsed_s,RBBM_US_VSC_BUSY,RBBM_US_UCHE_BUSY,RBBM_US_HLSQ_BUSY,RBBM_S_HLSQ_BUSY
0.001094,0,0,104,0
0.002546,0,0,104,0
0.003965,0,0,104,0
0.005381,0,0,104,0
0.006795,0,0,104,0
0.008235,0,0,104,0
0.009650,0,0,104,0
0.011064,0,0,104,0
0.012479,0,0,104,0
0.013891,0,0,104,0
0.015347,0,0,104,0
0.016770,0,0,104,0
0.018234,0,0,104,0
0.019598,0,0,104,0
0.020950,0,0,104,0
0.022354,0,0,104,0
0.023703,0,0,104,0
0.025051,0,0,104,0
0.026399,0,0,104,0
0.027748,0,0,104,0
0.029107,0,0,104,0
0.030501,0,0,104,0
0.031844,0,0,104,0
0.033184,0,0,104,0
0.034561,0,0,104,0
0.035856,0,0,104,0
0.037152,0,0,104,0
0.038498,0,0,104,0
0.039807,0,0,104,0
0.041104,0,0,104,0
0.042401,0,0,104,0
0.043695,0,0,104,0
0.044992,0,0,104,0
0.046362,0,0,104,0
0.047631,0,0,104,0
0.048896,0,0,104,0
0.050168,0,0,104,0
0.051432,0,0,104,0
0.052697,0,0,104,0
0.053961,0,0,104,0
0.055226,0,0,104,0
0.056490,0,0,104,0
0.057755,0,0,104,0
0.059019,0,0,104,0
0.060286,0,0,104,0
0.061565,0,0,104,0
0.062894,0,0,104,0
0.064225,0,0,104,0
0.065495,0,0,104,0
0.066810,0,0,104,0
0.068078,0,0,104,0
0.069341,0,0,104,0
0.070663,0,0,104,0
0.071928,0,0,104,0
0.073192,0,0,104,0
0.074506,0,0,104,0
0.075769,0,0,104,0
0.077034,0,0,104,0
0.078357,0,0,104,0
0.079727,0,0,104,0
0.081081,46,957,1494,0
0.082428,0,0,104,0
0.083775,0,0,104,0
0.085122,0,0,104,0
0.086468,0,0,104,0
0.087817,0,0,104,0
0.089164,0,0,104,0
0.090511,0,0,104,0
0.091862,0,0,104,0
0.093204,0,0,104,0
0.094550,0,0,104,0
0.095869,0,0,104,0
0.097182,0,0,104,0
0.098495,0,0,104,0
0.099807,0,0,104,0
0.101120,373,138997,286039,0
0.102317,103,42208,70707,0
