elapsed_s,PC_RESERVED_56,PC_RESERVED_57,PC_RESERVED_58,PC_RESERVED_59,PC_S_BUSY_CYCLES,PC_S_WORKING_CYCLES,PC_S_STALL_CYCLES_VFD,PC_S_STALL_CYCLES_VPC_FE
0.001110,0,0,0,0,0,0,0,0
0.002627,0,0,0,0,0,0,0,0
0.004045,0,0,0,0,0,0,0,0
0.005495,0,0,0,0,0,0,0,0
0.006948,0,0,0,0,0,0,0,0
0.008398,0,0,0,0,0,0,0,0
0.009812,0,0,0,0,0,0,0,0
0.011399,0,0,0,0,0,0,0,0
0.012952,0,0,0,0,0,0,0,0
0.014487,0,0,0,0,0,0,0,0
0.016020,0,0,0,0,0,0,0,0
0.017649,0,0,0,0,0,0,0,0
0.019179,0,0,0,0,0,0,0,0
0.020894,0,0,0,0,0,0,0,0
0.022639,0,0,0,0,0,0,0,0
0.024351,0,0,0,0,0,0,0,0
0.026016,0,0,0,0,0,0,0,0
0.027734,0,0,0,0,0,0,0,0
0.029493,0,0,0,0,0,0,0,0
0.031188,0,0,0,0,0,0,0,0
0.033001,0,0,0,0,0,0,0,0
0.034880,0,0,0,0,0,0,0,0
0.036694,0,0,0,0,0,0,0,0
0.038244,0,0,0,0,0,0,0,0
0.039833,0,0,0,0,0,0,0,0
0.041449,0,0,0,0,0,0,0,0
0.042976,0,0,0,0,0,0,0,0
0.044566,0,0,0,0,0,0,0,0
0.046049,0,0,0,0,0,0,0,0
0.047475,0,0,0,0,0,0,0,0
0.048922,0,0,0,0,0,0,0,0
0.050389,0,0,0,0,0,0,0,0
0.051819,0,0,0,0,0,0,0,0
0.053232,0,0,0,0,0,0,0,0
0.078348,0,0,0,0,0,0,0,0
0.079765,0,0,0,0,0,0,0,0
0.081067,0,0,0,0,0,0,0,0
0.082364,0,0,0,0,0,0,0,0
0.083659,0,0,0,0,0,0,0,0
0.084956,0,0,0,0,0,0,0,0
0.086344,0,0,0,0,0,0,0,0
0.087694,0,0,0,0,0,0,0,0
0.089081,0,0,0,0,0,0,0,0
0.090422,0,0,0,0,0,0,0,0
0.091757,0,0,0,0,0,0,0,0
0.093149,0,0,0,0,0,0,0,0
0.094453,0,0,0,0,0,0,0,0
0.095747,0,0,0,0,0,0,0,0
0.097107,0,0,0,0,0,0,0,0
0.098473,0,0,0,0,0,0,0,0
0.099844,0,0,0,0,0,0,0,0
0.101298,0,0,0,0,0,0,0,0
0.102783,0,0,0,0,0,0,0,0
0.104197,0,0,0,0,0,0,0,0
0.105608,0,0,0,0,0,0,0,0
0.107021,0,0,0,0,0,0,0,0
0.108519,0,0,0,0,0,0,0,0
0.109999,0,0,0,0,0,0,0,0
0.111496,0,0,0,0,0,0,0,0
0.112990,0,0,0,0,0,0,0,0
0.114450,0,0,0,0,1000,1248,0,0
0.115832,0,0,0,0,0,0,0,0
0.117444,0,0,0,0,0,0,0,0
0.118911,0,0,0,0,0,0,0,0
0.120367,0,0,0,0,0,0,0,0
0.121832,0,0,0,0,0,0,0,0
0.123289,0,0,0,0,0,0,0,0
0.124748,0,0,0,0,0,0,0,0
0.126155,0,0,0,0,0,0,0,0
0.127562,0,0,0,0,0,0,0,0
0.128968,0,0,0,0,0,0,0,0
0.130418,0,0,0,0,891,1137,6,0
0.132090,0,0,0,0,3831,4764,156,0
0.133455,0,0,0,0,3675,4575,150,0
0.134768,0,0,0,0,3675,4575,150,0
0.136029,0,0,0,0,3822,4863,162,0
0.137389,0,0,0,0,3675,4470,144,0
0.138654,0,0,0,0,3528,4497,150,0
0.139915,0,0,0,0,3675,4470,144,0
0.141179,0,0,0,0,3528,4392,150,0
0.142595,0,0,0,0,4410,5490,174,0
0.143989,0,0,0,0,3816,4929,150,0
0.145470,0,0,0,0,162,0,0,0
0.146876,0,0,0,0,0,0,0,0
0.148430,0,0,0,0,0,0,0,0
0.149926,0,0,0,0,0,0,0,0
0.151583,0,0,0,0,0,0,0,0
0.152990,0,0,0,0,0,0,0,0
0.154402,0,0,0,0,0,0,0,0
0.155823,0,0,0,0,0,0,0,0
0.157233,0,0,0,0,0,0,0,0
0.158683,0,0,0,0,0,0,0,0
0.160088,0,0,0,0,0,0,0,0
0.163470,0,0,0,0,0,0,0,0
0.164876,0,0,0,0,0,0,0,0
