elapsed_s,PC_S_DS_INVOCATIONS,PC_S_VS_INVOCATIONS,PC_S_GS_INVOCATIONS,PC_S_DS_PRIMITIVES,PC_S_TESS_BUSY_CYCLES,PC_S_TESS_WORKING_CYCLES,PC_S_TESS_STALL_CYCLES_PC,PC_S_TESS_STARVE_CYCLES_PC
0.001105,0,0,0,0,0,0,0,8571
0.002782,0,0,0,0,0,0,0,6864
0.004399,0,0,0,0,0,0,0,7725
0.005952,0,0,0,0,0,0,0,7050
0.007498,0,0,0,0,0,0,0,6612
0.009069,0,0,0,0,0,0,0,6897
0.010706,0,0,0,0,0,0,0,7437
0.012351,0,0,0,0,0,0,0,7035
0.013873,0,0,0,0,0,0,0,7182
0.015393,0,0,0,0,0,0,0,6915
0.016942,0,0,0,0,0,0,0,7251
0.018514,0,0,0,0,0,0,0,7533
0.020075,0,0,0,0,0,0,0,7767
0.021650,0,0,0,0,0,0,0,6849
0.023220,0,0,0,0,0,0,0,7311
0.024740,0,0,0,0,0,0,0,7761
0.026263,0,0,0,0,0,0,0,6759
0.027725,0,0,0,0,0,0,0,6276
0.029139,0,0,0,0,0,0,0,6642
0.030710,0,0,0,0,0,0,0,6426
0.032054,0,0,0,0,0,0,0,5973
0.033390,0,0,0,0,0,0,0,6012
0.034724,0,0,0,0,0,0,0,6237
0.036084,0,0,0,0,0,0,0,6519
0.037421,0,0,0,0,0,0,0,6162
0.038861,0,0,0,0,0,0,0,5595
0.040306,0,0,0,0,0,0,0,5793
0.041751,0,0,0,0,0,0,0,5568
0.043201,0,0,0,0,0,0,0,5682
0.044865,0,0,0,0,0,0,0,5529
0.046379,0,0,0,0,0,0,0,5223
0.047812,0,0,0,0,0,0,0,5124
0.049232,0,0,0,0,0,0,0,5154
0.050807,0,0,0,0,0,0,0,5145
0.052336,0,0,0,0,0,0,0,5133
0.053881,0,0,0,0,0,0,0,5163
0.055559,0,0,0,0,0,0,0,5208
0.057123,0,0,0,0,0,0,0,5196
0.058752,0,0,0,0,0,0,0,5136
0.060257,0,0,0,0,0,0,0,5142
0.061672,0,0,0,0,0,0,0,5175
0.063100,0,0,0,0,0,0,0,5187
0.064509,0,0,0,0,0,0,0,5400
0.065925,0,0,0,0,0,0,0,5217
0.067475,0,0,0,0,0,0,0,5169
0.069042,0,0,0,0,0,0,0,5184
0.070594,0,0,0,0,0,0,0,5676
0.072320,0,0,0,0,0,0,0,624555
0.074024,0,0,0,0,0,0,0,1086912
0.075672,0,0,0,0,0,0,0,1086609
0.077074,0,0,0,0,0,0,0,909540
0.078433,0,0,0,0,0,0,0,873558
0.079713,0,0,0,0,0,0,0,852216
0.080988,0,0,0,0,0,0,0,872496
0.082322,0,0,0,0,0,0,0,869007
0.083636,0,0,0,0,0,0,0,873738
0.084931,0,0,0,0,0,0,0,871881
0.086303,0,0,0,0,0,0,0,947091
0.087775,0,0,0,0,0,0,0,1583847
0.089611,0,0,0,0,0,0,0,5481822
0.090982,0,0,0,0,0,0,0,4398273
0.092245,0,0,0,0,0,0,0,4143537
0.093494,0,0,0,0,0,0,0,4113249
0.094735,0,0,0,0,0,0,0,4132206
0.095989,0,0,0,0,0,0,0,4114935
0.097237,0,0,0,0,0,0,0,4069197
0.098466,0,0,0,0,0,0,0,4077174
0.119036,0,0,0,0,0,0,0,67516431
0.120155,0,0,0,0,0,0,0,4033914
0.121559,0,0,0,0,0,0,0,5011512
0.122913,0,0,0,0,0,0,0,4073784
0.124184,0,0,0,0,0,0,0,4217298
0.125431,0,0,0,0,0,0,0,4192050
0.126700,0,0,0,0,0,0,0,4105200
0.127944,0,0,0,0,0,0,0,4105596
0.129187,0,0,0,0,0,0,0,4101234
