elapsed_s,PC_US_BV_STALLED_BY_UCHE_FEEDBACK,PC_US_VSD_RARB_DVIZ_FULL,PC_US_VSD_RARB_PVIZ_FULL,PC_US_VSD_RARB_TVIZ_FULL,PC_US_DP0_RARB_FULL,PC_US_DP1_RARB_FULL,PC_US_DP0_LIVE_PRIM,PC_US_DP1_LIVE_PRIM
0.001134,0,0,0,0,0,0,0,0
0.002635,0,0,0,0,0,0,0,0
0.004407,0,0,0,0,0,0,0,0
0.005917,0,0,0,0,0,0,0,0
0.007330,0,0,0,0,0,0,0,0
0.008735,0,0,0,0,0,0,0,0
0.010231,0,0,0,0,0,0,0,0
0.011638,0,0,0,0,0,0,0,0
0.013069,0,0,0,0,0,0,0,0
0.015763,0,0,0,0,0,0,0,0
0.017303,0,0,0,0,0,0,0,0
0.018822,0,0,0,0,0,0,0,0
0.020329,0,0,0,0,0,0,0,0
0.021914,0,0,0,0,0,0,0,0
0.023635,0,0,0,0,0,0,0,0
0.025309,0,0,0,0,0,0,0,0
0.026918,0,0,0,0,0,0,0,0
0.028472,0,0,0,0,0,0,0,0
0.030145,0,0,0,0,0,0,0,0
0.032010,0,0,0,0,0,0,0,0
0.033814,0,0,0,0,0,0,0,0
0.035395,0,0,0,0,0,0,0,0
0.037033,0,0,0,0,0,0,0,0
0.038606,0,0,0,0,0,0,0,0
0.040130,0,0,0,0,0,0,0,0
0.041718,0,0,0,0,0,0,0,0
0.043184,0,0,0,0,0,0,0,0
0.044594,0,0,0,0,0,0,0,0
0.046080,0,0,0,0,0,0,0,0
0.047519,0,0,0,0,0,0,0,0
0.048953,0,0,0,0,0,0,0,0
0.050379,0,0,0,0,0,0,0,0
0.051793,0,0,0,0,0,0,0,0
0.078190,0,0,0,0,0,0,0,0
0.079634,0,0,0,0,0,0,0,0
0.080949,0,0,0,0,0,0,0,0
0.082291,0,0,0,0,0,0,0,0
0.083612,0,0,0,0,0,0,0,0
0.084922,0,0,0,0,0,0,0,0
0.086246,0,0,0,0,0,0,0,0
0.087614,0,0,0,0,0,0,0,0
0.088982,0,0,0,0,0,0,0,0
0.090669,0,0,0,0,0,0,0,0
0.092127,0,0,0,0,0,0,0,0
0.093507,0,0,0,0,0,0,0,0
0.094879,0,0,0,0,0,0,0,0
0.096249,0,0,0,0,0,0,0,0
0.097681,0,0,0,0,0,0,0,0
0.099162,0,0,0,0,0,0,0,0
0.100644,0,0,0,0,0,0,0,0
0.102219,0,0,0,0,0,0,0,0
0.103551,0,0,0,0,0,0,0,0
0.105049,0,0,0,0,0,0,0,0
