elapsed_s,PC_S_STALL_CYCLES_TESS,PC_S_STALL_CYCLES_VFD_ONLY,PC_S_STALL_CYCLES_VPC_ONLY,PC_S_VPC_PRIMITIVES,PC_S_VERTEX_HITS,PC_S_IA_VERTICES,PC_S_IA_PRIMITIVES,PC_S_HS_INVOCATIONS
0.001169,0,0,0,0,0,0,0,0
0.002671,0,0,0,0,0,0,0,0
0.004155,0,0,0,0,0,0,0,0
0.005569,0,0,0,0,0,0,0,0
0.007024,0,0,0,0,0,0,0,0
0.008431,0,0,0,0,0,0,0,0
0.009859,0,0,0,0,0,0,0,0
0.011266,0,0,0,0,0,0,0,0
0.012695,0,0,0,0,0,0,0,0
0.014634,0,0,0,0,0,0,0,0
0.016171,0,0,0,0,0,0,0,0
0.017723,0,0,0,0,0,0,0,0
0.019242,0,0,0,0,0,0,0,0
0.020770,0,0,0,0,0,0,0,0
0.022356,0,0,0,0,0,0,0,0
0.023959,0,0,0,0,0,0,0,0
0.025487,0,0,0,0,0,0,0,0
0.027009,0,0,0,0,0,0,0,0
0.028530,0,0,0,0,0,0,0,0
0.030111,0,0,0,0,0,0,0,0
0.031594,0,0,0,0,0,0,0,0
0.033241,0,0,0,0,0,0,0,0
0.034785,0,0,0,0,0,0,0,0
0.036362,0,0,0,0,0,0,0,0
0.037891,0,0,0,0,0,0,0,0
0.039417,0,0,0,0,0,0,0,0
0.041081,0,0,0,0,0,0,0,0
0.042550,0,0,0,0,0,0,0,0
0.044025,0,0,0,0,0,0,0,0
0.045493,0,0,0,0,0,0,0,0
0.046919,0,0,0,0,0,0,0,0
0.048345,0,0,0,0,0,0,0,0
0.049812,0,0,0,0,0,0,0,0
0.051247,0,0,0,0,0,0,0,0
0.052678,0,0,0,0,0,0,0,0
0.054086,0,0,0,0,0,0,0,0
0.295392,0,0,0,0,0,0,0,0
0.302457,0,0,0,0,0,0,0,0
0.303922,0,0,0,0,0,0,0,0
0.305450,0,0,0,0,0,0,0,0
0.306935,0,0,0,0,0,0,0,0
0.308363,0,0,0,0,0,0,0,0
0.309739,0,0,0,0,0,0,0,0
0.311167,0,0,0,0,0,0,0,0
0.312549,0,0,0,0,0,0,0,0
0.313963,0,0,0,0,0,0,0,0
0.315425,0,0,0,0,0,0,0,0
0.316797,0,0,0,0,0,0,0,0
0.318260,0,0,0,0,0,0,0,0
0.319676,0,0,0,0,0,0,0,0
0.321117,0,0,0,0,0,0,0,0
0.322407,0,0,0,0,0,0,0,0
0.323841,0,0,0,0,0,0,0,0
0.325259,0,0,0,0,0,0,0,0
0.326696,0,0,0,0,0,0,0,0
0.329751,0,0,0,0,0,0,0,0
0.331225,0,0,0,0,0,0,0,0
0.332696,0,0,0,0,0,0,0,0
0.334216,0,0,0,0,0,0,0,0
0.335917,0,0,0,0,0,0,0,0
0.337385,0,0,0,0,0,0,0,0
0.338833,0,15,0,0,0,0,0,0
0.340051,0,72,0,0,0,0,0,0
0.341328,0,75,0,0,0,0,0,0
0.342644,0,75,0,0,0,0,0,0
0.343918,0,75,0,0,0,0,0,0
0.345181,0,72,0,0,0,0,0,0
0.346444,0,75,0,0,0,0,0,0
0.347706,0,75,0,0,0,0,0,0
0.349033,0,75,0,0,0,0,0,0
0.350341,0,75,0,0,0,0,0,0
0.351603,0,72,0,0,0,0,0,0
0.353183,0,12,0,0,0,0,0,0
0.354667,0,0,0,0,0,0,0,0
0.356077,0,0,0,0,0,0,0,0
0.357485,0,0,0,0,0,0,0,0
0.358892,0,0,0,0,0,0,0,0
0.360335,0,0,0,0,0,0,0,0
0.361751,0,0,0,0,0,0,0,0
0.363165,0,0,0,0,0,0,0,0
