elapsed_s,CP_LONG_PREEMPTIONS,CP_SQE_I_CACHE_STARVE,CP_SQE_IDLE,CP_SQE_PM4_STARVE_RB,CP_SQE_PM4_STARVE_IB1,CP_SQE_PM4_STARVE_IB2,CP_SQE_PM4_STARVE_IB3,CP_SQE_PM4_STARVE_FSDT,CP_SQE_PM4_STARVE_SDS,CP_SQE_MRB_STARVE,CP_SQE_RRB_STARVE,CP_SQE_VSD_STARVE,CP_VSD_DECODE_STARVE,CP_SQE_PIPE_OUT_STALL
0.001421,0,2450,320134,131,0,0,0,0,0,0,66,0,0,0
0.003425,0,2292,364332,131,0,0,0,0,0,0,65,0,0,0
0.005077,0,2300,309364,130,0,0,0,0,0,0,66,0,0,0
0.006681,0,2319,308819,131,0,0,0,0,0,0,65,0,0,0
0.008278,0,2306,330014,131,0,0,0,0,0,0,65,0,0,0
0.010213,0,2287,423551,131,0,0,0,0,0,0,66,0,0,0
0.011851,0,2422,311219,131,0,0,0,0,0,0,67,0,0,0
0.013461,0,6675,297359,131,0,0,0,0,0,0,67,0,0,0
0.015071,0,2236,298136,131,0,0,0,0,0,0,64,0,0,0
0.016741,0,2368,359123,131,0,0,0,0,0,0,65,0,0,0
0.018517,0,2263,298676,130,0,0,0,0,0,0,67,0,0,0
0.020093,0,2272,299598,130,0,0,0,0,0,0,65,0,0,0
0.021656,0,2255,293355,131,0,0,0,0,0,0,66,0,0,0
0.023203,0,2229,294825,131,0,0,0,0,0,0,66,0,0,0
0.024812,0,2115,320228,131,0,0,0,0,0,0,66,0,0,0
0.026472,0,2372,300221,130,0,0,0,0,0,0,67,0,0,0
0.028041,0,2276,290359,130,0,0,0,0,0,0,66,0,0,0
0.029645,0,2292,322727,130,0,0,0,0,0,0,66,0,0,0
0.031319,0,2460,318656,130,0,0,0,0,0,0,66,0,0,0
0.032859,0,1274,271967,130,0,0,0,0,0,0,66,0,0,0
0.034201,0,1326,209389,99,0,0,0,0,0,0,65,0,0,0
0.035556,0,1279,217605,103,0,0,0,0,0,0,65,0,0,0
0.036869,0,1383,203792,104,0,0,0,0,0,0,67,0,0,0
0.038182,0,1364,203256,102,0,0,0,0,0,0,65,0,0,0
0.039496,0,1265,203601,116,0,0,0,0,0,0,65,0,0,0
0.040831,0,1010,258951,111,0,0,0,0,0,0,66,0,0,0
0.042388,0,1008,241600,80,0,0,0,0,0,0,65,0,0,0
0.043838,0,1019,233772,81,0,0,0,0,0,0,66,0,0,0
0.045240,0,1011,233062,81,0,0,0,0,0,0,66,0,0,0
0.046665,0,1009,232774,81,0,0,0,0,0,0,66,0,0,0
0.048064,0,1008,231835,81,0,0,0,0,0,0,65,0,0,0
0.049469,0,981,235623,81,0,0,0,0,0,0,65,0,0,0
0.050878,0,970,236388,77,0,0,0,0,0,0,66,0,0,0
0.052278,0,972,231741,77,0,0,0,0,0,0,65,0,0,0
0.053677,0,978,232382,131,0,0,0,0,0,0,66,0,0,0
0.055086,0,1046,233600,79,0,0,0,0,0,0,65,0,0,0
0.056537,0,4686,209080,155,0,0,0,0,0,146,6728,0,0,0
0.057961,1,22227,359977,2,187,0,0,0,0,419,2599,0,0,0
0.059361,0,1018,233478,131,0,0,0,0,0,0,67,0,0,0
0.060761,0,1031,233703,80,0,0,0,0,0,0,66,0,0,0
0.062163,0,1005,232679,80,0,0,0,0,0,0,66,0,0,0
0.063560,0,1008,230976,80,0,0,0,0,0,0,65,0,0,0
0.064956,0,984,231647,131,0,0,0,0,0,0,66,0,0,0
0.066418,0,990,233835,77,0,0,0,0,0,0,66,0,0,0
0.067815,0,16641,219589,77,8,346,88,0,0,0,112,0,0,0
0.069325,0,4039,519005,390,0,1,0,0,0,699,123,0,0,0
0.070861,0,1797,474816,220,0,0,0,0,0,0,86,0,0,0
0.072259,0,1675,508221,215,0,0,0,0,0,0,87,0,0,0
0.073741,0,1649,478524,139,0,0,0,0,0,0,87,0,0,0
0.075192,0,1655,458248,139,0,0,0,0,0,0,85,0,0,0
0.076651,0,1654,545055,165,0,0,0,0,0,0,87,0,0,0
0.078165,0,1650,454161,198,0,0,0,0,0,0,87,0,0,0
0.079605,0,1712,452880,141,0,0,0,0,0,0,88,0,0,0
0.081097,0,1643,462372,138,0,0,0,0,0,0,86,0,0,0
0.082531,0,1655,443873,138,0,0,0,0,0,0,85,0,0,0
0.083962,0,1850,463072,215,0,0,0,0,0,0,86,0,0,0
0.085397,0,1647,445709,141,0,0,0,0,0,0,88,0,0,0
0.086841,0,1659,476832,219,0,0,0,0,0,0,88,0,0,0
0.088275,0,1663,512734,220,0,0,0,0,0,0,88,0,0,0
0.092905,0,1655,583829,142,0,0,0,0,0,0,89,0,0,0
0.094494,0,1653,511256,138,0,0,0,0,0,0,87,0,0,0
0.095934,0,1713,454739,141,0,0,0,0,0,0,86,0,0,0
0.097373,0,1725,447791,142,0,0,0,0,0,0,85,0,0,0
