elapsed_s,CP_SQE_SYNC_STALL,CP_SQE_PM4_WFI_STALL,CP_SQE_SYS_WFI_STALL,CP_WAIT_ON_OTHER_PIPE,CP_OUTPUT_BLOCKED,CP_SQE_T4_EXEC,CP_SQE_LOAD_STATE_EXEC,CP_SQE_SAVE_SDS_STATE,CP_SQE_DRAW_EXEC,CP_SQE_CTXT_REG_BUNCH_EXEC,CP_SQE_EXEC_PROFILED,CP_MEMORY_POOL_EMPTY,CP_MEMORY_POOL_SYNC_STALL,CP_MEMORY_POOL_ABOVE_THRESH
0.001176,0,0,0,0,0,0,0,0,0,0,304036,303523,0,0
0.003218,0,0,0,0,0,0,0,0,0,0,210280,210263,0,0
0.004843,0,0,0,0,0,0,0,0,0,0,204946,204714,0,0
0.006656,0,0,0,0,0,0,0,0,0,0,203511,203174,0,0
0.008254,0,0,0,0,0,0,0,0,0,0,203225,203102,0,0
0.009860,0,0,0,0,0,0,0,0,0,0,203926,208529,0,0
0.011453,0,0,0,0,0,0,0,0,0,0,200446,195009,0,0
0.013020,0,0,0,0,0,0,0,0,0,0,230007,234140,0,0
0.014722,0,0,0,0,0,0,0,0,0,0,208722,204100,0,0
0.016304,0,0,0,0,0,0,0,0,0,0,198030,197866,0,0
0.017869,0,0,0,0,0,0,0,0,0,0,195178,194746,0,0
0.019416,0,0,0,0,0,0,0,0,0,0,198689,198425,0,0
0.020974,0,0,0,0,0,0,0,0,0,0,225955,224420,0,0
0.022667,0,0,0,0,0,0,0,0,0,0,210199,211069,0,0
0.024235,0,0,0,0,0,0,0,0,0,0,194216,194014,0,0
0.025771,0,0,0,0,0,0,0,0,0,0,185847,185453,0,0
0.027268,0,0,0,0,0,0,0,0,0,0,183777,183636,0,0
0.028764,0,0,0,0,0,0,0,0,0,0,224318,224109,0,0
0.030422,0,0,0,0,0,0,0,0,0,0,188665,185165,0,0
0.031856,0,0,0,0,0,0,0,0,0,0,164635,164499,0,0
0.033281,0,0,0,0,0,0,0,0,0,0,143867,143920,0,0
0.034635,0,0,0,0,0,0,0,0,0,0,144808,144574,0,0
0.036006,0,0,0,0,0,0,0,0,0,0,141408,141262,0,0
0.037422,0,0,0,0,0,0,0,0,0,0,160218,161239,0,0
0.038860,0,0,0,0,0,0,0,0,0,0,164809,164684,0,0
0.040302,0,0,0,0,0,0,0,0,0,0,170329,170129,0,0
0.041755,0,0,0,0,0,0,0,0,0,0,166904,166903,0,0
0.043251,0,0,0,0,0,0,0,0,0,0,174833,174644,0,0
0.044719,0,0,0,0,0,0,0,0,0,0,169366,169203,0,0
0.046182,0,0,0,0,0,0,0,0,0,0,157042,155693,0,0
0.047580,0,0,0,0,0,0,0,0,0,0,148530,148396,0,0
0.048980,0,0,0,0,0,0,0,0,0,0,167378,167306,0,0
0.050482,0,0,0,0,0,0,0,0,0,0,168858,168706,0,0
0.051888,0,0,0,0,0,0,0,0,0,0,149181,149060,0,0
0.053303,0,0,0,0,0,0,0,0,0,0,154054,154330,0,0
0.054790,0,0,0,0,0,0,0,0,0,0,148696,148052,0,0
0.056241,0,0,0,0,0,0,0,0,0,0,152361,152312,0,0
0.057823,0,0,0,0,0,0,0,0,0,0,159431,155978,134,843
0.059284,687,14,710,0,0,0,0,288,0,0,265927,274259,564,1058
0.060702,0,0,0,0,0,0,0,0,0,0,149695,149548,0,0
0.062159,0,0,0,0,0,0,0,0,0,0,165008,164867,0,0
0.063656,0,0,0,0,0,0,0,0,0,0,148715,148537,0,0
0.065072,0,0,0,0,0,0,0,0,0,0,166973,166840,0,0
0.066535,0,0,0,0,0,0,0,0,0,0,149856,149715,0,0
0.067936,0,0,0,0,0,0,0,0,0,0,147586,147445,0,0
0.069334,450,0,138,0,0,227,0,31,0,18,139539,152957,104292,113932
0.070596,318,14,461886,0,0,98,0,8,0,0,451941,459135,714031,705068
0.071998,0,0,0,0,0,0,0,0,0,0,481549,481408,0,0
0.073490,0,0,0,0,0,0,0,0,0,0,483350,483205,0,0
0.074964,0,0,0,0,0,0,0,0,0,0,447319,446904,0,0
0.076411,0,0,0,0,0,0,0,0,0,0,444637,444460,0,0
0.079121,0,0,0,0,0,0,0,0,0,0,456946,456924,0,0
0.080568,0,0,0,0,0,0,0,0,0,0,437097,436622,0,0
0.082054,0,0,0,0,0,0,0,0,0,0,482554,482366,0,0
0.083512,0,0,0,0,0,0,0,0,0,0,436654,436433,0,0
0.084940,0,0,0,0,0,0,0,0,0,0,452483,452338,0,0
0.086335,0,0,0,0,0,0,0,0,0,0,450790,450576,0,0
0.087726,0,0,0,0,0,0,0,0,0,0,450283,450095,0,0
0.089134,0,0,0,0,0,0,0,0,0,0,521319,521147,0,0
0.090674,0,0,0,0,0,0,0,0,0,0,451209,451016,0,0
0.092110,0,0,0,0,0,0,0,0,0,0,426695,426496,0,0
0.093611,0,0,0,0,0,0,0,0,0,0,463538,463350,0,0
0.095070,0,0,0,0,0,0,0,0,0,0,451181,451008,0,0
