elapsed_s,CP_MEMORY_POOL_BELOW_THRESH,CP_AHB_WR_STALL_PRE_DRAWS,CP_AHB_STALL_SQE_GMU,CP_AHB_STALL_SQE_WR_OTHER,CP_AHB_STALL_SQE_RD_OTHER,CP_CLUSTER_FE_U_EMPTY,CP_CLUSTER_FE_S_EMPTY,CP_CLUSTER_SP_VS_EMPTY,CP_CLUSTER_VPC_US_EMPTY,CP_CLUSTER_VPC_VS_EMPTY,CP_CLUSTER_GRAS_EMPTY,CP_CLUSTER_SP_PS_EMPTY,CP_CLUSTER_VPC_PS_EMPTY,CP_CLUSTER_PS_EMPTY
0.001114,0,0,0,0,0,397754,394266,398773,395322,399829,396377,400883,397450,401978
0.002809,0,0,0,0,0,436258,440254,436336,442876,500530,511340,504240,508732,504297
0.004499,0,0,0,0,0,449516,447805,447235,449334,388971,378416,386021,385681,386993
0.006046,0,0,0,0,0,379299,380497,380478,375300,373503,376714,371757,371112,369724
0.007514,0,0,0,0,0,367472,367472,367468,367452,367546,367545,367581,367525,367519
0.008994,0,0,0,0,0,366429,366463,366484,366485,366403,366405,366364,366380,366384
0.010458,0,0,0,0,0,372171,372115,372093,372090,372090,372070,372029,371992,372005
0.011927,0,0,0,0,0,353944,353709,353434,353178,352903,352647,352375,352117,351845
0.013415,0,0,0,0,0,352868,352827,352827,352866,352866,352865,352863,352841,352822
0.014893,0,0,0,0,0,352730,352729,352711,352687,352668,352666,352644,352646,418180
0.016462,0,0,0,0,0,420951,420950,420948,420930,420947,420945,421002,421001,355483
0.018214,0,0,0,0,0,348485,349558,349908,349925,349965,350005,349968,354082,350865
0.019719,0,0,0,0,0,348716,347501,346992,346796,346577,346360,346183,341909,344947
0.021183,0,0,0,0,0,343355,343319,343316,343315,343351,343350,343348,343348,343348
0.022641,0,0,0,0,0,345011,344993,344991,344991,344990,344988,344969,344986,344985
0.024101,0,0,0,0,0,344056,344071,344072,344069,344031,344031,344048,344029,344028
0.025559,0,0,0,0,0,343100,343099,343098,343098,343099,343097,343096,343116,343151
0.027055,0,0,0,0,0,398036,396541,402302,406881,408660,411673,409455,409590,409963
0.028554,0,0,0,0,0,340975,342040,335866,330893,328699,325333,327138,326550,325688
0.029927,0,0,0,0,0,325682,325679,325679,325618,325618,325557,325538,325554,325554
0.031298,0,0,0,0,0,383348,380900,378422,375995,373528,371073,368623,366157,363706
0.032712,0,0,0,0,0,284590,284559,284557,284539,284509,284468,284427,284396,284388
0.034059,0,0,0,0,0,285836,285824,285803,285791,285789,285788,285797,285786,285796
0.035381,0,0,0,0,0,320623,321514,322413,323303,324201,325070,325951,326823,327692
0.036779,0,0,0,0,0,337171,338197,338480,338538,338530,338539,339544,341080,341626
0.038198,0,0,0,0,0,336611,335602,335310,335240,335246,335235,334210,332679,332142
0.039598,0,0,0,0,0,333097,333085,333133,333124,333123,333144,333326,333366,333529
0.041018,0,0,0,0,0,334346,334532,334588,334781,334917,334974,334907,334954,334847
0.042424,0,0,0,0,0,333547,333491,333461,333321,333389,333377,333376,333502,333610
0.043828,0,0,0,0,0,331827,331698,331608,331559,331335,331286,331175,330959,330781
0.045225,0,0,0,0,0,330073,330090,330089,330089,330087,330075,330092,330083,330071
0.046621,0,0,0,0,0,331815,331795,331807,331805,331823,331833,331815,331832,331831
0.048047,0,0,0,0,0,332485,332384,332214,332077,332762,332738,332589,332864,333119
0.049449,0,0,0,0,0,330188,330130,330158,330147,329812,329687,329697,330137,329879
0.050849,0,0,0,0,0,333478,333604,333779,333943,333493,333628,333814,333009,333038
0.052268,0,0,0,0,0,329317,329930,330410,330430,330418,330377,330259,330198,330032
0.053666,0,0,0,0,0,329047,328364,327716,327547,327576,327545,327475,327475,327525
0.055062,0,0,0,0,0,328887,328827,329157,329148,330175,330088,330085,331464,331470
0.056467,0,0,0,0,0,331645,331665,331322,331322,330224,330243,330251,328880,328839
0.057864,0,0,0,0,0,328655,328669,328662,328679,328660,328659,328669,328657,328626
0.059407,0,0,2021,0,0,588014,589067,587610,587454,589296,589355,587210,589606,586973
0.060871,0,0,0,0,0,327510,327529,327518,327605,327457,327385,327367,327347,327346
0.062327,0,0,0,0,0,324293,324183,324094,323983,323963,323944,323803,323737,323659
0.063766,0,0,0,0,0,326222,326203,326191,326201,326190,326189,326198,326245,326282
0.065206,0,0,0,0,0,326641,326816,326961,327001,327139,327292,327449,327484,327603
0.066647,0,0,0,0,0,325847,325717,325592,325610,325488,325334,325205,325302,325272
0.068085,0,0,0,0,0,326774,326865,327000,327028,327086,327242,327319,327224,327229
0.069526,0,0,0,0,0,542643,751780,533670,529537,756818,758418,358374,761726,282089
0.070820,0,0,0,0,0,668283,854188,678302,683584,854217,854233,546934,854198,492417
0.072257,0,0,0,0,0,465079,465580,465588,465532,465515,469681,469439,469443,469443
0.073760,0,0,0,0,0,478757,478288,478270,478340,478385,474363,474631,474730,474742
0.075249,0,0,0,0,0,467723,467810,467931,467974,468131,468115,468191,468349,468422
0.076690,0,0,0,0,0,458696,458564,458575,458590,458667,458604,458554,458427,458452
0.078129,0,0,0,0,0,455189,455396,455323,455323,455200,455276,455333,455328,455519
0.079781,0,0,0,0,0,493152,492954,493161,493142,493273,493229,493390,493358,493287
0.081240,0,0,0,0,0,484661,484703,484687,484677,484518,484528,484427,484526,484613
0.082681,0,0,0,0,0,456860,456866,456847,456872,456854,457035,456984,456990,456812
0.084172,0,0,0,0,0,465290,465172,464951,464817,464772,464491,464359,464163,464003
0.085605,0,0,0,0,0,468186,468195,468182,468166,468181,468180,468178,468179,468188
0.087040,0,0,0,0,0,545476,545477,545489,545505,545426,545424,545429,546187,546186
0.088559,0,0,0,0,0,450700,450687,450686,450667,450673,450667,450650,449977,450065
0.089991,0,0,0,0,0,468276,468286,468256,468268,468266,468272,468281,468193,468105
0.091482,0,0,0,0,0,464591,464589,464589,464604,464620,464612,464601,464589,464586
0.092915,0,0,0,0,0,445062,445046,445078,445059,445024,445028,445027,445036,445037
0.094354,0,0,0,0,0,455502,455500,455484,455484,455483,455467,455453,455454,455463
0.095784,0,0,0,0,0,467786,467820,468444,468448,469196,469205,469234,470644,476355
0.097225,0,0,0,0,0,457504,457545,456929,456927,456189,456178,456175,454746,449022
0.098657,0,0,0,0,0,450666,450590,450588,450588,450594,450602,450584,450599,450588
0.100086,0,0,0,0,0,454573,454163,453756,453353,452955,452547,452151,451753,451366
0.101495,0,0,0,0,0,452277,452277,452276,452276,452275,452275,452289,452334,452334
0.102905,0,0,0,0,0,451646,451645,451637,451641,451640,451638,451634,451587,451586
0.104316,0,0,0,0,0,451740,451793,451799,451799,451781,451792,451796,451857,451855
0.105728,0,0,0,0,0,449924,449870,449863,449862,449860,449865,449847,449785,449785
0.107171,0,0,0,0,0,440945,441349,441733,442127,442534,442929,443308,443780,444173
0.108815,0,0,0,0,0,468294,468382,468397,468379,468367,468365,468381,468303,468287
0.110377,0,0,0,0,0,479658,479567,479578,479682,479698,479691,479690,479706,479721
0.111852,0,0,0,0,0,474279,474286,474329,474240,474311,474310,474325,474306,474305
0.113428,0,0,0,0,0,485468,485476,485436,485430,485356,485361,485442,485530,485530
0.115075,0,0,0,0,0,491065,491048,491032,491036,491030,491047,490957,490869,490884
0.116699,0,0,0,0,0,486924,486930,486922,486905,486893,486874,486950,486949,486931
0.118303,0,0,0,0,0,483987,483984,484001,484016,484014,484008,483937,483935,483918
0.119911,0,0,0,0,0,485492,485519,485500,485483,485483,485486,485452,485450,485466
0.121391,0,0,0,0,0,474631,474614,474614,474645,474656,474657,474671,474760,474758
0.122967,0,0,0,0,0,572237,572218,611908,612740,612875,612868,612868,612795,612795
0.124563,0,0,0,0,0,516751,516751,477047,476198,476120,476125,476139,476193,476190
0.126012,0,0,0,0,0,463187,463186,463212,463195,463140,463138,463121,463033,463031
0.127475,0,0,0,0,0,472765,472764,472769,472778,472759,472759,472760,472790,472791
0.128919,0,0,0,0,0,459820,459818,459818,459817,459833,459815,459828,459812,459794
0.130360,0,0,0,0,0,458193,458210,458186,458174,458158,458172,458174,458172,458172
0.131841,0,0,0,0,0,472181,472164,472169,472179,472175,472159,472156,472156,472170
